id,src_taxonomy_id,child_canonical_id,child_canonical_term,proposed_parent_head_text,proposed_parent_canonical_id,proposed_parent_canonical_term,llm_accept,llm_best_parent,llm_best_parent_canonical_id,llm_best_parent_canonical_term,llm_confidence,llm_reason,candidates_json,evidence_json,created_at
34,148,895,default configuration directory,directory,1068,directory,1,directory,1068,directory,0.25,LLM parse failed; fallback decision.,"[""directory"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]","[""This function is called once per job component. Arguments:\noptions (input/output) the job allocation request specifications.\noffset (input) integer value for the current hetjob offset; should be used as a key when storing data for communication between cli_filter_p_pre_submit() and cli_filter_p_post_submit(). Returns:\nSLURM_SUCCESS on success, or\nSLURM_ERROR on failure, will terminate execution of the CLI. This function is called by the CLI after a jobid (and, if srun, a stepid) has been assigned by the controller. It is no longer safe to read or write to the options data structure, so it has been removed from this function. You should save any state you need in cli_filter_p_pre_submit() using het_job_offset as a key, since the function is called separately for every job component, and access it here. Arguments:\noffset (input) integer value for the current hetjob offset; should be used as a key when storing data for communication between cli_filter_p_pre_submit() and cli_filter_p_post_submit(). jobid (input) job id of the job\nstepid (input) step id of the job if appropriate, NO_VAL otherwise\nLUA Interface\nSetting CliFilterPlugins=cli_filter/lua in slurm.conf will allow you to implement the API functions mentioned using Lua language. The file must be named \""cli_filter.lua\"" and, similar to the job_submit plugin, it must be located in the default configuration directory (typically the subdirectory \""etc\"" of the installation). An example is provided within the source code here. Although available options are defined in the struct slurm_opt_t within src/common/slurm_opt.h, some options might be renamed. The provided example shows a way of displaying the configured options by using slurm.json_cli_options(options). The syntax for this would be:\n<command>:<cluster>:<component>\n<command> could be one of:\nsalloc: Jobs submitted with the salloc command."", ""This document describes Slurm job submit plugins and the API that defines them. It is intended as a resource to programmers wishing to write their own Slurm job submit plugins. This is version 100 of the API. Slurm job submit plugins must conform to the Slurm Plugin API with the following specifications:\nconst char plugin_name[]=\""full text name\""\nA free-formatted ASCII text string that identifies the plugin. const char plugin_type[]=\""major/minor\""\nThe major type must be \""job_submit.\"" The minor type can be any suitable name for the type of job submission package. We include samples in the Slurm distribution for\nall_partitions — Set default partition to all partitions on the cluster.\ndefaults — Set default values for job submission or modify requests. logging — Log select job submission and modification parameters. lua — Interface to Lua scripts implementing these functions (actually a slight variation of them). Sample Lua scripts can be found with the Slurm distribution in the directory contribs/lua. The Lua script must be named \""job_submit.lua\"" and must be located in the default configuration directory (typically the subdirectory \""etc\"" of the installation directory). Slurmctld will fatal on startup if the configured lua script is invalid. Slurm will try to load the script for each job submission. If the script is broken or removed while slurmctld is running, Slurm will fallback to the previous working version of the script. Warning: slurmctld runs this script while holding internal locks, and only a single copy of this script can run at a time. This blocks most concurrency in slurmctld. Therefore, this script should run to completion as quickly as possible.""]",2026-01-15T09:24:20Z
35,155,909,srun,type:command,,type:command,1,command,900,command,0.25,LLM parse failed; fallback decision.,"[""type:command"", ""command"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""none""]","[""This document describes Slurm cli_filter plugins and the API that defines them. It is intended as a resource to programmers wishing to write their own Slurm cli_filter plugins. The purpose of the cli_filter plugins is to provide programmatic hooks during the execution of the salloc, sbatch, and srun command line interface (CLI) programs. Three hooks are defined:\ncli_filter_p_setup_defaults — Called before any option processing is done, per job component, allowing a plugin to replace default option values. cli_filter_p_pre_submit — Called after option processing per job component but before any communication is made with the slurm controller. This location is ideal for policy enforcement because the plugin can read all the options supplied by the user (as well as the environment) - thus invalid job requests can be stopped before they ever reach the slurmctld.\ncli_filter_p_post_submit — Called after the jobid (and, in the case of srun, after the stepid) is generated, and typically before or in parallel with job execution. In combination with data collected in the cli_filter_p_pre_submit() hook, this is an ideal location for logging activity. cli_filter plugins vary from the job_submit plugin as it is entirely executed client-side, whereas job_submit is processed server-side (within the slurm controller). The benefit of the cli_filter is that it has access to all command line options in a simple and consistent interface as well as being safer to run disruptive operations (e.g., quota checks or other long running operations you might want to use for integrating policy decisions), which can be problematic if run from the controller. The disadvantage of the cli_filter is that it must not be relied upon for security purposes as an enterprising user can circumvent it simply by providing an alternate slurm.conf with the CliFilterPlugins option disabled. If you plan to use the cli_filter for managing policies, you should also configure a job_submit plugin to reinforce those policies. Slurm cli_filter plugins must conform to the Slurm Plugin API with the following specifications:\nconst char plugin_name[]=\""full text name\""\nA free-formatted ASCII text string that identifies the plugin."", ""Slurm cli_filter plugins must conform to the Slurm Plugin API with the following specifications:\nconst char plugin_name[]=\""full text name\""\nA free-formatted ASCII text string that identifies the plugin. const char plugin_type[]=\""major/minor\""\nThe major type must be \""cli_filter.\"" The minor type can be any suitable name for the type of job submission package. We include samples in the Slurm distribution for\nnone — An empty plugin with no actions taken, a useful starting template for a new plugin. const uint32_t plugin_version\nIf specified, identifies the version of Slurm used to build this plugin and any attempt to load the plugin from a different version of Slurm will result in an error. If not specified, then the plugin may be loaded by Slurm commands and daemons from any version, however this may result in difficult to diagnose failures due to changes in the arguments to plugin functions or changes in other Slurm functions used by the plugin. Slurm can be configured to use multiple cli_filter plugins if desired, however the lua plugin will only execute one lua script named \""cli_filter.lua\"" located in the default script directory (typically the subdirectory \""etc\"" of the installation directory). API Functions\nAll of the following functions are required. Functions which are not implemented must be stubbed. int init(void)\nDescription:\nCalled when the plugin is loaded, before any other functions are called. Put global initialization here. Returns:\nSLURM_SUCCESS on success, or\nSLURM_ERROR on failure. void fini(void)\nDescription:\nCalled when the plugin is removed. Clear any allocated storage here. None.\nNote: These init and fini functions are not the same as those described in the dlopen (3) system library. The C run-time system co-opts those symbols for its own initialization. The system _init() is called before the Slurm init(), and the Slurm fini() is called before the system's _fini(). int cli_filter_p_setup_defaults(slurm_opt_t *options, bool early)\nDescription:\nThis function is called by the salloc, sbatch, or srun command line interface (CLI) programs shortly before processing any options from the environment, command line, or script (#SBATCH).""]",2026-01-15T09:24:20Z
36,158,928,development file,file,59,file,1,file,59,file,0.25,LLM parse failed; fallback decision.,"[""file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]","[""Slurm provides multiple Job Completion Plugins. These plugins are an orthogonal way to provide historical job accounting data for finished jobs. In most installations, Slurm is already configured with an AccountingStorageType plugin — usually slurmdbd. In these situations, the information captured by a completion plugin is intentionally redundant. The jobcomp/elasticsearch plugin can be used together with a web layer on top of the Elasticsearch server — such as Kibana — to visualize your finished jobs and the state of your cluster. Some of these visualization tools also let you easily create different types of dashboards, diagrams, tables, histograms and/or apply customized filters when searching. Prerequisites\nThe plugin requires additional libraries for compilation:\nlibcurl development files\nJSON-C\nConfiguration\nThe Elasticsearch instance should be running and reachable from the multiple SlurmctldHost configured. Refer to the Elasticsearch Official Documentation for further details on setup and configuration. There are three slurm.conf options related to this plugin:\nJobCompType is used to select the job completion plugin type to activate. It should be set to jobcomp/elasticsearch. JobCompType=jobcomp/elasticsearchJobCompLoc should be set to the Elasticsearch server URL endpoint (including the port number and the target index). Since Elasticsearch 8.0 the APIs that accept types are removed, thereby moving to a typeless mode. The Slurm elasticsearch plugin in versions prior to 20.11 removed any trailing slashes from this option URL and appended a hardcoded /slurm/jobcomp suffix representing the /index/type respectively. Starting from Slurm 20.11 the URL is fully configurable and handed as-is without modification to the libcurl library functions."", ""When configured, the jobcomp/kafka plugin attempts to publish a subset of the fields for each completed job record to a Kafka server. Since Slurm 25.05 it's also possible to optionally send a subset of job record fields when the job first starts running. Requirements\nThe plugin serializes the subset of fields to JSON before each produce attempt. The serialization is done using the Slurm serialization plugins, so the libjson-c development files are an indirect prerequisite for this plugin. The plugin offloads part of the client producer work to librdkafka and consumes its API, thus the library development files are another prerequisite. librdkafka development files\nlibjson-c development files\nConfiguration\nThe plugin is configured with the following slurm.conf options:\nJobCompType Should be set to jobcomp/kafka. JobCompType=jobcomp/kafkaJobCompLoc This string represents an absolute path to a file containing 'key=value' pairs configuring librdkafka properties. For the plugin to work properly, this file needs to exist and at least the bootstrap.servers property needs to be be configured. JobCompLoc=/arbitrary/path/to/rdkafka.confNOTE: There is no default value for JobCompLoc when this plugin is configured, and thus it needs to be explicitly set. The librdkafka parameters configured in the file referenced by this option take effect upon slurmctld restart. The plugin doesn't validate these parameters, but just logs an error and fails if any parameter passed to the library API function rd_kafka_conf_set() fails. An example configuration file could look like this:\nbootstrap.servers=kafkahost1:9092\ndebug=broker,topic,msg\nlinger.ms=400\nlog_level=7\nJobCompParams Comma separated list of extra configurable parameters.""]",2026-01-15T09:24:20Z
37,161,971,slurm index,index,,index,1,index,,index,0.25,LLM parse failed; fallback decision.,"[""index"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]","[""Starting from Slurm 20.11 the URL is fully configurable and handed as-is without modification to the libcurl library functions. In addition, this also allows users to index data from different clusters to the same server but to different indices. The Elasticsearch official documentation provides detailed information around these concepts, the type to typeless deprecation transition as well as reindex API references on how to copy data from one index to another if needed. DebugFlags could include the Elasticsearch flag for extra debugging purposes. DebugFlags=ElasticsearchIt is a good idea to turn this on initially until you have verified that finished jobs are properly indexed. Note that you do not need to manually create the Elasticsearch index, since the plugin will automatically do so when trying to index the first job document. Visualization\nOnce jobs are being indexed, it is a good idea to use a web visualization layer to analyze the data. Kibana is a recommended open-source data visualization plugin for Elasticsearch. Once installed, an Elasticsearch index name or pattern has to be configured to instruct Kibana to retrieve the data. Once data is loaded it is possible to create tables where each row is a finished job, ordered by any column you choose — the @end_time timestamp is suggested — and any dashboards, graphs, or other analysis of interest. Testing and Debugging\nFor debugging purposes, you can use the curl command or any similar tool to perform REST requests against Elasticsearch directly. Some of the following examples using the curl tool may be useful. Query information assuming a slurm index name, including the document count (which should be one per job indexed):\n$ curl -XGET http://localhost:9200/_cat/indices/slurm?v\nhealth status index uuid pri rep docs.count docs.deleted store.size pri.store.size\nyellow open slurm 103CW7GqQICiMQiSQv6M_g 5 1 9 0 142.8kb 142.8kb\nQuery all indexed jobs in the slurm index:\n$ curl -XGET 'http://localhost:9200/slurm/_search?pretty=true&q=*:*' | less\nDelete the slurm index (caution!):\n$ curl -XDELETE http://localhost:9200/slurm\n{\""acknowledged\"":true}\nQuery information about _cat options."", ""Query information assuming a slurm index name, including the document count (which should be one per job indexed):\n$ curl -XGET http://localhost:9200/_cat/indices/slurm?v\nhealth status index uuid pri rep docs.count docs.deleted store.size pri.store.size\nyellow open slurm 103CW7GqQICiMQiSQv6M_g 5 1 9 0 142.8kb 142.8kb\nQuery all indexed jobs in the slurm index:\n$ curl -XGET 'http://localhost:9200/slurm/_search?pretty=true&q=*:*' | less\nDelete the slurm index (caution!):\n$ curl -XDELETE http://localhost:9200/slurm\n{\""acknowledged\"":true}\nQuery information about _cat options. More can be found in the official documentation. $ curl -XGET http://localhost:9200/_cat\nFailure management\nWhen the primary slurmctld is shut down, information about all completed but not yet indexed jobs held within the Elasticsearch plugin saved to a file named elasticsearch_state, which is located in the StateSaveLocation. This permits the plugin to restore the information when the slurmctld is restarted, and will be sent to the Elasticsearch database when the connection is restored. Acknowledgments\nThe Elasticsearch plugin was created as part of Alejandro Sanchez's Master's Thesis.""]",2026-01-15T09:24:20Z
38,162,977,job slurm index,index,,index,1,index,,index,0.25,LLM parse failed; fallback decision.,"[""index"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
39,167,990,configuration oci runtime,runtime,,runtime,1,runtime,,runtime,0.25,LLM parse failed; fallback decision.,"[""runtime"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
40,168,991,oci runtime,runtime,,runtime,1,runtime,,runtime,0.25,LLM parse failed; fallback decision.,"[""runtime"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]","[""Example configurations for various OCI Runtimes\nTesting OCI runtime outside of Slurm\nRequesting container jobs or steps\nIntegration with Rootless Docker\nIntegration with Podman\nOCI Container bundle\nExample OpenMPI v5 + PMIx v4 container\nContainer support via Plugin\nShifter\nENROOT and Pyxis\nSarus\nOverview\nContainers are being adopted in HPC workloads. Containers rely on existing kernel features to allow greater user control over what applications see and can interact with at any given time. For HPC Workloads, these are usually restricted to the mount namespace. Slurm natively supports the requesting of unprivileged OCI Containers for jobs and steps. Setting up containers requires several steps:\nSet up the kernel and a container runtime. Deploy a suitable oci.conf file accessible to the compute nodes (examples below). Restart or reconfigure slurmd on the compute nodes. Generate OCI bundles for containers that are needed and place them on the compute nodes. Verify that you can run containers directly through the chosen OCI runtime. Verify that you can request a container through Slurm. Known limitations\nThe following is a list of known limitations of the Slurm OCI container implementation. All containers must run under unprivileged (i.e. rootless) invocation."", ""All containers must run under unprivileged (i.e. rootless) invocation. All commands are called by Slurm as the user with no special permissions. Custom container networks are not supported. All containers should work with the \""host\"" network. Slurm will not transfer the OCI container bundle to the execution nodes. The bundle must already exist on the requested path on the execution node. Containers are limited by the OCI runtime used. If the runtime does not support a certain feature, then that feature will not work for any job using a container. oci.conf must be configured on the execution node for the job, otherwise the requested container will be ignored by Slurm (but can be used by the job or any given plugin). Prerequisites\nThe host kernel must be configured to allow user land containers:\nsudo sysctl -w kernel.unprivileged_userns_clone=1\nsudo sysctl -w kernel.apparmor_restrict_unprivileged_unconfined=0\nsudo sysctl -w kernel.apparmor_restrict_unprivileged_userns=0\nDocker also provides a tool to verify the kernel configuration:\n$ dockerd-rootless-setuptool.sh check --force [INFO] Requirements are satisfiedRequired software:\nFully functional OCI runtime. It needs to be able to run outside of Slurm first.""]",2026-01-15T09:24:20Z
41,178,1029,oci.conf,type:config_file,,type:config_file,1,config_file,,config_file,0.25,LLM parse failed; fallback decision.,"[""type:config_file"", ""config_file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""none""]","[""Example configurations for various OCI Runtimes\nTesting OCI runtime outside of Slurm\nRequesting container jobs or steps\nIntegration with Rootless Docker\nIntegration with Podman\nOCI Container bundle\nExample OpenMPI v5 + PMIx v4 container\nContainer support via Plugin\nShifter\nENROOT and Pyxis\nSarus\nOverview\nContainers are being adopted in HPC workloads. Containers rely on existing kernel features to allow greater user control over what applications see and can interact with at any given time. For HPC Workloads, these are usually restricted to the mount namespace. Slurm natively supports the requesting of unprivileged OCI Containers for jobs and steps. Setting up containers requires several steps:\nSet up the kernel and a container runtime. Deploy a suitable oci.conf file accessible to the compute nodes (examples below). Restart or reconfigure slurmd on the compute nodes. Generate OCI bundles for containers that are needed and place them on the compute nodes. Verify that you can run containers directly through the chosen OCI runtime. Verify that you can request a container through Slurm. Known limitations\nThe following is a list of known limitations of the Slurm OCI container implementation. All containers must run under unprivileged (i.e. rootless) invocation."", ""All containers must run under unprivileged (i.e. rootless) invocation. All commands are called by Slurm as the user with no special permissions. Custom container networks are not supported. All containers should work with the \""host\"" network. Slurm will not transfer the OCI container bundle to the execution nodes. The bundle must already exist on the requested path on the execution node. Containers are limited by the OCI runtime used. If the runtime does not support a certain feature, then that feature will not work for any job using a container. oci.conf must be configured on the execution node for the job, otherwise the requested container will be ignored by Slurm (but can be used by the job or any given plugin). Prerequisites\nThe host kernel must be configured to allow user land containers:\nsudo sysctl -w kernel.unprivileged_userns_clone=1\nsudo sysctl -w kernel.apparmor_restrict_unprivileged_unconfined=0\nsudo sysctl -w kernel.apparmor_restrict_unprivileged_userns=0\nDocker also provides a tool to verify the kernel configuration:\n$ dockerd-rootless-setuptool.sh check --force [INFO] Requirements are satisfiedRequired software:\nFully functional OCI runtime. It needs to be able to run outside of Slurm first.""]",2026-01-15T09:24:20Z
42,183,1058,slurm poll oci runtime,runtime,,runtime,1,runtime,,runtime,0.25,LLM parse failed; fallback decision.,"[""runtime"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
43,189,1127,generic oci.conf,type:config_file,,type:config_file,1,config_file,,config_file,0.25,LLM parse failed; fallback decision.,"[""type:config_file"", ""config_file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""none""]","[""%e -- %@\""\nRunTimeKill=\""kill -s SIGINT %p\"" RunTimeDelete=\""kill -s SIGTERM %p\""\n/usr/local/bin/enroot-start-wrapper:\n#!/bin/bash\nBUNDLE=\""$1\""\nSPOOLDIR=\""$2\""\nENVFILE=\""$3\""\nshift 4\nIMAGE=\nexport USER=$(whoami)\nexport HOME=\""$BUNDLE/\""\nexport TERM\nexport ENROOT_SQUASH_OPTIONS='-comp gzip -noD'\nexport ENROOT_ALLOW_SUPERUSER=n\nexport ENROOT_MOUNT_HOME=y\nexport ENROOT_REMAP_ROOT=y\nexport ENROOT_ROOTFS_WRITABLE=y\nexport ENROOT_LOGIN_SHELL=n\nexport ENROOT_TRANSFER_RETRIES=2\nexport ENROOT_CACHE_PATH=\""$SPOOLDIR/\""\nexport ENROOT_DATA_PATH=\""$SPOOLDIR/\""\nexport ENROOT_TEMP_PATH=\""$SPOOLDIR/\""\nexport ENROOT_ENVIRON=\""$ENVFILE\""\nif [ ! -f \""$BUNDLE\"" ]\nthen\n IMAGE=\""$SPOOLDIR/container.sqsh\""\n enroot import -o \""$IMAGE\"" -- \""$BUNDLE\"" && \\\n enroot create \""$IMAGE\""\n CONTAINER=\""container\""\nelse\n CONTAINER=\""$BUNDLE\""\nfi\nenroot start -- \""$CONTAINER\"" \""$@\""\nrc=$?\n[ $IMAGE ] && unlink $IMAGE\nexit $rc\nHandling multiple runtimes\nIf you wish to accommodate multiple runtimes in your environment, it is possible to do so with a bit of extra setup. This section outlines one possible way to do so:\nCreate a generic oci.conf that calls a wrapper script\nIgnoreFileConfigJson=true\nRunTimeRun=\""/opt/slurm-oci/run %b % %t %@\""\nRunTimeKill=\""kill -s SIGTERM %p\"" RunTimeDelete=\""kill -s SIGKILL %p\""\nCreate the wrapper script to check for user-specific run configuration (e.g., /opt/slurm-oci/run)\n#!/bin /bash\nif [[ -e ~/.slurm-oci-run ]]; then\n ~/.slurm-oci-run \""$@\""\nelse\n /opt/slurm-oci/slurm-oci-run-default \""$@\""\nfi\nCreate a generic run configuration to use as the default (e.g., /opt/slurm-oci/slurm-oci-run-default)\n#!/bin/bash --login\n# Parse\nCONTAINER=\""$1\""\nSPOOL_DIR=\""$2\""\nUSER_NAME=\""$3\""\nUSER_ID=\""$4\""\nNODE_NAME=\""$5\""\nJOB_ID=\""$6\""\nSTEP_ID=\""$7\""\nTASK_ID=\""$8\""\nshift 8 # subsequent arguments are the command to run in the container\n# Run\napptainer run --bind /var/spool --containall \""$CONTAINER\"" \""$@\""\nAdd executable permissions to both scripts\nchmod +x /opt/slurm-oci/run /opt/slurm-oci/slurm-oci-run-defaultOnce this is done, users may create a script at '~/.slurm-oci-run' if they wish to customize the container run process, such as using a different container runtime. Users should model this file after the default '/opt/slurm-oci/slurm-oci-run-default'\nTesting OCI runtime outside of Slurm\nSlurm calls the OCI runtime directly in the job step. If it fails, then the job will also fail.\nGo to the directory containing the OCI Container bundle:\ncd $ABS_PATH_TO_BUNDLEExecute OCI Container runtime (You can find a few examples on how to build a bundle below):\n$OCIRunTime $ARGS create test --bundle $PATH_TO_BUNDLE$OCIRunTime $ARGS start test$OCIRunTime $ARGS kill test$OCIRunTime $ARGS delete testIf these commands succeed, then the OCI runtime is correctly configured and can be tested in Slurm. Requesting container jobs or steps\nsalloc, srun and sbatch (in Slurm 21.08+) have the '--container' argument, which can be used to request container runtime execution.""]",2026-01-15T09:24:20Z
44,193,1133,slurm oci slurm oci run default,default,65,default,1,default,65,default,0.25,LLM parse failed; fallback decision.,"[""default"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
45,194,1135,opt slurm oci slurm oci run default,default,65,default,1,default,65,default,0.25,LLM parse failed; fallback decision.,"[""default"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
46,199,1176,slurm scrun,scrun,,scrun,1,scrun,,scrun,0.25,LLM parse failed; fallback decision.,"[""scrun"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
47,203,1180,slurm.conf,type:config_file,,type:config_file,1,config_file,,config_file,0.25,LLM parse failed; fallback decision.,"[""type:config_file"", ""config_file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""none""]","[""Therefore k tends towards 1 when Rparent tends towards 1. On the contrary, the more the ancestors of an account have underused/overused their shares, the more the fair-share factor of the account should get a bonus/malus by moving towards the fair-share factor of its parent. Therefore, k tends towards 0 when Rparent diverges from 1. However, if the account usage imbalance is greater than its ancestors' in the same direction, (for example, the ancestors have consumed two times their shares, and the child has consumed 3 times its shares), moving the fair-share factor back towards the one of the parent is not helpful. As a result, k is kept to 1 in that case. Plot of k as a function of Rparent\nConfiguration\nThe following slurm.conf parameters are used to enable the depth-oblivious flavor of the fair-share factor. See slurm.conf(5) man page for more details. PriorityFlags\nSet to \""DEPTH_OBLIVIOUS\"". PriorityType\nSet this value to \""priority/multifactor\""."", ""However that triggering does not cause the scheduling logic to be started immediately, but only within the configured sched_interval. For example, if sched_min_interval=2000000 (microseconds) and 100 jobs are submitted within a 2 second time window, then the scheduling logic will be executed one time rather than 100 times if sched_min_interval was set to 0 (no delay). Besides controlling how frequently the scheduling logic is executed, the default_queue_depth configuration parameter controls how many jobs are considered to be started in each scheduler iteration. The default value of default_queue_depth is 100 (jobs), which should be fine in most cases. The sched/backfill plugin has relatively high overhead if used with large numbers of job. Configuring bf_max_job_test to a modest size (say 100 jobs or less) and bf_interval to 30 seconds or more will limit the overhead of backfill scheduling (NOTE: the default values are fine for both of these parameters). Other backfill options available for tuning backfill scheduling include bf_max_job_user, bf_resolution and bf_window. See the slurm.conf man page for details. A set of scheduling parameters currently used for running hundreds of jobs per second on a sustained basis on one cluster follows. Note that every environment is different and this set of parameters will not work well in every case, but it may serve as a good starting point. batch_sched_delay=20\nbf_continue\nbf_interval=300\nbf_min_age_reserve=10800\nbf_resolution=600\nbf_yield_interval=1000000\npartition_job_depth=500\nsched_max_job_start=200\nsched_min_interval=2000000\nSlurmctldParameters: Many slurmctld daemon parameters are available. The conmgr_threads option controls the size of the thread pool that is used to process communications. Threads are used as needed to handle I/O or to process incoming RPCs and generate replies. The trade off is that slurmctld will use more memory for each additional thread. Increasing thread counts will also cause increased kernel scheduler contention when there are more threads than available hardware CPUs, increasing the potential for thread starvation.""]",2026-01-15T09:24:20Z
48,206,1189,present node scrun,scrun,,scrun,1,scrun,,scrun,0.25,LLM parse failed; fallback decision.,"[""scrun"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
49,207,1190,sufficient environment path,path,1174,path,1,path,1174,path,0.25,LLM parse failed; fallback decision.,"[""path"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
50,217,1226,correct path,path,1174,path,1,path,1174,path,0.25,LLM parse failed; fallback decision.,"[""path"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]","[""docker swarm command is not supported. docker compose/docker-compose command is not supported. docker pause command is not supported. docker unpause command is not supported. docker swarm command is not supported. All docker commands are not supported inside of containers. Docker API is not supported inside of containers. Setup procedure\nInstall and configure Rootless Docker\nRootless Docker must be fully operational and able to run containers before continuing. Setup environment for all docker calls:\nexport DOCKER_HOST=unix://$XDG_RUNTIME_DIR/docker.sockAll commands following this will expect this environment variable to be set. Stop rootless docker:\nsystemctl --user stop dockerConfigure Docker to call scrun instead of the default OCI runtime. To configure for all users:\n/etc/docker/daemon.jsonTo configure per user:\n~/.config/docker/daemon.jsonSet the following fields to configure Docker:\n{\n \""experimental\"": true,\n \""iptables\"": false,\n \""no-new-privileges\"": true,\n \""rootless\"": true,\n \""selinux-enabled\"": false,\n \""default-runtime\"": \""slurm\"",\n \""runtimes\"": {\n \""slurm\"": {\n \""path\"": \""/usr/local/bin/scrun\""\n }\n },\n \""data-root\"": \""/run/user/${USER_ID}/docker/\"",\n \""exec-root\"": \""/run/user/${USER_ID}/docker-exec/\""\n}Correct path to scrun as if installation prefix was configured. Replace ${USER_ID} with numeric user id or target a different directory with global write permissions and sticky bit. Rootless docker requires a different root directory than the system's default to avoid permission errors. It is strongly suggested that sites consider using inter-node shared filesystems to store Docker's containers. While it is possible to have a scrun.lua script to push and pull images for each deployment, there can be a massive performance penalty. Using a shared filesystem will avoid moving these files around."", ""podman farm command is not supported. All podman commands are not supported inside of containers. Podman REST API is not supported inside of containers. Setup procedure\nInstall Podman\nConfigure rootless Podman\nVerify rootless podman is configured\n$ podman info --format '{{.Host. Security. Rootless}}'\ntrueVerify rootless Podman is fully functional before adding Slurm support:\nThe value printed by the following commands should be the same:\n$ podman run --userns keep-id alpine id$ sudo id\n$ podman run --userns nomap alpine idConfigure Podman to call scrun instead of the default OCI runtime. See upstream documentation for details on configuration locations and loading order for containers.conf. To configure for all users: /etc/containers/containers.conf\nTo configure per user: $XDG_CONFIG_HOME/containers/containers.conf or ~/.config/containers/containers.conf (if $XDG_CONFIG_HOME is not defined). [containers]\napparmor_profile = \""unconfined\""\ncgroupns = \""host\""\ncgroups = \""enabled\""\ndefault_sysctls = []\nlabel = false\nnetns = \""host\""\nno_hosts = true\npidns = \""host\""\nutsns = \""host\""\nuserns = \""host\""\nlog_driver = \""journald\""\n[engine]\ncgroup_manager = \""systemd\""\nruntime = \""slurm\""\nremote = false\n[engine.runtimes]\nslurm = [\n \""/usr/local/bin/scrun\"",\n \""/usr/bin/scrun\""\n]Correct path to scrun as if installation prefix was configured. The \""cgroup_manager\"" field will need to be swapped to \""cgroupfs\"" on systems not running systemd. It is strongly suggested that sites consider using inter-node shared filesystems to store Podman's containers. While it is possible to have a scrun.lua script to push and pull images for each deployment, there can be a massive performance penalty. Using a shared filesystem will avoid moving these files around.""]",2026-01-15T09:24:20Z
51,221,1277,container containers.conf,type:config_file,,type:config_file,1,config_file,,config_file,0.25,LLM parse failed; fallback decision.,"[""type:config_file"", ""config_file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""none""]",[],2026-01-15T09:24:20Z
