canonical_id,canonical_term,term_type,synonyms_json,abbreviations_json,member_term_ids_json,freq_total,freq_docs,created_at,updated_at
101,slurm configuration parameter,,"[""Slurm configuration parameters""]",[],[101],5,4,2026-01-15T09:05:57,2026-01-15T09:05:57
102,high throughput computing,,[],[],[102],2,2,2026-01-15T09:05:57,2026-01-15T09:05:57
105,accounting record,,"[""accounting records""]",[],[105],9,6,2026-01-15T09:05:57,2026-01-15T09:05:57
106,plugin,,[],[],[106],138,34,2026-01-15T09:05:57,2026-01-15T09:05:57
107,minimal improvement performance slurmdbd,,"[""minimal improvement performance SlurmDBD""]",[],[107],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
108,speedup,,[],[],[108],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
109,commitdelay option slurmdbd.conf,file,"[""CommitDelay option slurmdbd.conf""]",[],[109],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
110,jobacctgathertype,,"[""JobAcctGatherType""]",[],[110],5,5,2026-01-15T09:05:57,2026-01-15T09:05:57
115,script,,[],[],[115],39,19,2026-01-15T09:05:57,2026-01-15T09:05:57
117,time,,[],[],[117],65,27,2026-01-15T09:05:57,2026-01-15T09:05:57
118,concurrency slurmctld,,[],[],[118],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
119,high throughput environment,,[],[],[119],3,2,2026-01-15T09:05:57,2026-01-15T09:05:57
120,job slurmctld daemon record point time,,"[""jobs slurmctld daemon records point time""]",[],[120],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
121,running,,[],[],[121],4,4,2026-01-15T09:05:57,2026-01-15T09:05:57
124,slurmctld daemon,,[],[],[124],15,6,2026-01-15T09:05:57,2026-01-15T09:05:57
126,minjobage,,"[""MinJobAge""]",[],[126],2,2,2026-01-15T09:05:57,2026-01-15T09:05:57
127,record,,[],[],[127],10,7,2026-01-15T09:05:57,2026-01-15T09:05:57
128,slurmctld memory visible squeue command,,[],[],[128],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
129,record job,,"[""record jobs""]",[],[129],2,2,2026-01-15T09:05:57,2026-01-15T09:05:57
133,job memory slurmctld daemon,,"[""jobs memory slurmctld daemon""]",[],[133],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
135,job fifo basi,,"[""jobs FIFO basis""]",[],[135],2,2,2026-01-15T09:05:57,2026-01-15T09:05:57
136,prologslurmctld epilogslurmctld,,"[""PrologSlurmctld EpilogSlurmctld""]",[],[136],2,2,2026-01-15T09:05:57,2026-01-15T09:05:57
137,separate slurmctld thread,,[],[],[137],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
144,effect,,"[""effects""]",[],[144],5,4,2026-01-15T09:05:57,2026-01-15T09:05:57
148,job submit time,,[],[],[148],2,2,2026-01-15T09:05:57,2026-01-15T09:05:57
150,option,,[],[],[150],100,35,2026-01-15T09:05:57,2026-01-15T09:05:57
155,interactive job,,"[""interactive jobs""]",[],[155],2,2,2026-01-15T09:05:57,2026-01-15T09:05:57
156,sbatch,,[],[],[156],30,16,2026-01-15T09:05:57,2026-01-15T09:05:57
162,scheduling logic,,[],[],[162],4,3,2026-01-15T09:05:57,2026-01-15T09:05:57
166,delay,,[],[],[166],3,3,2026-01-15T09:05:57,2026-01-15T09:05:57
170,backfill plugin,,[],[],[170],2,2,2026-01-15T09:05:57,2026-01-15T09:05:57
173,backfill scheduling,,[],[],[173],7,2,2026-01-15T09:05:57,2026-01-15T09:05:57
175,man page detail,,"[""man page details""]",[],[175],5,4,2026-01-15T09:05:57,2026-01-15T09:05:57
180,bf_continue,,[],[],[180],3,2,2026-01-15T09:05:57,2026-01-15T09:05:57
183,communication,,"[""communications""]",[],[183],7,6,2026-01-15T09:05:57,2026-01-15T09:05:57
184,thread,,"[""Threads""]",[],[184],6,5,2026-01-15T09:05:57,2026-01-15T09:05:57
187,trade slurmctld,,[],[],[187],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
189,thread count,,"[""thread counts""]",[],[189],3,2,2026-01-15T09:05:57,2026-01-15T09:05:57
192,incoming rpc request slurmctld,,"[""incoming RPC requests slurmctld""]",[],[192],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
193,global slurmctld lock,,"[""global slurmctld locks""]",[],[193],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
194,lock,,[],[],[194],5,4,2026-01-15T09:05:57,2026-01-15T09:05:57
197,job scheduler,,[],[],[197],2,2,2026-01-15T09:05:57,2026-01-15T09:05:57
199,site,,"[""Sites""]",[],[199],31,12,2026-01-15T09:05:57,2026-01-15T09:05:57
204,statistic,,"[""statistics""]",[],[204],3,3,2026-01-15T09:05:57,2026-01-15T09:05:57
205,parameter,,[],[],[205],26,21,2026-01-15T09:05:57,2026-01-15T09:05:57
206,conmgr_thread,,"[""conmgr_threads""]",[],[206],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
209,slurmctld crash,,[],[],[209],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
210,job accounting,,"[""jobs accounting""]",[],[210],5,4,2026-01-15T09:05:57,2026-01-15T09:05:57
213,logic,,[],[],[213],7,7,2026-01-15T09:05:57,2026-01-15T09:05:57
215,slurmctlddebug detailed logging,,"[""SlurmctldDebug detailed logging""]",[],[215],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
216,system throughput,,[],[],[216],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
220,operating system,,[],[],[220],3,2,2026-01-15T09:05:57,2026-01-15T09:05:57
222,port,,"[""ports""]",[],[222],9,5,2026-01-15T09:05:57,2026-01-15T09:05:57
224,slurmddebug detailed logging,,"[""SlurmdDebug detailed logging""]",[],[224],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
225,local storage,,[],[],[225],4,3,2026-01-15T09:05:57,2026-01-15T09:05:57
236,slurmdbd configuration,,"[""SlurmDBD Configuration""]",[],[236],2,2,2026-01-15T09:05:57,2026-01-15T09:05:57
238,delay time slurmdbd,,[],[],[238],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
239,connection slurmctld,,[],[],[239],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
243,purge option slurmdbd.conf,file,"[""Purge options slurmdbd.conf""]",[],[243],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
244,data,,"[""Data""]",[],[244],61,3,2026-01-15T09:05:57,2026-01-15T09:05:57
247,query parameter â,,"[""Query Parameter â""]",[],[247],28,1,2026-01-15T09:05:57,2026-01-15T09:05:57
248,return type,,"[""Return type""]",[],[248],59,1,2026-01-15T09:05:57,2026-01-15T09:05:57
249,v0.0.43_openapi_kill_job_resp,,[],[],[249],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
251,error error,,[],[],[251],59,1,2026-01-15T09:05:57,2026-01-15T09:05:57
252,statu,,"[""status""]",[],[252],9,5,2026-01-15T09:05:57,2026-01-15T09:05:57
253,error,,[],[],[253],36,19,2026-01-15T09:05:57,2026-01-15T09:05:57
254,api,,"[""API""]","[""API""]",[254],79,9,2026-01-15T09:05:57,2026-01-15T09:05:57
255,media type,,"[""media types""]",[],[255],59,1,2026-01-15T09:05:57,2026-01-15T09:05:57
258,application json,,[],[],[258],74,1,2026-01-15T09:05:57,2026-01-15T09:05:57
259,response,,"[""Responses""]",[],[259],62,3,2026-01-15T09:05:57,2026-01-15T09:05:57
261,v0.0.43 job,,"[""v0.0.43 jobs""]",[],[261],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
262,consume,,"[""Consumes""]",[],[262],16,1,2026-01-15T09:05:57,2026-01-15T09:05:57
264,request body,,"[""Request body""]",[],[264],17,1,2026-01-15T09:05:57,2026-01-15T09:05:57
265,body parameter â,,"[""Body Parameter â""]",[],[265],17,1,2026-01-15T09:05:57,2026-01-15T09:05:57
267,v0.0.43_openapi_kill_jobs_resp,,[],[],[267],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
268,path parameter,,"[""Path parameters""]",[],[268],18,1,2026-01-15T09:05:57,2026-01-15T09:05:57
269,node_name,,[],[],[269],3,1,2026-01-15T09:05:57,2026-01-15T09:05:57
271,job_id,,[],[],[271],4,3,2026-01-15T09:05:57,2026-01-15T09:05:57
272,query parameter,,"[""Query parameters""]",[],[272],30,1,2026-01-15T09:05:57,2026-01-15T09:05:57
274,last_backfill,,[],[],[274],3,1,2026-01-15T09:05:57,2026-01-15T09:05:57
275,information,,[],[],[275],40,18,2026-01-15T09:05:57,2026-01-15T09:05:57
277,v0.0.43 license slurm,,"[""v0.0.43 licenses Slurm""]",[],[277],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
278,v0.0.43_openapi_licenses_resp,,[],[],[278],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
279,license,,"[""licenses""]",[],[279],36,9,2026-01-15T09:05:57,2026-01-15T09:05:57
280,lastconsumed,,"[""LastConsumed""]",[],[280],4,2,2026-01-15T09:05:57,2026-01-15T09:05:57
281,lastdeficit,,"[""LastDeficit""]",[],[281],2,2,2026-01-15T09:05:57,2026-01-15T09:05:57
284,v0.0.43_openapi_nodes_resp,,[],[],[284],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
285,node,,"[""multiple nodes"", ""nodes"", ""specific node""]",[],"[285, 1798, 3603]",290,44,2026-01-15T09:05:57,2026-01-15T09:05:57
290,v0.0.43_openapi_partition_resp,,[],[],[290],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
291,partition,,"[""multiple partitions"", ""partitions"", ""specific partitions""]",[],"[291, 2498, 4274]",69,23,2026-01-15T09:05:57,2026-01-15T09:05:57
292,partition information v0.0.43_openapi_partition_resp,,[],[],[292],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
293,ping,,"[""pings""]",[],[293],4,3,2026-01-15T09:05:57,2026-01-15T09:05:57
297,reservation information,,[],[],[297],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
299,post,,[],[],[299],16,1,2026-01-15T09:05:57,2026-01-15T09:05:57
303,job_submit_user_msg job_submit_user_msg,,[],[],[303],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
308,v0.0.43_openapi_reservation_mod_resp,,[],[],[308],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
309,reservation description v0.0.43_openapi_reservation_mod_resp,,[],[],[309],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
311,slurmdb,,"[""Slurmdb""]",[],[311],2,2,2026-01-15T09:05:57,2026-01-15T09:05:57
312,account_name,,[],[],[312],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
318,removed_association removed_association removed_association,,"[""removed_associations removed_associations removed_associations""]",[],[318],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
321,cluster_name,,[],[],[321],5,2,2026-01-15T09:05:57,2026-01-15T09:05:57
324,qos,,[],[],[324],94,10,2026-01-15T09:05:57,2026-01-15T09:05:57
325,v0.0.43_openapi_slurmdbd_qos_removed_resp,,[],[],[325],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
327,result ping test v0.0.43_openapi_slurmdbd_qos_removed_resp,,"[""results ping test v0.0.43_openapi_slurmdbd_qos_removed_resp""]",[],[327],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
328,result ping test,,"[""results ping test""]",[],[328],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
330,deleted_wckey,,"[""deleted_wckeys""]",[],[330],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
333,v0.0.43_openapi_accounts_resp,,[],[],[333],3,1,2026-01-15T09:05:57,2026-01-15T09:05:57
334,account,,"[""-account"", ""accounts""]",[],"[334, 6800]",43,10,2026-01-15T09:05:57,2026-01-15T09:05:57
335,list account v0.0.43_openapi_accounts_resp,,"[""List accounts v0.0.43_openapi_accounts_resp""]",[],[335],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
338,list association v0.0.43_openapi_assocs_resp,,"[""List associations v0.0.43_openapi_assocs_resp""]",[],[338],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
339,v0.0.43_openapi_clusters_resp,,[],[],[339],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
340,cluster,,"[""--clusters"", ""clusters""]",[],"[340, 5994]",87,23,2026-01-15T09:05:57,2026-01-15T09:05:57
343,configuration information,,[],[],[343],2,2,2026-01-15T09:05:57,2026-01-15T09:05:57
344,instance,,"[""instances""]",[],[344],10,3,2026-01-15T09:05:57,2026-01-15T09:05:57
345,slurmdbd configuration v0.0.43_openapi_slurmdbd_config_resp,,[],[],[345],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
346,rpc,,"[""RPCs""]",[],[346],4,2,2026-01-15T09:05:57,2026-01-15T09:05:57
348,dictionary statistic v0.0.43_openapi_slurmdbd_stats_resp,,"[""Dictionary statistics v0.0.43_openapi_slurmdbd_stats_resp""]",[],[348],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
350,v0.0.43_openapi_instances_resp,,[],[],[350],3,1,2026-01-15T09:05:57,2026-01-15T09:05:57
351,list instance v0.0.43_openapi_instances_resp,,"[""List instances v0.0.43_openapi_instances_resp""]",[],[351],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
352,endpoint,,[],[],[352],4,4,2026-01-15T09:05:57,2026-01-15T09:05:57
360,null,,[],[],[360],7,3,2026-01-15T09:05:57,2026-01-15T09:05:57
362,list job,,"[""List jobs""]",[],[362],2,2,2026-01-15T09:05:57,2026-01-15T09:05:57
363,include,,"[""Include""]",[],[363],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
366,list qos v0.0.43_openapi_slurmdbd_qos_resp,,"[""List QOS v0.0.43_openapi_slurmdbd_qos_resp""]",[],[366],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
367,qos information v0.0.43_openapi_slurmdbd_qos_resp,,"[""QOS information v0.0.43_openapi_slurmdbd_qos_resp""]",[],[367],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
369,tre,,"[""TRES""]","[""TRES""]",[369],12,5,2026-01-15T09:05:57,2026-01-15T09:05:57
371,list user,,"[""List users""]",[],[371],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
373,v0.0.43_openapi_wckey_resp,,[],[],[373],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
375,usage default null,,[],[],[375],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
379,accounts_association,,[],[],[379],2,2,2026-01-15T09:05:57,2026-01-15T09:05:57
380,v0.0.43_openapi_accounts_add_cond_resp_str,,[],[],[380],3,1,2026-01-15T09:05:57,2026-01-15T09:05:57
385,slurmdbd configuration v0.0.43_openapi_resp,,[],[],[385],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
389,users_association,,[],[],[389],2,2,2026-01-15T09:05:57,2026-01-15T09:05:57
393,unix timestamp,,"[""UNIX timestamp""]",[],[393],12,2,2026-01-15T09:05:57,2026-01-15T09:05:57
395,format int,,[],[],[395],20,1,2026-01-15T09:05:57,2026-01-15T09:05:57
396,v0.0.43_accounts_add_cond,,[],[],[396],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
399,energy,,[],[],[399],8,4,2026-01-15T09:05:57,2026-01-15T09:05:57
400,slurmd joule format int,,"[""slurmd joules format int""]",[],[400],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
402,v0.0.43_uint32_no_val_struct,,[],[],[402],14,1,2026-01-15T09:05:57,2026-01-15T09:05:57
406,string account,,"[""String Account""]",[],[406],3,1,2026-01-15T09:05:57,2026-01-15T09:05:57
407,string cluster,,"[""String Cluster""]",[],[407],7,1,2026-01-15T09:05:57,2026-01-15T09:05:57
408,string arbitrary comment,,"[""String Arbitrary comment""]",[],[408],3,1,2026-01-15T09:05:57,2026-01-15T09:05:57
410,enum,,"[""Enum""]",[],[410],27,1,2026-01-15T09:05:57,2026-01-15T09:05:57
416,string partition,,"[""String Partition""]",[],[416],6,1,2026-01-15T09:05:57,2026-01-15T09:05:57
425,v0.0.43_assoc_short,,[],[],[425],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
426,string user,,"[""String User""]",[],[426],9,1,2026-01-15T09:05:57,2026-01-15T09:05:57
429,integer,,"[""Integer""]",[],[429],16,4,2026-01-15T09:05:57,2026-01-15T09:05:57
430,number job,,"[""number jobs""]",[],[430],8,3,2026-01-15T09:05:57,2026-01-15T09:05:57
431,integer reached,,"[""Integer Reached""]",[],[431],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
436,flag,,"[""Flags""]",[],[436],43,13,2026-01-15T09:05:57,2026-01-15T09:05:57
438,string node,,"[""String Node""]",[],[438],3,1,2026-01-15T09:05:57,2026-01-15T09:05:57
439,string,,"[""String""]",[],[439],32,7,2026-01-15T09:05:57,2026-01-15T09:05:57
449,boolean,,"[""Boolean""]",[],[449],6,2,2026-01-15T09:05:57,2026-01-15T09:05:57
450,slurmctld primary controller,,[],[],[450],2,2,2026-01-15T09:05:57,2026-01-15T09:05:57
451,coordinator,,[],[],[451],3,2,2026-01-15T09:05:57,2026-01-15T09:05:57
452,v0.0.43_cron_entry,,[],[],[452],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
453,true number,,"[""True number""]",[],[453],4,1,2026-01-15T09:05:57,2026-01-15T09:05:57
459,v0_0_43_instance_time,,[],[],[459],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
463,v0_0_43_job_array,,[],[],[463],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
467,v0_0_43_job_time,,[],[],[467],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
468,job failure,,[],[],[468],7,3,2026-01-15T09:05:57,2026-01-15T09:05:57
471,string job,,"[""String Job""]",[],[471],3,1,2026-01-15T09:05:57,2026-01-15T09:05:57
472,false job job,,"[""false job Job""]",[],[472],3,2,2026-01-15T09:05:57,2026-01-15T09:05:57
473,string quality service,,"[""String Quality Service""]",[],[473],3,1,2026-01-15T09:05:57,2026-01-15T09:05:57
475,string user id,,"[""String User ID""]",[],[475],3,1,2026-01-15T09:05:57,2026-01-15T09:05:57
478,v0_0_43_job_reservation,,[],[],[478],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
484,interval,,"[""intervals""]",[],[484],2,2,2026-01-15T09:05:57,2026-01-15T09:05:57
487,resource allocation,,[],[],[487],6,5,2026-01-15T09:05:57,2026-01-15T09:05:57
488,integer port,,"[""Integer Port""]",[],[488],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
490,int,,[],[],[490],5,2,2026-01-15T09:05:57,2026-01-15T09:05:57
494,v0.0.43_uint64_no_val_struct,,[],[],[494],16,1,2026-01-15T09:05:57,2026-01-15T09:05:57
496,specification,,"[""specifications""]",[],[496],5,4,2026-01-15T09:05:57,2026-01-15T09:05:57
498,cluster sibling job,,[],[],[498],2,2,2026-01-15T09:05:57,2026-01-15T09:05:57
506,task,,"[""tasks""]",[],[506],90,22,2026-01-15T09:05:57,2026-01-15T09:05:57
507,cpu,,"[""--cpu"", ""CPUs""]",[],"[507, 1558]",64,15,2026-01-15T09:05:57,2026-01-15T09:05:57
511,gre gpu,,"[""gres gpu""]",[],[511],6,3,2026-01-15T09:05:57,2026-01-15T09:05:57
514,string comma,,"[""String Comma""]",[],[514],7,1,2026-01-15T09:05:57,2026-01-15T09:05:57
515,list feature,,"[""list features""]",[],[515],4,2,2026-01-15T09:05:57,2026-01-15T09:05:57
527,job step,,[],[],[527],39,16,2026-01-15T09:05:57,2026-01-15T09:05:57
532,profile acct_gather_profile plugin,,"[""Profile acct_gather_profile plugin""]",[],[532],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
533,boolean node reboot,,"[""Boolean Node reboot""]",[],[533],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
534,start,,[],[],[534],3,2,2026-01-15T09:05:57,2026-01-15T09:05:57
535,string reservation,,"[""String reservation""]",[],[535],4,1,2026-01-15T09:05:57,2026-01-15T09:05:57
539,list node,,"[""list nodes""]",[],[539],2,2,2026-01-15T09:05:57,2026-01-15T09:05:57
543,job format int,,[],[],[543],6,1,2026-01-15T09:05:57,2026-01-15T09:05:57
547,list,,[],[],[547],18,8,2026-01-15T09:05:57,2026-01-15T09:05:57
551,socket,,[],[],[551],29,10,2026-01-15T09:05:57,2026-01-15T09:05:57
552,string tre,,"[""String TRES""]",[],[552],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
571,integer number license,,"[""Integer Number licenses""]",[],[571],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
572,database,,[],[],[572],28,11,2026-01-15T09:05:57,2026-01-15T09:05:57
573,format,,"[""--format""]",[],"[573, 1270]",11,6,2026-01-15T09:05:57,2026-01-15T09:05:57
576,integer number,,"[""Integer Number""]",[],[576],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
578,license information,,[],[],[578],2,2,2026-01-15T09:05:57,2026-01-15T09:05:57
582,state node,,[],[],[582],6,3,2026-01-15T09:05:57,2026-01-15T09:05:57
587,job node,,"[""jobs node""]",[],[587],10,8,2026-01-15T09:05:57,2026-01-15T09:05:57
588,restriction,,[],[],[588],2,2,2026-01-15T09:05:57,2026-01-15T09:05:57
589,integer tcp port number slurmd format int,,"[""Integer TCP port number slurmd format int""]",[],[589],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
594,reason,,[],[],[594],15,9,2026-01-15T09:05:57,2026-01-15T09:05:57
602,string topology,,"[""String Topology""]",[],[602],2,1,2026-01-15T09:05:57,2026-01-15T09:05:57
604,string slurmd version,,"[""String Slurmd version""]",[],[604],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
616,integer slurm numeric error identifier format int,,"[""Integer Slurm numeric error identifier format int""]",[],[616],1,1,2026-01-15T09:05:57,2026-01-15T09:05:57
622,description,,[],[],[622],25,9,2026-01-15T09:05:57,2026-01-15T09:05:57
625,return code,,[],[],[625],2,2,2026-01-15T09:05:57,2026-01-15T09:05:57
632,core,,"[""cores""]",[],[632],34,13,2026-01-15T09:05:57,2026-01-15T09:05:57
636,node feature,,"[""node features""]",[],[636],5,3,2026-01-15T09:05:57,2026-01-15T09:05:57
638,feature,,"[""features""]",[],[638],18,9,2026-01-15T09:05:57,2026-01-15T09:05:57
639,operation,,[],[],[639],9,9,2026-01-15T09:05:57,2026-01-15T09:05:57
640,parenthesi,,"[""Parenthesis""]",[],[640],2,2,2026-01-15T09:05:57,2026-01-15T09:05:57
642,reservation,,[],[],[642],58,7,2026-01-15T09:05:57,2026-01-15T09:05:57
