canonical_id,canonical_term,term_type,synonyms_json,abbreviations_json,member_term_ids_json,freq_total,freq_docs,created_at,updated_at
1965,advantage,,[],[],[1965],8,6,2025-12-16T17:20:45,2025-12-16T17:20:45
1975,task distribution option,,"[""Task Distribution Options""]",[],[1975],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
1976,distribution,,"[""Distributions""]",[],[1976],42,8,2025-12-16T17:20:45,2025-12-16T17:20:45
1977,arbitrary,,[],[],[1977],6,4,2025-12-16T17:20:45,2025-12-16T17:20:45
1978,cyclic,,[],[],[1978],11,3,2025-12-16T17:20:45,2025-12-16T17:20:45
1979,plane,,[],[],[1979],3,1,2025-12-16T17:20:45,2025-12-16T17:20:45
1980,consumable resource,,[],[],[1980],64,9,2025-12-16T17:20:45,2025-12-16T17:20:45
1982,real memory,,[],[],[1982],9,5,2025-12-16T17:20:45,2025-12-16T17:20:45
1984,task affinity,,"[""Task affinity""]",[],[1984],17,6,2025-12-16T17:20:45,2025-12-16T17:20:45
1986,slurm.conf file,,[],[],[1986],37,19,2025-12-16T17:20:45,2025-12-16T17:20:45
1987,taskplugin,,"[""TaskPlugin""]",[],[1987],14,6,2025-12-16T17:20:45,2025-12-16T17:20:45
1989,task launch,,"[""Task Launch""]",[],[1989],10,5,2025-12-16T17:20:45,2025-12-16T17:20:45
1990,configurator.html,,[],[],[1990],3,1,2025-12-16T17:20:45,2025-12-16T17:20:45
1992,bind,,[],[],[1992],12,4,2025-12-16T17:20:45,2025-12-16T17:20:45
1994,srun cpu,,"[""srun --cpu""]",[],[1994],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
1995,man srun,,[],[],[1995],6,2,2025-12-16T17:20:45,2025-12-16T17:20:45
1998,selection,,[],[],[1998],4,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2002,a.out,,[],[],[2002],5,4,2025-12-16T17:20:45,2025-12-16T17:20:45
2004,binding,,"[""Binding""]",[],[2004],11,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2005,extension,,"[""Extensions""]",[],[2005],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2007,cyclic distribution,,[],[],[2007],5,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2010,distribution method,,[],[],[2010],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2019,maximum amount,,[],[],[2019],9,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2023,memory requirement,,[],[],[2023],7,5,2025-12-16T17:20:45,2025-12-16T17:20:45
2024,total amount,,[],[],[2024],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2025,linear,,[],[],[2025],21,13,2025-12-16T17:20:45,2025-12-16T17:20:45
2026,selecttype,,"[""SelectType""]",[],[2026],27,12,2025-12-16T17:20:45,2025-12-16T17:20:45
2027,cons_tre,,"[""cons_tres""]",[],[2027],32,15,2025-12-16T17:20:45,2025-12-16T17:20:45
2029,selecttypeparameter,,"[""SelectTypeParameters""]",[],[2029],17,7,2025-12-16T17:20:45,2025-12-16T17:20:45
2030,cr_cpu_memory,,"[""CR_CPU_Memory""]",[],[2030],12,5,2025-12-16T17:20:45,2025-12-16T17:20:45
2031,cr_core_memory,,"[""CR_Core_Memory""]",[],[2031],13,7,2025-12-16T17:20:45,2025-12-16T17:20:45
2032,resource selection,,"[""Resource Selection""]",[],[2032],11,6,2025-12-16T17:20:45,2025-12-16T17:20:45
2037,app,,[],[],[2037],5,5,2025-12-16T17:20:45,2025-12-16T17:20:45
2038,rank,,[],[],[2038],6,5,2025-12-16T17:20:45,2025-12-16T17:20:45
2044,hydra,,[],[],[2044],13,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2045,resource requirement,,"[""resource requirements""]",[],[2045],4,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2047,processor,,"[""specific processors""]",[],"[2047, 2160]",31,12,2025-12-16T17:20:45,2025-12-16T17:20:45
2050,property,,"[""properties""]",[],[2050],4,4,2025-12-16T17:20:45,2025-12-16T17:20:45
2052,mapping,,"[""mappings""]",[],[2052],4,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2056,hyperthreading,,[],[],[2056],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2061,slurm multi core support,,"[""Slurm multi-core support""]",[],[2061],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2069,mask,,"[""MASK""]","[""MASK""]",[2069],8,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2074,level flag,,"[""level flags""]",[],[2074],5,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2076,length,,[],[],[2076],6,5,2025-12-16T17:20:45,2025-12-16T17:20:45
2077,complexity,,[],[],[2077],4,4,2025-12-16T17:20:45,2025-12-16T17:20:45
2078,bind flag,,[],[],[2078],3,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2079,cpu id,,"[""CPU IDs""]",[],[2079],4,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2080,approach,,[],[],[2080],7,7,2025-12-16T17:20:45,2025-12-16T17:20:45
2085,default distribution method,,[],[],[2085],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2092,problem,,[],[],[2092],22,11,2025-12-16T17:20:45,2025-12-16T17:20:45
2093,bind option,,[],[],[2093],4,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2099,task ids,,"[""task IDs""]",[],[2099],5,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2109,sinfo,,[],[],[2109],20,11,2025-12-16T17:20:45,2025-12-16T17:20:45
2110,squeue,,[],[],[2110],31,16,2025-12-16T17:20:45,2025-12-16T17:20:45
2111,slurm utility,,"[""Slurm utilities""]",[],[2111],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2118,nodelist node partition,,"[""NODELIST NODES PARTITION""]",[],[2118],4,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2119,state cpu s,,"[""STATE CPUS S""]",[],[2119],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2121,output format,,"[""output formats""]",[],[2121],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2122,identifier,,"[""identifiers""]",[],[2122],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2134,copy,,"[""copies""]",[],[2134],6,5,2025-12-16T17:20:45,2025-12-16T17:20:45
2142,scontrol show job,,[],[],[2142],10,9,2025-12-16T17:20:45,2025-12-16T17:20:45
2143,sleep,,[],[],[2143],6,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2145,allocnode,,"[""AllocNode""]",[],[2145],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2146,jobstate,,"[""JobState""]",[],[2146],5,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2147,nodelist,,"[""NodeList""]",[],[2147],4,4,2025-12-16T17:20:45,2025-12-16T17:20:45
2150,configuration setting,,"[""Configuration settings""]",[],[2150],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2151,slurm.conf setting,,"[""slurm.conf settings""]",[],[2151],2,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2153,affinity plugin,,[],[],[2153],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2155,taskprolog,,"[""TaskProlog""]",[],[2155],49,6,2025-12-16T17:20:45,2025-12-16T17:20:45
2156,taskepilog,,"[""TaskEpilog""]",[],[2156],42,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2158,task launch plugin,,[],[],[2158],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2159,resource management,,[],[],[2159],7,5,2025-12-16T17:20:45,2025-12-16T17:20:45
2162,cpu affinity support,,"[""CPU affinity support""]",[],[2162],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2163,cgroup,,[],[],[2163],58,14,2025-12-16T17:20:45,2025-12-16T17:20:45
2164,linux cgroup,,"[""Linux cgroup""]",[],[2164],8,6,2025-12-16T17:20:45,2025-12-16T17:20:45
2165,task launch action,,"[""task launch actions""]",[],[2165],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2170,nodename,,"[""NodeName""]",[],[2170],47,17,2025-12-16T17:20:45,2025-12-16T17:20:45
2171,complete description,,[],[],[2171],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2173,generic resource,,"[""Generic Resources""]",[],[2173],16,8,2025-12-16T17:20:45,2025-12-16T17:20:45
2175,optional plugin,,[],[],[2175],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2176,device,,[],[],[2176],12,5,2025-12-16T17:20:45,2025-12-16T17:20:45
2178,implementation,,[],[],[2178],11,11,2025-12-16T17:20:45,2025-12-16T17:20:45
2182,data structure,,"[""Data Structures""]",[],[2182],11,7,2025-12-16T17:20:45,2025-12-16T17:20:45
2183,slurm node,,"[""Slurm nodes"", ""multiple Slurm nodes""]",[],"[2183, 5038]",4,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2186,gres_list,,[],[],[2186],3,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2187,element,,[],[],[2187],14,5,2025-12-16T17:20:45,2025-12-16T17:20:45
2189,gre type,,"[""specific GRES type""]",[],[2189],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2190,structure,,[],[],[2190],6,4,2025-12-16T17:20:45,2025-12-16T17:20:45
2192,pointer,,[],[],[2192],6,5,2025-12-16T17:20:45,2025-12-16T17:20:45
2196,counter,,"[""counters""]",[],[2196],5,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2197,bitmap,,"[""bitmaps""]",[],[2197],4,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2199,job information,,"[""Job Information""]",[],[2199],6,6,2025-12-16T17:20:45,2025-12-16T17:20:45
2207,gre information,,"[""GRES information""]",[],[2207],4,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2209,slurmctld daemon maintain gre information,,"[""slurmctld daemon maintains GRES information""]",[],[2209],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2213,design,,[],[],[2213],4,4,2025-12-16T17:20:45,2025-12-16T17:20:45
2222,credential,,[],[],[2222],14,6,2025-12-16T17:20:45,2025-12-16T17:20:45
2223,plan,,[],[],[2223],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2224,linux,,"[""Linux""]",[],[2224],26,14,2025-12-16T17:20:45,2025-12-16T17:20:45
2226,today,,[],[],[2226],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2227,pair,,[],[],[2227],8,7,2025-12-16T17:20:45,2025-12-16T17:20:45
2238,slurmd process,,[],[],[2238],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2239,user command,,"[""user commands""]",[],[2239],18,5,2025-12-16T17:20:45,2025-12-16T17:20:45
2240,login node,,"[""login nodes""]",[],[2240],17,8,2025-12-16T17:20:45,2025-12-16T17:20:45
2244,compute,,[],[],[2244],6,6,2025-12-16T17:20:45,2025-12-16T17:20:45
2247,startup,,[],[],[2247],11,8,2025-12-16T17:20:45,2025-12-16T17:20:45
2248,config file,,"[""config files""]",[],[2248],3,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2250,dns srv record,,"[""DNS SRV records""]",[],[2250],4,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2251,client command,,"[""client commands""]",[],[2251],9,5,2025-12-16T17:20:45,2025-12-16T17:20:45
2253,lot,,[],[],[2253],4,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2255,sackd,,[],[],[2255],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2262,precedence,,[],[],[2262],7,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2263,slurmd conf,,"[""slurmd --conf""]",[],[2263],3,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2264,server slurmctl,,[],[],[2264],2,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2266,priority order,,[],[],[2266],5,4,2025-12-16T17:20:45,2025-12-16T17:20:45
2268,slurmctl,,[],[],[2268],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2269,backup,,[],[],[2269],7,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2270,slurmctld._tcp,,[],[],[2270],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2271,primary,,[],[],[2271],5,4,2025-12-16T17:20:45,2025-12-16T17:20:45
2275,high priority,,"[""higher priority""]",[],[2275],13,7,2025-12-16T17:20:45,2025-12-16T17:20:45
2276,backup slurmctld,,"[""backup slurmctlds""]",[],[2276],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2277,initial testing,,"[""Initial Testing""]",[],[2277],4,4,2025-12-16T17:20:45,2025-12-16T17:20:45
2279,slurmdspooldir,,"[""SlurmdSpoolDir""]",[],[2279],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2283,slurmctld node,,[],[],[2283],4,4,2025-12-16T17:20:45,2025-12-16T17:20:45
2284,scontrol reconfig,,[],[],[2284],9,5,2025-12-16T17:20:45,2025-12-16T17:20:45
2287,slurmd.service file,,[],[],[2287],4,4,2025-12-16T17:20:45,2025-12-16T17:20:45
2292,prolog,,"[""Prolog""]",[],[2292],42,9,2025-12-16T17:20:45,2025-12-16T17:20:45
2293,epilog script,,"[""Epilog scripts""]",[],[2293],4,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2294,filename,,"[""filenames""]",[],[2294],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2297,local slurm config file,,[],[],[2297],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2298,default slurm config file,,[],[],[2298],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2299,slurm config file,,[],[],[2299],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2300,slurm_conf_server environment variable,,"[""SLURM_CONF_SERVER environment variable""]",[],[2300],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2304,slurmd restart,,[],[],[2304],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2305,acct_gather.conf,file,[],[],[2305],4,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2306,cgroup.conf,file,[],[],[2306],5,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2307,gres.conf,file,[],[],[2307],12,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2308,helpers.conf,file,[],[],[2308],2,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2309,job_container.conf,file,[],[],[2309],4,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2310,mpi.conf,file,[],[],[2310],2,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2311,period,,[],[],[2311],12,9,2025-12-16T17:20:45,2025-12-16T17:20:45
2313,high prioritytier partition,,"[""higher PriorityTier partition""]",[],[2313],5,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2314,preemption,,"[""Preemption""]",[],[2314],26,7,2025-12-16T17:20:45,2025-12-16T17:20:45
2316,gang scheduler,,"[""Gang scheduler""]",[],[2316],14,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2319,utilization,,[],[],[2319],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2323,gang scheduling logic,,[],[],[2323],4,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2324,schedulertimeslice interval,,"[""SchedulerTimeslice interval""]",[],[2324],3,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2325,running job,,[],[],[2325],20,14,2025-12-16T17:20:45,2025-12-16T17:20:45
2327,important configuration parameter,,"[""important configuration parameters""]",[],[2327],4,4,2025-12-16T17:20:45,2025-12-16T17:20:45
2328,slurm gang scheduler,,"[""Slurm gang scheduler""]",[],[2328],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2329,linear plugin,,[],[],[2329],11,6,2025-12-16T17:20:45,2025-12-16T17:20:45
2330,cpu resource,,"[""CPU resources""]",[],[2330],12,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2331,cons_tre plugin,,"[""cons_tres plugin""]",[],[2331],24,7,2025-12-16T17:20:45,2025-12-16T17:20:45
2333,amount,,[],[],[2333],33,17,2025-12-16T17:20:45,2025-12-16T17:20:45
2334,memory page,,[],[],[2334],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2336,job request,,"[""job requests""]",[],[2336],16,8,2025-12-16T17:20:45,2025-12-16T17:20:45
2337,defmempercpu,,"[""DefMemPerCPU""]",[],[2337],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2338,default memory,,[],[],[2338],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2339,maxmempercpu,,"[""MaxMemPerCPU""]",[],[2339],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2340,maximum memory,,[],[],[2340],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2341,cpu option,,[],[],[2341],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2342,job submission time,,[],[],[2342],4,4,2025-12-16T17:20:45,2025-12-16T17:20:45
2344,jobacctgatherfrequency,,"[""JobAcctGatherFrequency""]",[],[2344],9,5,2025-12-16T17:20:45,2025-12-16T17:20:45
2345,memory limit,,"[""memory limits""]",[],[2345],9,5,2025-12-16T17:20:45,2025-12-16T17:20:45
2346,jobacctgatherfrequency parameter,,"[""JobAcctGatherFrequency parameters""]",[],[2346],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2347,gang option,,"[""GANG option""]",[],[2347],5,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2348,slurm.conf manpage,,[],[],[2348],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2349,job preemption,,[],[],[2349],13,4,2025-12-16T17:20:45,2025-12-16T17:20:45
2350,gang,,"[""GANG""]","[""GANG""]",[2350],16,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2351,cluster level,,[],[],[2351],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2352,slicing,,[],[],[2352],6,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2353,oversubscribe,,"[""OverSubscribe""]",[],[2353],32,6,2025-12-16T17:20:45,2025-12-16T17:20:45
2354,partition_prio,,[],[],[2354],7,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2355,prioritytier partition,,"[""PriorityTier partitions""]",[],[2355],4,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2356,schedulertimeslice,,"[""SchedulerTimeSlice""]",[],[2356],3,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2360,force,,"[""FORCE""]","[""FORCE""]",[2360],12,6,2025-12-16T17:20:45,2025-12-16T17:20:45
2362,additional parameter,,[],[],[2362],6,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2363,compute resource,,[],[],[2363],10,9,2025-12-16T17:20:45,2025-12-16T17:20:45
2364,max_share,,[],[],[2364],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2366,force:,,"[""FORCE:""]",[],[2366],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2368,configuration change,,"[""configuration changes""]",[],[2368],6,6,2025-12-16T17:20:45,2025-12-16T17:20:45
2373,track,,[],[],[2373],8,6,2025-12-16T17:20:45,2025-12-16T17:20:45
2374,active bitmap,,[],[],[2374],8,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2375,slurm cluster,,"[""Slurm cluster""]",[],[2375],5,5,2025-12-16T17:20:45,2025-12-16T17:20:45
2380,job queue,,[],[],[2380],4,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2384,scontrol suspend,,[],[],[2384],4,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2386,good,,[],[],[2386],4,4,2025-12-16T17:20:45,2025-12-16T17:20:45
2387,timeslicer,,[],[],[2387],3,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2390,simple,,"[""Simple""]",[],[2390],7,6,2025-12-16T17:20:45,2025-12-16T17:20:45
2391,small cluster,,[],[],[2391],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2394,excerpt,,[],[],[2394],7,5,2025-12-16T17:20:45,2025-12-16T17:20:45
2403,user job,,"[""user jobs""]",[],[2403],5,5,2025-12-16T17:20:45,2025-12-16T17:20:45
2409,scope,,[],[],[2409],4,4,2025-12-16T17:20:45,2025-12-16T17:20:45
2413,cr_cpu,config,"[""CR_CPU""]","[""CR_CPU""]",[2413],8,5,2025-12-16T17:20:45,2025-12-16T17:20:45
2414,cr_core,,"[""CR_Core""]",[],[2414],6,4,2025-12-16T17:20:45,2025-12-16T17:20:45
2416,selector,,[],[],[2416],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2421,manner,,[],[],[2421],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2426,linux kernel,,"[""Linux kernel""]",[],[2426],7,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2428,scancel command,,[],[],[2428],4,4,2025-12-16T17:20:45,2025-12-16T17:20:45
2432,slurm mailing list,,"[""Slurm mailing lists""]",[],[2432],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2433,slurm announce@schedmd.com,,"[""slurm-announce@schedmd.com""]",[],[2433],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2434,slurm release,,"[""Slurm releases"", ""multiple Slurm releases""]",[],"[2434, 6781]",3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2435,slurm users@schedmd.com,,"[""slurm-users@schedmd.com""]",[],[2435],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2437,slurm community,,"[""Slurm community""]",[],[2437],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2438,slurm system administrator,,"[""Slurm system administrators""]",[],[2438],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2440,support,,[],[],[2440],23,14,2025-12-16T17:20:45,2025-12-16T17:20:45
2441,person,,[],[],[2441],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2446,archive,,[],[],[2446],4,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2447,http: groups.google.com group slurm user,,"[""http://groups.google.com/group/slurm-users""]",[],[2447],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2448,mpi,,"[""MPI""]","[""MPI""]",[2448],18,10,2025-12-16T17:20:45,2025-12-16T17:20:45
2449,mpi implementation,,"[""MPI implementations""]",[],[2449],14,8,2025-12-16T17:20:45,2025-12-16T17:20:45
2450,pmi,,"[""PMI"", ""PMI-""]","[""PMI""]","[2450, 2463]",34,5,2025-12-16T17:20:45,2025-12-16T17:20:45
2452,launch task,,"[""launches tasks""]",[],[2452],6,4,2025-12-16T17:20:45,2025-12-16T17:20:45
2453,infrastructure,,[],[],[2453],9,8,2025-12-16T17:20:45,2025-12-16T17:20:45
2454,ssh,,"[""SSH""]","[""SSH""]",[2454],9,4,2025-12-16T17:20:45,2025-12-16T17:20:45
2457,control,,[],[],[2457],16,11,2025-12-16T17:20:45,2025-12-16T17:20:45
2459,epilog,,[],[],[2459],36,10,2025-12-16T17:20:45,2025-12-16T17:20:45
2460,pam_slurm_adopt,,[],[],[2460],22,5,2025-12-16T17:20:45,2025-12-16T17:20:45
2461,user application,,[],[],[2461],7,5,2025-12-16T17:20:45,2025-12-16T17:20:45
2462,slurm parameter control,,"[""Slurm parameters control""]",[],[2462],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2467,mpi job,,"[""MPI job""]",[],[2467],7,5,2025-12-16T17:20:45,2025-12-16T17:20:45
2471,equivalent environment variable slurm_mpi_type,,"[""equivalent environment variable SLURM_MPI_TYPE""]",[],[2471],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2475,slurm plugin,,"[""Slurm plugin""]",[],[2475],16,11,2025-12-16T17:20:45,2025-12-16T17:20:45
2478,suitable slurm mpi plugin,,"[""suitable Slurm MPI plugin""]",[],[2478],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2480,package,,"[""packages""]",[],[2480],14,4,2025-12-16T17:20:45,2025-12-16T17:20:45
2483,hwloc,,[],[],[2483],4,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2484,bug,,[],[],[2484],4,4,2025-12-16T17:20:45,2025-12-16T17:20:45
2489,link,,"[""Links""]",[],[2489],7,6,2025-12-16T17:20:45,2025-12-16T17:20:45
2490,variety,,"[""varieties""]",[],[2490],7,5,2025-12-16T17:20:45,2025-12-16T17:20:45
2491,open mpi,,"[""Open MPI""]",[],[2491],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2492,intel,,"[""Intel""]",[],[2492],8,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2493,mpich,,"[""MPICH""]","[""MPICH""]",[2493],13,5,2025-12-16T17:20:45,2025-12-16T17:20:45
2494,mvapich,,"[""MVAPICH""]","[""MVAPICH""]",[2494],13,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2513,intel mpi,,"[""Intel MPI""]",[],[2513],5,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2515,building slurm,,"[""Building Slurm""]",[],[2515],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2517,configure time,,[],[],[2517],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2520,slurm configure script,,"[""Slurm configure script""]",[],[2520],2,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2523,user@testbox:~ slurm 22.,,"[""user@testbox:~/slurm/22.""]",[],[2523],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2524,user@testbox:~ slurm_rpm rpmbuild,,"[""user@testbox:~/slurm_rpm rpmbuild""]",[],[2524],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2525,slurm 22.,,"[""slurm/22.""]",[],[2525],5,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2526,inst,,[],[],[2526],7,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2532,libpmi2.so.0.0.,,[],[],[2532],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2537,library,,"[""libraries""]",[],[2537],23,10,2025-12-16T17:20:45,2025-12-16T17:20:45
2540,conflict,,[],[],[2540],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2543,e.g,,"[""E.g""]",[],[2543],4,4,2025-12-16T17:20:45,2025-12-16T17:20:45
2544,munge,,[],[],[2544],31,9,2025-12-16T17:20:45,2025-12-16T17:20:45
2548,test environment,,[],[],[2548],5,4,2025-12-16T17:20:45,2025-12-16T17:20:45
2551,slurm pmix plugin,,"[""Slurm PMIx plugin""]",[],[2551],2,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2555,slurmd tmpf,,"[""slurmd-tmpfs""]",[],[2555],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2556,testing slurm,,"[""Testing Slurm""]",[],[2556],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2561,test,,[],[],[2561],12,8,2025-12-16T17:20:45,2025-12-16T17:20:45
2563,openmpi,,"[""OpenMPI""]",[],[2563],6,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2572,mpidefault,,"[""MpiDefault""]",[],[2572],5,4,2025-12-16T17:20:45,2025-12-16T17:20:45
2583,slurm allocation,,"[""Slurm allocation""]",[],[2583],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2585,locked memory,,[],[],[2585],4,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2590,infinity,,[],[],[2590],4,3,2025-12-16T17:20:45,2025-12-16T17:20:45
2593,slurm job manager,,"[""Slurm job manager""]",[],[2593],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2594,mpirun command,,[],[],[2594],3,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2596,hydra process manager,,"[""Hydra Process Manager""]",[],[2596],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2600,user app,,[],[],[2600],3,1,2025-12-16T17:20:45,2025-12-16T17:20:45
2601,exclusive allocation,,[],[],[2601],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
2602,pmi 2 library,,"[""PMI-2 library""]",[],[2602],6,1,2025-12-16T17:20:45,2025-12-16T17:20:45
