term_id,term_text,term_lemma,length_tokens,tf,df,idf,tf_idf,updated_at
92,same time,same time,2,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T22:57:43Z
93,unexpected results,unexpected result,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
94,internal cache,internal cache,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
95,service,service,1,7.0,2,1.5108256237659907,10.575779366361935,2025-11-30T22:57:43Z
96,cached data,cached datum,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
97,local storage,local storage,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
98,shutdown,shutdown,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
99,startup,startup,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
100,slurmctld starts,slurmctld start,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
101,cache,cache,1,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T22:57:43Z
102,valid bank accounts,valid bank account,3,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
103,user limits,user limit,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
104,state,state,1,3.0,3,1.2231435513142097,3.669430653942629,2025-11-30T22:57:43Z
105,last communicating,last communicating,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
106,critical data,critical datum,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
107,step accounting records,step accounting record,3,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
108,number,number,1,37.0,3,1.2231435513142097,45.25631139862576,2025-11-30T22:57:43Z
109,records,record,1,5.0,1,1.916290731874155,9.581453659370776,2025-11-30T22:57:43Z
110,maximum queue size,maximum queue size,3,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
111,messages,message,1,20.0,2,1.5108256237659907,30.216512475319814,2025-11-30T22:57:43Z
112,Infrastructure,infrastructure,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
113,multiple clusters,multiple cluster,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
114,single location,single location,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
115,constraints,constraint,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
116,user naming,user naming,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
117,Accounting,accounting,1,4.0,1,1.916290731874155,7.66516292749662,2025-11-30T22:57:43Z
118,user ID,user id,2,2.0,2,1.5108256237659907,3.0216512475319814,2025-11-30T22:57:43Z
119,same person,same person,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
120,computers,computer,1,5.0,2,1.5108256237659907,7.554128118829953,2025-11-30T22:57:43Z
121,user ID numbers,user id number,3,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
122,SlurmUser,slurmuser,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
123,same name,same name,2,3.0,2,1.5108256237659907,4.532476871297972,2025-11-30T22:57:43Z
124,administrators,administrator,1,7.0,3,1.2231435513142097,8.562004859199469,2025-11-30T22:57:43Z
125,user accounts,user account,2,4.0,2,1.5108256237659907,6.043302495063963,2025-11-30T22:57:43Z
126,limits,limit,1,11.0,3,1.2231435513142097,13.454579064456308,2025-11-30T22:57:43Z
127,consistent names,consistent name,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
128,access,access,1,11.0,3,1.2231435513142097,13.454579064456308,2025-11-30T22:57:43Z
129,default,default,1,31.0,2,1.5108256237659907,46.835594336745714,2025-11-30T22:57:43Z
130,lowercase usernames,lowercase username,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
131,Parameters,parameter,1,11.0,2,1.5108256237659907,16.619081861425897,2025-11-30T22:57:43Z
132,slurmdbd.conf,slurmdbd.conf,1,5.0,1,1.916290731874155,9.581453659370776,2025-11-30T22:57:43Z
133,usernames,username,1,3.0,2,1.5108256237659907,4.532476871297972,2025-11-30T22:57:43Z
134,uppercase characters,uppercase character,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
135,best way,good way,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
136,security,security,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
137,communications,communication,1,6.0,1,1.916290731874155,11.49774439124493,2025-11-30T22:57:43Z
138,MUNGE,munge,1,8.0,1,1.916290731874155,15.33032585499324,2025-11-30T22:57:43Z
139,purpose,purpose,1,2.0,2,1.5108256237659907,3.0216512475319814,2025-11-30T22:57:43Z
140,normal MUNGE configuration,normal munge configuration,3,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
141,machine,machine,1,6.0,3,1.2231435513142097,7.338861307885258,2025-11-30T22:57:43Z
142,choice,choice,1,2.0,2,1.5108256237659907,3.0216512475319814,2025-11-30T22:57:43Z
143,single MUNGE key,single munge key,3,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
144,unique key,unique key,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
145,second key,second key,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
146,MUNGE enhancements,munge enhancement,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
147,keys,key,1,2.0,2,1.5108256237659907,3.0216512475319814,2025-11-30T22:57:43Z
148,single configuration file,single configuration file,3,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
149,different daemons,different daemon,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
150,different configurations,different configuration,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
151,different keys,different key,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
152,key files,key file,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
153,file option,file option,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
154,proper key,proper key,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
155,option,option,1,27.0,3,1.2231435513142097,33.02487588548366,2025-11-30T22:57:43Z
156,distinct local domain sockets,distinct local domain socket,4,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
157,local domain socket,local domain socket,3,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
158,SlurmDBD configuration files,slurmdbd configuration file,3,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
159,slurm.conf,slurm.conf,1,5.0,2,1.5108256237659907,7.554128118829953,2025-11-30T22:57:43Z
160,more details,more detail,2,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T22:57:43Z
161,authentication module,authentication module,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
162,UIDs,uid,1,3.0,2,1.5108256237659907,4.532476871297972,2025-11-30T22:57:43Z
163,admins,admin,1,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T22:57:43Z
164,same i d,same i d,3,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
165,case,case,1,18.0,3,1.2231435513142097,22.016583923655773,2025-11-30T22:57:43Z
166,combination,combination,1,5.0,3,1.2231435513142097,6.1157177565710485,2025-11-30T22:57:43Z
167,passwd file,passwd file,2,3.0,1,1.916290731874155,5.748872195622465,2025-11-30T22:57:43Z
168,database server,database server,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
169,DBD,dbd,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
170,action,action,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
171,operator,operator,1,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T22:57:43Z
172,accounting tools,accounting tool,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
173,same UID,same uid,2,3.0,1,1.916290731874155,5.748872195622465,2025-11-30T22:57:43Z
174,LDAP server,ldap server,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
175,Storage Backup Host,storage backup host,3,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
176,backup instance,backup instance,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
177,AccountingStorageBackupHost,accountingstoragebackuphost,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
178,backup host,backup host,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
179,different machine,different machine,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
180,primary instance,primary instance,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
181,instances,instance,1,5.0,2,1.5108256237659907,7.554128118829953,2025-11-30T22:57:43Z
182,same database,same database,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
183,same users,same user,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
184,GIDs,gid,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
185,network page,network page,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
186,visual representation,visual representation,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
187,Slurm JobComp Configuration,slurm jobcomp configuration,3,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
188,job completion,job completion,2,2.0,2,1.5108256237659907,3.0216512475319814,2025-11-30T22:57:43Z
189,script,script,1,5.0,2,1.5108256237659907,7.554128118829953,2025-11-30T22:57:43Z
190,flat file,flat file,2,3.0,1,1.916290731874155,5.748872195622465,2025-11-30T22:57:43Z
191,accounting storage plugin,accounting storage plugin,3,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
192,job completion plugin,job completion plugin,3,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T22:57:43Z
193,important parameters,important parameter,2,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T22:57:43Z
194,JobCompHost,jobcomphost,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
195,address,address,1,3.0,2,1.5108256237659907,4.532476871297972,2025-11-30T22:57:43Z
196,database server executes,database server execute,3,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
197,JobCompLoc,jobcomploc,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
198,Location,location,1,8.0,2,1.5108256237659907,12.086604990127926,2025-11-30T22:57:43Z
199,job completion data,job completion datum,3,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
200,JobCompPass,jobcomppass,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
201,Password,password,1,9.0,2,1.5108256237659907,13.597430613893916,2025-11-30T22:57:43Z
202,JobCompPort,jobcompport,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
203,network port,network port,2,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T22:57:43Z
204,Type,type,1,12.0,2,1.5108256237659907,18.12990748519189,2025-11-30T22:57:43Z
205,jobcomp plugin,jobcomp plugin,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
206,JobCompUser,jobcompuser,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
207,JobCompParams,jobcompparam,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
208,arbitrary text string,arbitrary text string,3,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
209,Slurm Accounting Configuration,slurm accounting configuration,3,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T22:57:43Z
210,Build,build,1,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T22:57:43Z
211,accounting_storage,accounting_storage,1,4.0,1,1.916290731874155,7.66516292749662,2025-11-30T22:57:43Z
212,creation,creation,1,4.0,1,1.916290731874155,7.66516292749662,2025-11-30T22:57:43Z
213,user entities,user entity,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
214,associations,association,1,16.0,1,1.916290731874155,30.66065170998648,2025-11-30T22:57:43Z
215,account,account,1,20.0,2,1.5108256237659907,30.216512475319814,2025-11-30T22:57:43Z
216,partition,partition,1,7.0,2,1.5108256237659907,10.575779366361935,2025-11-30T22:57:43Z
217,preferred database,preferred database,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
218,Upgrade Guide,upgrade guide,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
219,place upgrades,place upgrade,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
220,DB server packages,db server package,3,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
221,database support,database support,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
222,development package,development package,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
223,system,system,1,8.0,2,1.5108256237659907,12.086604990127926,2025-11-30T22:57:43Z
224,InnoDB storage engine,innodb storage engine,3,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
225,MySQL installation,mysql installation,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
226,rollback,rollback,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
227,slurm configure script,slurm configure script,3,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
228,libraries,library,1,2.0,2,1.5108256237659907,3.0216512475319814,2025-11-30T22:57:43Z
229,headers,header,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
230,mysql_config script,mysql_config script,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
231,mysql_config option,mysql_config option,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
232,slurm build,slurm build,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
233,successful configure,successful configure,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
234,output,output,1,9.0,2,1.5108256237659907,13.597430613893916,2025-11-30T22:57:43Z
235,mysql_config,mysql_config,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
236,usr,usr,1,9.0,2,1.5108256237659907,13.597430613893916,2025-11-30T22:57:43Z
237,bin,bin,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
238,MySQL test program,mysql test program,3,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
239,first time,first time,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
240,several MySQL,several mysql,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
241,MariaDB server settings,mariadb server setting,3,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
242,innodb_buffer_pool_size,innodb_buffer_pool_size,1,5.0,1,1.916290731874155,9.581453659370776,2025-11-30T22:57:43Z
243,percent,percent,1,3.0,1,1.916290731874155,5.748872195622465,2025-11-30T22:57:43Z
244,available memory,available memory,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
245,SQL server,sql server,2,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T22:57:43Z
246,GiB,gib,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
247,problems,problem,1,17.0,2,1.5108256237659907,25.684035604021844,2025-11-30T22:57:43Z
248,large Slurm databases,large slurm database,3,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
249,old records,old record,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
250,innodb_log_files_in_group,innodb_log_files_in_group,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
251,unnecessary small writes,unnecessary small write,3,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
252,mind,mind,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
253,recovery times,recovery time,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
254,innodb_redo_log_capacity,innodb_redo_log_capacity,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
255,MySQL 8.0.,mysql 8.0.,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
256,innodb_lock_wait_timeout,innodb_lock_wait_timeout,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
257,queries,query,1,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T22:57:43Z
258,older SQL server versions,old sql server version,4,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
259,job_script,job_script,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
260,max_script_size,max_script_size,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
261,following example,following example,2,5.0,2,1.5108256237659907,7.554128118829953,2025-11-30T22:57:43Z
262,SHOW VARIABLES,show variable,2,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T22:57:43Z
263,row,row,1,9.0,1,1.916290731874155,17.246616586867397,2025-11-30T22:57:43Z
264,set,set,1,8.0,3,1.2231435513142097,9.785148410513678,2025-11-30T22:57:43Z
265,sec,sec,1,6.0,1,1.916290731874155,11.49774439124493,2025-11-30T22:57:43Z
266,cat my.cnf,cat my.cnf,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
267,mysqld,mysqld,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
268,MySQL versions,mysql version,2,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
269,default row format,default row format,3,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T22:57:43Z
270,COMPACT,compact,1,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T22:57:43Z
271,issues,issue,1,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T22:57:43Z
272,upgrade,upgrade,1,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T22:57:43Z
