id,doc_id,sentence_id,sentence_text,subj_text,subj_canonical_id,subj_canonical_term,rel_text,obj_text,obj_canonical_id,obj_canonical_term,method,created_at
38,doc_4387,doc_4387_sent_00216,"For example, to add a cluster named ""snowflake"" to the database execute this line (NOTE: as of 20.02, slurmctld will add the cluster to the database upon start if it doesn't exist. Associations still need to be created after addition):
sacctmgr add cluster snowflake
Add accounts ""none"" and ""test"" to cluster ""snowflake"" with an execute line of this sort:
sacctmgr add account none,test Cluster=snowflake \
 Description=""none"" Organization=""none""
If you have more clusters you want to add these accounts, to you can either not specify a cluster, which will add the accounts to all clusters in the system, or comma separate the cluster names you want to add to in the cluster option. Note that multiple accounts can be added at the same time by comma separating the names.",slurmctld,201,slurmctld,add,the cluster,272,cluster,openie_spacy,2025-12-17T22:13:48Z
39,doc_4387,doc_4387_sent_00216,"For example, to add a cluster named ""snowflake"" to the database execute this line (NOTE: as of 20.02, slurmctld will add the cluster to the database upon start if it doesn't exist. Associations still need to be created after addition):
sacctmgr add cluster snowflake
Add accounts ""none"" and ""test"" to cluster ""snowflake"" with an execute line of this sort:
sacctmgr add account none,test Cluster=snowflake \
 Description=""none"" Organization=""none""
If you have more clusters you want to add these accounts, to you can either not specify a cluster, which will add the accounts to all clusters in the system, or comma separate the cluster names you want to add to in the cluster option. Note that multiple accounts can be added at the same time by comma separating the names.",slurmctld,201,slurmctld,add to,the database,349,database,openie_spacy,2025-12-17T22:13:48Z
40,doc_4387,doc_4387_sent_00221,The hierarchy may have an arbitrary depth.,The hierarchy,678,hierarchy,have,an arbitrary depth,5,depth,openie_spacy,2025-12-17T22:13:48Z
41,doc_4387,doc_4387_sent_00224,"For example, to permit user da to execute jobs on all clusters with a default account of test execute:
sacctmgr add user brian Account=physics
sacctmgr add user da DefaultAccount=test
If AccountingStorageEnforce=associations is configured in the slurm.conf of the cluster snowflake then user da would be allowed to run in account test and any other accounts added in the future. Any attempt to use other accounts will result in the job being aborted. Account test will be the default if he doesn't specify one in the job submission command.",Any attempt,1266,attempt,result in,the job,50,job,openie_spacy,2025-12-17T22:13:48Z
42,doc_4387,doc_4387_sent_00232,"User Options
When either adding or modifying a user, the following sacctmgr options are available:
Account= Account(s) to add user to
AdminLevel= This field is used to allow a user to add accounting privileges to this user.",a user,166,user,add,accounting privileges,1647,privilege,openie_spacy,2025-12-17T22:13:48Z
43,doc_4387,doc_4387_sent_00238,"Name= User name
NewName= Use to rename a user in the accounting database
Partition= Name of Slurm partition this association applies to
Limit Enforcement
Various limits and limit enforcement are described in the Resource Limits web page.",limit enforcement,3045,enforcement,describe in,the Resource Limits web page,1808,page,openie_spacy,2025-12-17T22:13:48Z
44,doc_4387,doc_4387_sent_00241,Other options for AccountingStorageEnforce and the explanation for each are found on the Resource Limits document.,Other options,215,option,find on,the Resource Limits document,73,document,openie_spacy,2025-12-17T22:13:48Z
45,doc_4387,doc_4387_sent_00241,Other options for AccountingStorageEnforce and the explanation for each are found on the Resource Limits document.,the explanation,4288,explanation,find on,the Resource Limits document,73,document,openie_spacy,2025-12-17T22:13:48Z
46,doc_4387,doc_4387_sent_00243,"A typical execute line has the following form:
sacctmgr modify <entity> set <options> where <options>
For example:
sacctmgr modify user set default=none where default=test
will change all users with a default account of ""test"" to account ""none"".",A typical execute line,1875,line,have,the following form,2947,form,openie_spacy,2025-12-17T22:13:48Z
47,doc_4387,doc_4387_sent_00244,"Once an entity has been added, modified or removed, the change is sent to the appropriate Slurm daemons and will be available for use instantly.",the change,101,change,send to,the appropriate Slurm daemons,1268,daemon,openie_spacy,2025-12-17T22:13:48Z
48,doc_4387,doc_4387_sent_00250,"If an entity has existed for less than 1 day, the entity will be removed completely.",an entity,339,entity,exist for,less than 1 day,2830,day,openie_spacy,2025-12-17T22:13:48Z
49,doc_4387,doc_4387_sent_00256,"A user can submit a step with many parallel tasks, e.g. by calling srun -n.",A user,166,user,submit,a step,432,step,openie_spacy,2025-12-17T22:13:48Z
50,doc_4387,doc_4387_sent_00257,"The JobAcctGather plugin gathers metrics for some Trackable Resources (TRES), like cpu, memory, energy, etc., at a given interval in the JobAcctGatherFrequency defined in slurm.conf, or by using the --acct-freq option in the command line.",The JobAcctGather plugin,179,plugin,gather,metrics,4310,metric,openie_spacy,2025-12-17T22:13:48Z
51,doc_4387,doc_4387_sent_00266,"After the job is done, the data will be stored in the database, and can be queried with other tools, like sacct.",the data,353,data,store in,the database,349,database,openie_spacy,2025-12-17T22:13:48Z
52,doc_4387,doc_4387_sent_00267,In that case the TresUsage* fields could have different meanings.,the TresUsage* fields,1645,field,have in,that case,62,case,openie_spacy,2025-12-17T22:13:48Z
53,doc_4387,doc_4387_sent_00270,"Note that for single task processes, TresUsageInTot could be used as the maximum memory that the step consumed at any time, which will be equal to MaxRSS and effectively represent the step memory peak.",TresUsageInTot,4319,tresusageintot,use as,the maximum memory,2340,maximum memory,openie_spacy,2025-12-17T22:13:48Z
54,doc_915b,doc_915b_sent_00006,All hosts in the cluster must have a shared cryptographic key.,All hosts,126,host,have,a shared cryptographic key,1323,key,openie_spacy,2025-12-17T22:13:48Z
55,doc_915b,doc_915b_sent_00010,"chown munge:munge /etc/munge/munge.key
chmod 400 /etc/munge/munge.key
Distribute the key file to the machines on the cluster.",chown munge,2544,munge,distribute,the key file,4021,key file,openie_spacy,2025-12-17T22:13:48Z
56,doc_915b,doc_915b_sent_00014,The daemons need to be stopped before updating the slurm.conf so that client commands do not use a mechanism other than what the running daemons are expecting.,client commands,2251,client command,use,a mechanism,1185,mechanism,openie_spacy,2025-12-17T22:13:48Z
57,doc_915b,doc_915b_sent_00016,"AuthType = auth/munge
Start the Slurm daemons back up with the appropriate method for your cluster.",AuthType,1595,authtype,start,the Slurm daemons,2958,slurm daemon,openie_spacy,2025-12-17T22:13:48Z
58,doc_915b,doc_915b_sent_00017,"Slurm
Beginning with version 23.11, Slurm has its own plugin that can create and validate credentials.",Slurm,82,slurm,have,its own plugin,179,plugin,openie_spacy,2025-12-17T22:13:48Z
59,doc_915b,doc_915b_sent_00018,It validates that the requests come from legitimate UIDs and GIDs on other hosts with matching users and groups. All hosts in the cluster must have a shared cryptographic key.,All hosts,126,host,have,a shared cryptographic key,1323,key,openie_spacy,2025-12-17T22:13:48Z
60,doc_915b,doc_915b_sent_00021,"This example assumes the SlurmUser is 'slurm':
chown slurm:slurm /etc/slurm/slurm.key
chmod 600 /etc/slurm/slurm.key
Distribute the key file to the machines on the cluster.",chown slurm,82,slurm,distribute,the key file,4021,key file,openie_spacy,2025-12-17T22:13:48Z
61,doc_915b,doc_915b_sent_00021,"This example assumes the SlurmUser is 'slurm':
chown slurm:slurm /etc/slurm/slurm.key
chmod 600 /etc/slurm/slurm.key
Distribute the key file to the machines on the cluster.","slurm /etc/slurm/slurm.key
chmod",5273,chmod,distribute,the key file,4021,key file,openie_spacy,2025-12-17T22:13:48Z
62,doc_915b,doc_915b_sent_00025,(Systemd takes care of this automatically if you're starting the daemons using the provided service files).,Systemd,1499,systemd,take,care,6534,care,openie_spacy,2025-12-17T22:13:48Z
63,doc_915b,doc_915b_sent_00047,"If the cluster does not have access to consistent user ids from LDAP or the operating system, you can use the use_client_ids option to allow it to use the Slurm authentication mechanism.",the cluster,272,cluster,have,access,1241,access,openie_spacy,2025-12-17T22:13:48Z
64,doc_915b,doc_915b_sent_00050,"For login nodes not running one of these Slurm daemons, the sackd daemon should be run to allow the Slurm client commands to authenticate to the rest of the cluster.",nodes,409,node,run,one of these Slurm daemons,1268,daemon,openie_spacy,2025-12-17T22:13:48Z
65,doc_915b,doc_915b_sent_00051,This daemon can also manage cached configuration files for configless environments.,This daemon,1268,daemon,manage,cached configuration files,105,file,openie_spacy,2025-12-17T22:13:48Z
66,doc_582b,doc_582b_sent_00001,"This document contains Slurm administrator information specifically for clusters containing 1,024 nodes or more. Some examples of large systems currently managed by Slurm are:
Frontier at Oak Ridge National Laboratory (ORNL) with 8,699,904 cores.",This document,73,document,contain,Slurm administrator information,74,slurm administrator information,openie_spacy,2025-12-17T22:13:48Z
67,doc_582b,doc_582b_sent_00005,Getting optimal performance at that scale does require some tuning and this document should help get you off to a good start. A working knowledge of Slurm should be considered a prerequisite for this material.,A working knowledge,81,knowledge,consider,a prerequisite,83,prerequisite,openie_spacy,2025-12-17T22:13:48Z
68,doc_582b,doc_582b_sent_00022,The version of systemd shipped with SLES 12 SP2 contains support for the PIDs cgroup controller.,The version,985,version,contain,support,2440,support,openie_spacy,2025-12-17T22:13:48Z
69,doc_582b,doc_582b_sent_00023,"Under the new systemd version, each init script or systemd service is limited to 512 threads/processes by default.",each init script,197,script,limit to,512 threads,160,thread,openie_spacy,2025-12-17T22:13:48Z
70,doc_582b,doc_582b_sent_00028,"User Limits
The ulimit values in effect for the slurmctld daemon should be set quite high for memory size, open file count and stack size.",User Limits,4003,user limit,set,quite high,2828,high,openie_spacy,2025-12-17T22:13:48Z
71,doc_582b,doc_582b_sent_00028,"User Limits
The ulimit values in effect for the slurmctld daemon should be set quite high for memory size, open file count and stack size.",User Limits,4003,user limit,set for,memory size,170,memory size,openie_spacy,2025-12-17T22:13:48Z
72,doc_582b,doc_582b_sent_00031,"Job Accounting Gather Plugin (JobAcctGatherType)
Job accounting relies upon the slurmstepd daemon on each compute node periodically sampling data. This data collection will take compute cycles away from the application inducing what is known as system noise.",Job Accounting Gather Plugin,179,plugin,rely upon,the slurmstepd daemon,5578,slurmstepd daemon,openie_spacy,2025-12-17T22:13:48Z
73,doc_582b,doc_582b_sent_00031,"Job Accounting Gather Plugin (JobAcctGatherType)
Job accounting relies upon the slurmstepd daemon on each compute node periodically sampling data. This data collection will take compute cycles away from the application inducing what is known as system noise.",Job accounting,3090,job accounting,rely upon,the slurmstepd daemon,5578,slurmstepd daemon,openie_spacy,2025-12-17T22:13:48Z
74,doc_582b,doc_582b_sent_00035,"Node Configuration
While Slurm can track the amount of memory and disk space actually found on each compute node and use it for scheduling purposes, this entails extra overhead. Optimize performance by specifying the expected configuration using the available parameters (RealMemory, CPUs, and TmpDisk).",Slurm,82,slurm,track,the amount,2333,amount,openie_spacy,2025-12-17T22:13:48Z
75,doc_582b,doc_582b_sent_00039,MinJobAge specifies the minimum number of seconds that a terminated job will be retained by Slurm's control daemon before purging.,MinJobAge,209,minjobage,specify,the minimum number,5598,minimum number,openie_spacy,2025-12-17T22:13:48Z
76,doc_582b,doc_582b_sent_00041,The configuration parameter SlurmdTimeout determines the interval at which slurmctld routinely communicates with slurmd.,The configuration parameter,250,configuration parameter,determine,the interval,776,interval,openie_spacy,2025-12-17T22:13:48Z
77,doc_582b,doc_582b_sent_00041,The configuration parameter SlurmdTimeout determines the interval at which slurmctld routinely communicates with slurmd.,slurmctld,201,slurmctld,communicate with,slurmd,654,slurmd,openie_spacy,2025-12-17T22:13:48Z
78,doc_582b,doc_582b_sent_00047,"Depending upon the processor speed and architecture, the communication of key-pair information may require extra time.",the communication,150,communication,require,extra time,42,time,openie_spacy,2025-12-17T22:13:48Z
79,doc_582b,doc_582b_sent_00050,"The individual slurmd daemons on compute nodes will initiate messages to the slurmctld daemon only when they start up or when the epilog completes for a job. When a job allocated a large number of nodes completes, it can cause a very large number of messages to be sent by the slurmd daemons on these nodes to the slurmctld daemon all at the same time. In order to spread this message traffic out over time and avoid message loss, The EpilogMsgTime parameter may be used. Note that even if messages are lost, they will be retransmitted, but this will result in a delay for reallocating resources to new jobs.",daemons,1268,daemon,initiate,messages,100,message,openie_spacy,2025-12-17T22:13:48Z
80,doc_582b,doc_582b_sent_00050,"The individual slurmd daemons on compute nodes will initiate messages to the slurmctld daemon only when they start up or when the epilog completes for a job. When a job allocated a large number of nodes completes, it can cause a very large number of messages to be sent by the slurmd daemons on these nodes to the slurmctld daemon all at the same time. In order to spread this message traffic out over time and avoid message loss, The EpilogMsgTime parameter may be used. Note that even if messages are lost, they will be retransmitted, but this will result in a delay for reallocating resources to new jobs.",a job,50,job,allocate,a large number,96,large number,openie_spacy,2025-12-17T22:13:48Z
81,doc_582b,doc_582b_sent_00050,"The individual slurmd daemons on compute nodes will initiate messages to the slurmctld daemon only when they start up or when the epilog completes for a job. When a job allocated a large number of nodes completes, it can cause a very large number of messages to be sent by the slurmd daemons on these nodes to the slurmctld daemon all at the same time. In order to spread this message traffic out over time and avoid message loss, The EpilogMsgTime parameter may be used. Note that even if messages are lost, they will be retransmitted, but this will result in a delay for reallocating resources to new jobs.",The EpilogMsgTime parameter,268,parameter,use in,order,152,order,openie_spacy,2025-12-17T22:13:48Z
82,doc_582b,doc_582b_sent_00051,"Other
Slurm uses hierarchical communications between the slurmd daemons in order to increase parallelism and improve performance.","Other
Slurm",82,slurm,use,hierarchical communications,4456,hierarchical communication,openie_spacy,2025-12-17T22:13:48Z
83,doc_582b,doc_582b_sent_00051,"Other
Slurm uses hierarchical communications between the slurmd daemons in order to increase parallelism and improve performance.","Other
Slurm",82,slurm,use in,order,152,order,openie_spacy,2025-12-17T22:13:48Z
84,doc_582b,doc_582b_sent_00052,"The TreeWidth configuration parameter controls the fanout of messages. The default value is 16, meaning each slurmd daemon can communicate with up to 16 other slurmd daemons and 4368 nodes can be contacted with three message hops. The default value will work well for most clusters. Optimal system performance can typically be achieved if TreeWidth is set to the cube root of the number of nodes in the cluster.",The TreeWidth configuration parameter,268,parameter,control,the fanout,3316,fanout,openie_spacy,2025-12-17T22:13:48Z
85,doc_582b,doc_582b_sent_00053,The srun command automatically increases its open file limit to the hard limit in order to process all of the standard input and output connections to the launched tasks.,The srun command,1300,srun command,increase,its open file limit,111,limit,openie_spacy,2025-12-17T22:13:48Z
86,doc_6722,doc_6722_sent_00003,The Slurm burst buffer plugins call a script at different points during the lifetime of a job:,The Slurm burst buffer plugins,5826,slurm burst buffer plugin,call,a script,197,script,openie_spacy,2025-12-17T22:13:48Z
87,doc_6722,doc_6722_sent_00009,This script runs on the slurmctld node.,This script,197,script,run on,the slurmctld node,2283,slurmctld node,openie_spacy,2025-12-17T22:13:48Z
88,doc_6722,doc_6722_sent_00010,"These are the supported plugins:
datawarp
lua
Datawarp
This plugin provides hooks to Cray's Datawarp APIs.","datawarp
lua
Datawarp
This plugin",179,plugin,provide,hooks,1217,hook,openie_spacy,2025-12-17T22:13:48Z
89,doc_6722,doc_6722_sent_00012,"Slurm provides support for allocating these resources, staging files in, scheduling compute nodes for jobs using these resources, and staging files out.",Slurm,82,slurm,provide,support,2440,support,openie_spacy,2025-12-17T22:13:48Z
90,doc_6722,doc_6722_sent_00013,"Burst buffers can also be used as temporary storage during a job's lifetime, without file staging.",Burst buffers,3803,burst buffer,use as,temporary storage,1284,storage,openie_spacy,2025-12-17T22:13:48Z
91,doc_6722,doc_6722_sent_00015,"Lua
This plugin provides hooks to an API that is defined by a Lua script.","Lua
This plugin",179,plugin,provide,hooks,1217,hook,openie_spacy,2025-12-17T22:13:48Z
92,doc_6722,doc_6722_sent_00015,"Lua
This plugin provides hooks to an API that is defined by a Lua script.","Lua
This plugin",179,plugin,provide to,an API,1208,api,openie_spacy,2025-12-17T22:13:48Z
93,doc_6722,doc_6722_sent_00020,"Configuration (for system administrators)
Common Configuration
To enable a burst buffer plugin, set BurstBufferType in slurm.conf.",Configuration,3,configuration,enable,a burst buffer plugin,3871,burst buffer plugin,openie_spacy,2025-12-17T22:13:48Z
94,doc_6722,doc_6722_sent_00030,"The JSON-C library must be installed in order to build Slurm's burst_buffer/datawarp and burst_buffer/lua plugins, which must parse JSON format data. See Slurm's JSON installation information for details.",The JSON-C library,2537,library,instal in,order,152,order,openie_spacy,2025-12-17T22:13:48Z
95,doc_6722,doc_6722_sent_00031,"Datawarp
slurm.conf:
BurstBufferType=burst_buffer/datawarp
The datawarp plugin calls two scripts:
dw_wlm_cli - the Slurm burst_buffer/datawarp plugin calls this script to perform burst buffer functions.",dw_wlm_cli,5860,dw_wlm_cli,call,this script,197,script,openie_spacy,2025-12-17T22:13:48Z
96,doc_6722,doc_6722_sent_00033,The location of this script is defined by GetSysState in burst_buffer.conf.,The location,1224,location,define in,burst_buffer.conf,5854,burst_buffer.conf,openie_spacy,2025-12-17T22:13:48Z
97,doc_6722,doc_6722_sent_00034,"A template of this script is provided with Slurm: src/plugins/burst_buffer/datawarp/dw_wlm_cli
dwstat - the Slurm burst_buffer/datawarp plugin calls this script to get status information.",A template,5864,template,provide with,"Slurm: src/plugins/burst_buffer/datawarp/dw_wlm_cli
dwstat",5865,dwstat,openie_spacy,2025-12-17T22:13:48Z
98,doc_6722,doc_6722_sent_00034,"A template of this script is provided with Slurm: src/plugins/burst_buffer/datawarp/dw_wlm_cli
dwstat - the Slurm burst_buffer/datawarp plugin calls this script to get status information.",the Slurm burst_buffer/datawarp plugin,179,plugin,call,this script,197,script,openie_spacy,2025-12-17T22:13:48Z
99,doc_6722,doc_6722_sent_00036,The location of this script is defined by GetSysStatus in burst_buffer.conf.,The location,1224,location,define in,burst_buffer.conf,5854,burst_buffer.conf,openie_spacy,2025-12-17T22:13:48Z
100,doc_6722,doc_6722_sent_00037,"A template of this script is provided with Slurm: src/plugins/burst_buffer/datawarp/dwstat
Lua
slurm.conf:
BurstBufferType=burst_buffer/lua",A template,5864,template,provide with,Slurm,82,slurm,openie_spacy,2025-12-17T22:13:48Z
101,doc_6722,doc_6722_sent_00038,The lua plugin calls a single script which must be named burst_buffer.lua.,The lua plugin,1273,lua plugin,call,a single script,4673,single script,openie_spacy,2025-12-17T22:13:48Z
