term_id,term,neighbor_id,neighbor,similarity
10,resource usage,814,resource requirements,0.9989
10,resource usage,1302,necessary resources,0.9988
10,resource usage,2162,resource fragmentation,0.9985
10,resource usage,2087,resource sharing,0.9984
10,resource usage,1534,End Resource,0.9983
11,individual tasks,681,many tasks,0.9992
11,individual tasks,2213,task cgroup,0.9983
11,individual tasks,2102,task plugin,0.9981
11,individual tasks,641,task level,0.9980
11,individual tasks,820,Remote task,0.9976
11,individual tasks,2100,task affinity,0.9974
11,individual tasks,2173,Task id,0.9973
11,individual tasks,817,Local task,0.9971
11,individual tasks,2118,CPU usage,0.9966
11,individual tasks,2137,physical CPU layout,0.9961
12,load imbalance,1800,program load,0.9989
12,load imbalance,1176,marks load indexes,0.9986
12,load imbalance,857,Load indices,0.9986
12,load imbalance,1520,external load indexes,0.9985
12,load imbalance,861,External load,0.9985
12,load imbalance,847,load thresholds,0.9984
12,load imbalance,1559,first load index,0.9983
12,load imbalance,880,load levels,0.9983
12,load imbalance,883,specific load index,0.9981
12,load imbalance,1558,first external load index,0.9980
13,tasks,691,outlier task,1.0000
13,tasks,2136,CPU Numbering,0.9912
13,tasks,2165,unallocated CPUs,0.9912
13,tasks,650,cpu,0.9912
13,tasks,2069,Suballocates CPUs,0.9912
13,tasks,2163,Allocate CPUs,0.9909
13,tasks,2073,CPU allocation,0.9899
13,tasks,2203,Allocate,0.9882
13,tasks,2126,CPU ids,0.9880
13,tasks,2193,task ids,0.9864
14,sstat command,1576,FLEXlm command lmstat,0.9994
14,sstat command,1263,lsgrun command,0.9994
14,sstat command,1971,egosh command,0.9994
14,sstat command,930,automount command,0.9994
14,sstat command,1129,bqueues command,0.9991
14,sstat command,1633,lshosts command,0.9991
14,sstat command,1293,bstop command,0.9991
14,sstat command,1245,basic commands,0.9991
14,sstat command,1609,ps -ef command,0.9991
14,sstat command,1122,lsload command,0.9991
15,valuable information,507,TRES information,1.0000
15,valuable information,504,archived information,1.0000
15,valuable information,1100,Exchange initialization information,1.0000
15,valuable information,2123,limited information,1.0000
15,valuable information,8,Information,1.0000
15,valuable information,522,more information,0.9953
15,valuable information,1187,historical information,0.9916
15,valuable information,1878,new information,0.9897
15,valuable information,1256,other information,0.9869
15,valuable information,2134,same information,0.9868
16,imbalance,377,complete description,0.9955
16,imbalance,24,AccountingStorageType,0.9954
16,imbalance,534,exporter tool,0.9953
16,imbalance,306,insensitive collation,0.9953
16,imbalance,532,various graphs,0.9952
16,imbalance,1329,simple interface,0.9952
16,imbalance,1635,loopback IP,0.9952
16,imbalance,934,integration,0.9951
16,imbalance,2146,Many additional scenarios,0.9951
16,imbalance,301,collation,0.9951
17,sreport,534,exporter tool,0.9983
17,sreport,2149,n3 State,0.9982
17,sreport,513,Tools,0.9981
17,sreport,525,party tools,0.9981
17,sreport,1331,rename abc,0.9981
17,sreport,661,TresUsageInTot field,0.9981
17,sreport,1681,Windows password authentication,0.9980
17,sreport,218,Upgrade Guide,0.9979
17,sreport,675,dedicated fields MaxRSS,0.9979
17,sreport,279,specific situations,0.9979
18,reports,519,various reports,0.9991
18,reports,682,running,0.9979
18,reports,1096,few minutes,0.9979
18,reports,499,separate instances,0.9979
18,reports,1974,current fix pack level,0.9978
18,reports,758,UNKWN state,0.9978
18,reports,751,ZOMBI state,0.9978
18,reports,19,particular time interval,0.9978
18,reports,631,most cases,0.9978
18,reports,274,recent versions,0.9977
19,particular time interval,860,fixed time intervals,0.9995
19,particular time interval,499,separate instances,0.9988
19,particular time interval,239,first time,0.9987
19,particular time interval,1940,binary upgrade,0.9986
19,particular time interval,1218,different priorities,0.9985
19,particular time interval,55,similar tool,0.9985
19,particular time interval,1149,product entitlement version array,0.9985
19,particular time interval,631,most cases,0.9983
19,particular time interval,1798,swap space,0.9983
19,particular time interval,1523,binary program,0.9983
20,distinct plugin types,1527,RESOURCENAME TYPE INTERVAL,0.9983
20,distinct plugin types,1744,specific model,0.9982
20,distinct plugin types,355,database type storage plugins,0.9965
20,distinct plugin types,1414,type columns,0.9965
20,distinct plugin types,703,various types,0.9964
20,distinct plugin types,1767,Matched Model,0.9963
20,distinct plugin types,1441,different default management host,0.9947
20,distinct plugin types,1440,current default management host,0.9945
20,distinct plugin types,1610,first few hosts,0.9942
20,distinct plugin types,1734,type UNKNOWN,0.9941
21,resource accounting,614,Resource Limits document,0.9973
21,resource accounting,1240,Resource usage limits,0.9972
21,resource accounting,611,Resource Limits web page,0.9969
21,resource accounting,846,resource limits,0.9964
21,resource accounting,814,resource requirements,0.9964
21,resource accounting,1588,external resources,0.9963
21,resource accounting,1534,End Resource,0.9963
21,resource accounting,1061,other shared resources,0.9961
21,resource accounting,1585,resource requirement string,0.9961
21,resource accounting,999,specific resources,0.9960
22,Slurm configuration parameters,317,Several Slurm configuration parameters,0.9989
22,Slurm configuration parameters,227,slurm configure script,0.9973
22,Slurm configuration parameters,647,JobAcctGather plugin,0.9965
22,Slurm configuration parameters,23,plugins,0.9965
22,Slurm configuration parameters,148,single configuration file,0.9955
22,Slurm configuration parameters,408,NOTE,0.9955
22,Slurm configuration parameters,141,machine,0.9955
22,Slurm configuration parameters,1136,Copyright International Business Machines Corp,0.9955
22,Slurm configuration parameters,143,single MUNGE key,0.9954
22,Slurm configuration parameters,535,performance metrics,0.9954
23,plugins,647,JobAcctGather plugin,1.0000
23,plugins,48,appropriate plugin,0.9985
23,plugins,191,accounting storage plugin,0.9984
23,plugins,317,Several Slurm configuration parameters,0.9974
23,plugins,172,accounting tools,0.9974
23,plugins,417,accounting storage mechanism,0.9972
23,plugins,554,accounting reports,0.9965
23,plugins,22,Slurm configuration parameters,0.9965
23,plugins,205,jobcomp plugin,0.9965
23,plugins,150,different configurations,0.9965
24,AccountingStorageType,551,description,0.9977
24,AccountingStorageType,584,Description Description,0.9977
24,AccountingStorageType,140,normal MUNGE configuration,0.9975
24,AccountingStorageType,1860,Bad cpuFactor,0.9975
24,AccountingStorageType,2146,Many additional scenarios,0.9975
24,AccountingStorageType,2138,actual hardware,0.9975
24,AccountingStorageType,2215,cgroup plugin,0.9975
24,AccountingStorageType,1237,ut pg io ls,0.9975
24,AccountingStorageType,306,insensitive collation,0.9975
24,AccountingStorageType,1170,ut pg ls,0.9973
25,detailed job,1264,complete job,0.9994
25,detailed job,1338,Requeue jobs,0.9994
25,detailed job,1274,job report,0.9994
25,detailed job,188,job completion,0.9993
25,detailed job,765,running job,0.9993
25,detailed job,759,UNKWN job,0.9993
25,detailed job,891,job submission,0.9993
25,detailed job,1297,Job owners,0.9992
25,detailed job,777,parallel jobs,0.9992
25,detailed job,873,particular jobs,0.9991
26,job step information,1367,additional jobs,0.9942
26,job step information,1291,specific job,0.9941
26,job step information,1268,unique job ID,0.9937
26,job step information,873,particular jobs,0.9933
26,job step information,1267,sleep job,0.9932
26,job step information,777,parallel jobs,0.9932
26,job step information,1204,job slots,0.9931
26,job step information,1297,Job owners,0.9930
26,job step information,188,job completion,0.9928
26,job step information,1333,job abc_real,0.9928
27,text file,190,flat file,0.9994
27,text file,1688,such file,0.9993
27,text file,1979,ego.shared files,0.9993
27,text file,761,lsb.params file,0.9993
27,text file,167,passwd file,0.9992
27,text file,6,simple text file,0.9992
27,text file,730,several configuration files,0.9992
27,text file,1326,executable file,0.9991
27,text file,1344,wrapper files,0.9990
27,text file,1673,hosts.equiv file,0.9989
28,SlurmDBD,81,slurmdbd RPMs,1.0000
28,SlurmDBD,502,archive slurmdbd,0.9942
28,SlurmDBD,466,SlurmDBD Archive,0.9942
28,SlurmDBD,168,database server,0.9932
28,SlurmDBD,84,SlurmDBD plugin,0.9929
28,SlurmDBD,1806,services database,0.9928
28,SlurmDBD,350,external slurmdbds,0.9926
28,SlurmDBD,196,database server executes,0.9925
28,SlurmDBD,46,MariaDB database,0.9921
28,SlurmDBD,503,certain database entries,0.9918
29,JobAcctGatherType,1680,characters,0.9962
29,JobAcctGatherType,1870,illegal character,0.9962
29,JobAcctGatherType,134,uppercase characters,0.9962
29,JobAcctGatherType,1917,token processing,0.9958
29,JobAcctGatherType,532,various graphs,0.9957
29,JobAcctGatherType,1180,few seconds,0.9956
29,JobAcctGatherType,344,usage,0.9955
29,JobAcctGatherType,2119,easy way,0.9955
29,JobAcctGatherType,218,Upgrade Guide,0.9955
29,JobAcctGatherType,661,TresUsageInTot field,0.9955
30,mechanism,534,exporter tool,0.9961
30,mechanism,279,specific situations,0.9960
30,mechanism,526,dashboards,0.9960
30,mechanism,325,comma,0.9960
30,mechanism,1917,token processing,0.9960
30,mechanism,1225,owners,0.9959
30,mechanism,1681,Windows password authentication,0.9959
30,mechanism,426,password usage,0.9958
30,mechanism,1483,setuid bit,0.9958
30,mechanism,2146,Many additional scenarios,0.9958
31,jobacct_gather,1233,PRIO NICE STATUS MAX JL,0.9971
31,jobacct_gather,1529,license1 Numeric,0.9970
31,jobacct_gather,1532,license2 Numeric,0.9970
31,jobacct_gather,1586,license1 myjob,0.9967
31,jobacct_gather,1237,ut pg io ls,0.9967
31,jobacct_gather,1170,ut pg ls,0.9966
31,jobacct_gather,235,mysql_config,0.9964
31,jobacct_gather,734,PEND,0.9962
31,jobacct_gather,1221,PRIO STATUS MAX JL,0.9961
31,jobacct_gather,1135,Jul,0.9961
32,linux,1974,current fix pack level,0.9953
32,linux,1387,IBM Passport Advantage,0.9951
32,linux,631,most cases,0.9950
32,linux,93,unexpected results,0.9950
32,linux,1219,different scheduling policies,0.9950
32,linux,1116,complete usage,0.9949
32,linux,1691,current working,0.9949
32,linux,1940,binary upgrade,0.9948
32,linux,1322,Wrapper binary executables,0.9948
32,linux,1006,dispatch windows,0.9947
33,cgroup,2208,TaskPlugin,0.9972
33,cgroup,1233,PRIO NICE STATUS MAX JL,0.9970
33,cgroup,2166,CR_CORE_DEFAULT_DIST_BLOCK,0.9970
33,cgroup,2035,SelectTypeParameters,0.9969
33,cgroup,305,_ ci suffix,0.9966
33,cgroup,1221,PRIO STATUS MAX JL,0.9964
33,cgroup,1237,ut pg io ls,0.9964
33,cgroup,1532,license2 Numeric,0.9962
33,cgroup,1923,rmLogJobInfo,0.9961
33,cgroup,1571,NUMLIC,0.9960
34,JobCompType,1237,ut pg io ls,0.9971
34,JobCompType,1170,ut pg ls,0.9970
34,JobCompType,551,description,0.9967
34,JobCompType,584,Description Description,0.9967
34,JobCompType,1087,ksh,0.9965
34,JobCompType,2146,Many additional scenarios,0.9964
34,JobCompType,140,normal MUNGE configuration,0.9963
34,JobCompType,1483,setuid bit,0.9963
34,JobCompType,1289,Jun,0.9963
34,JobCompType,824,Intel_EM64 T,0.9963
35,job completion information,43,only basic job information,0.9980
35,job completion information,1249,most jobs,0.9953
35,job completion information,1511,interactive job execution,0.9952
35,job completion information,1282,find job output,0.9951
35,job completion information,331,job information,0.9949
35,job completion information,1298,own jobs,0.9948
35,job completion information,896,more jobs,0.9947
35,job completion information,938,job output,0.9945
35,job completion information,1220,dispatch jobs,0.9932
35,job completion information,1229,detailed queue information,0.9930
36,job name,748,chunk job queue,0.9920
36,job name,1220,dispatch jobs,0.9917
36,job name,680,other jobs,0.9913
36,job name,938,job output,0.9902
36,job name,1469,other queues,0.9900
36,job name,1298,own jobs,0.9890
36,job name,1511,interactive job execution,0.9889
36,job name,415,job accounting data,0.9889
36,job name,935,parallel user jobs,0.9886
36,job name,1707,orphaned job processes,0.9885
37,user name,183,same users,0.9977
37,user name,1896,same user ID,0.9935
37,user name,919,user data,0.9932
37,user name,116,user naming,0.9921
37,user name,66,users,0.9921
37,user name,1821,user claimed_user,0.9921
37,user name,1067,non-root user,0.9921
37,user name,1363,Manage users,0.9920
37,user name,580,same Account,0.9914
37,user name,1855,Name name,0.9912
38,nodes,2163,Allocate CPUs,0.9891
38,nodes,2203,Allocate,0.9887
38,nodes,2073,CPU allocation,0.9884
38,nodes,2165,unallocated CPUs,0.9870
38,nodes,2069,Suballocates CPUs,0.9870
38,nodes,650,cpu,0.9870
38,nodes,2136,CPU Numbering,0.9870
38,nodes,691,outlier task,0.9853
38,nodes,13,tasks,0.9853
38,nodes,2139,CPU numbers,0.9844
39,time,253,recovery times,1.0000
39,time,520,time period,1.0000
39,time,1784,time zones,1.0000
39,time,871,startup time,0.9982
39,time,1622,Communication time,0.9976
39,time,794,execution time,0.9969
39,time,40,completion time,0.9967
39,time,401,configure time,0.9965
39,time,1791,Network Time Protocol,0.9960
39,time,497,sure old records,0.9957
40,completion time,1622,Communication time,0.9993
40,completion time,239,first time,0.9991
40,completion time,401,configure time,0.9987
40,completion time,860,fixed time intervals,0.9987
40,completion time,1791,Network Time Protocol,0.9986
40,completion time,587,different points,0.9981
40,completion time,249,old records,0.9979
40,completion time,494,archive instance,0.9979
40,completion time,1801,available swap space,0.9978
40,completion time,93,unexpected results,0.9977
41,exit status,739,EXIT,1.0000
41,exit status,1428,reconfiguration exits,0.9985
41,exit status,1793,incorrect file permissions,0.9976
41,exit status,2003,old EGO XML configuration files,0.9971
41,exit status,1688,such file,0.9970
41,exit status,1492,file permission mode -rw-------,0.9970
41,exit status,1980,configuration file paths,0.9968
41,exit status,1033,res,0.9968
41,exit status,2005,old EGO password file,0.9967
41,exit status,1344,wrapper files,0.9966
43,only basic job information,35,job completion information,0.9980
43,only basic job information,923,remote jobs access,0.9966
43,only basic job information,1899,root job submission,0.9965
43,only basic job information,199,job completion data,0.9965
43,only basic job information,1249,most jobs,0.9962
43,only basic job information,1320,complete job submission,0.9962
43,only basic job information,321,job completion records,0.9958
43,only basic job information,1298,own jobs,0.9957
43,only basic job information,1359,easy job submission,0.9951
43,only basic job information,1511,interactive job execution,0.9951
44,minimal overhead,316,minimal security,0.9960
44,minimal overhead,1004,attributes,0.9944
44,minimal overhead,1917,token processing,0.9943
44,minimal overhead,2018,guide,0.9941
44,minimal overhead,1180,few seconds,0.9941
44,minimal overhead,1238,SCHEDULING POLICIES,0.9940
44,minimal overhead,218,Upgrade Guide,0.9939
44,minimal overhead,1225,owners,0.9939
44,minimal overhead,306,insensitive collation,0.9938
44,minimal overhead,824,Intel_EM64 T,0.9938
45,MySQL,429,previous mysql statement,1.0000
45,MySQL,433,mysql@snowflake mysql,1.0000
45,MySQL,255,MySQL 8.0.,1.0000
45,MySQL,421,MySQL Configuration,0.9958
45,MySQL,268,MySQL versions,0.9939
45,MySQL,83,MySQL plugin,0.9934
45,MySQL,240,several MySQL,0.9927
45,MySQL,434,MySQL monitor,0.9919
45,MySQL,238,MySQL test program,0.9900
45,MySQL,431,grant line,0.9884
46,MariaDB database,495,production database,0.9994
46,MariaDB database,67,database security,0.9993
46,MariaDB database,282,database version,0.9993
46,MariaDB database,1806,services database,0.9993
46,MariaDB database,592,database object,0.9991
46,MariaDB database,503,certain database entries,0.9990
46,MariaDB database,456,database slurm_acct_db,0.9985
46,MariaDB database,536,Database Configuration,0.9983
46,MariaDB database,606,accounting database,0.9974
46,MariaDB database,84,SlurmDBD plugin,0.9967
47,sacct,519,various reports,0.9983
47,sacct,2119,easy way,0.9983
47,sacct,55,similar tool,0.9983
47,sacct,69,better security,0.9982
47,sacct,1149,product entitlement version array,0.9982
47,sacct,1694,automount maps,0.9981
47,sacct,426,password usage,0.9981
47,sacct,514,few tools,0.9981
47,sacct,405,security purposes,0.9980
47,sacct,208,arbitrary text string,0.9980
48,appropriate plugin,191,accounting storage plugin,0.9989
48,appropriate plugin,417,accounting storage mechanism,0.9986
48,appropriate plugin,23,plugins,0.9985
48,appropriate plugin,647,JobAcctGather plugin,0.9985
48,appropriate plugin,150,different configurations,0.9983
48,appropriate plugin,172,accounting tools,0.9981
48,appropriate plugin,554,accounting reports,0.9981
48,appropriate plugin,976,other global configuration,0.9980
48,appropriate plugin,97,local storage,0.9979
48,appropriate plugin,179,different machine,0.9979
49,jobcomp,211,accounting_storage,0.9969
49,jobcomp,238,MySQL test program,0.9951
49,jobcomp,205,jobcomp plugin,0.9946
49,jobcomp,1803,tcp,0.9945
49,jobcomp,565,science,0.9944
49,jobcomp,132,slurmdbd.conf,0.9940
49,jobcomp,1574,lic utility,0.9939
49,jobcomp,140,normal MUNGE configuration,0.9939
49,jobcomp,87,snowflake,0.9938
49,jobcomp,630,brian,0.9938
50,filetxt,856,PIM,0.9955
50,filetxt,1532,license2 Numeric,0.9953
50,filetxt,1803,tcp,0.9953
50,filetxt,140,normal MUNGE configuration,0.9953
50,filetxt,1233,PRIO NICE STATUS MAX JL,0.9953
50,filetxt,1574,lic utility,0.9951
50,filetxt,31,jobacct_gather,0.9946
50,filetxt,734,PEND,0.9945
50,filetxt,1237,ut pg io ls,0.9945
50,filetxt,1860,Bad cpuFactor,0.9945
51,pathname,395,qualified pathname,1.0000
51,pathname,1635,loopback IP,0.9981
51,pathname,203,network port,0.9980
51,pathname,824,Intel_EM64 T,0.9980
51,pathname,2146,Many additional scenarios,0.9979
51,pathname,534,exporter tool,0.9978
51,pathname,1917,token processing,0.9978
51,pathname,218,Upgrade Guide,0.9978
51,pathname,1329,simple interface,0.9977
51,pathname,1483,setuid bit,0.9977
52,file,1411,lsf_getting_started.html file,1.0000
52,file,1379,profile file,1.0000
52,file,1382,file lsf10.1.0_linux2.,1.0000
52,file,1674,HOME/.rhosts file,1.0000
52,file,1723,lsb.hosts file,1.0000
52,file,1742,ego.sudoers file,1.0000
52,file,904,install.config file,1.0000
52,file,1377,cshrc file,1.0000
52,file,1827,rhosts file,1.0000
52,file,1979,ego.shared files,0.9981
53,log,1035,log mbatchd.log.hosta,1.0000
53,log,1592,Log messages,0.9944
53,log,1596,LSF logs errors,0.9937
53,log,975,log directories,0.9924
53,log,1044,error logs,0.9910
53,log,717,LSF error messages,0.9903
53,log,1041,LSF log directory,0.9890
53,log,1029,LSF server daemon log files,0.9886
53,log,1021,LSF batch log files,0.9882
53,log,1619,LIM error log,0.9876
55,similar tool,514,few tools,0.9992
55,similar tool,1149,product entitlement version array,0.9990
55,similar tool,1694,automount maps,0.9988
55,similar tool,499,separate instances,0.9988
55,similar tool,513,Tools,0.9987
55,similar tool,525,party tools,0.9987
55,similar tool,2119,easy way,0.9987
55,similar tool,274,recent versions,0.9986
55,similar tool,568,similar syntax,0.9986
55,similar tool,519,various reports,0.9985
56,log files,1927,event log,0.9980
56,log files,1164,lsf.conf file message,0.9953
56,log files,1593,error log files,0.9950
56,log files,1660,RES error log,0.9945
56,log files,1028,Daemon log files,0.9924
56,log files,1103,LSF configuration files,0.9915
56,log files,1501,LSF executable files,0.9906
56,log files,962,important LSF configuration files,0.9905
56,log files,1890,RES messages,0.9904
56,log files,832,LSF binary files,0.9903
57,SIGUSR2 signal,767,signal,1.0000
57,SIGUSR2 signal,55,similar tool,0.9981
57,SIGUSR2 signal,519,various reports,0.9981
57,SIGUSR2 signal,176,backup instance,0.9980
57,SIGUSR2 signal,1281,J variable,0.9980
57,SIGUSR2 signal,2119,easy way,0.9980
57,SIGUSR2 signal,514,few tools,0.9980
57,SIGUSR2 signal,758,UNKWN state,0.9980
57,SIGUSR2 signal,751,ZOMBI state,0.9980
57,SIGUSR2 signal,499,separate instances,0.9980
58,slurmctld daemon,149,different daemons,0.9985
58,slurmctld daemon,361,alternate MUNGE daemon,0.9985
58,slurmctld daemon,358,MUNGE daemon,0.9985
58,slurmctld daemon,1215,daemon time,0.9982
58,slurmctld daemon,1808,identd daemon,0.9980
58,slurmctld daemon,1814,ident daemon,0.9979
58,slurmctld daemon,465,daemon mode,0.9974
58,slurmctld daemon,1036,Management scheduler daemon,0.9970
58,slurmctld daemon,1945,EGO daemons,0.9964
58,slurmctld daemon,100,slurmctld starts,0.9959
59,new log files,1026,Batch accounting log,0.9964
59,new log files,1984,new lsf.conf file,0.9953
59,new log files,1945,EGO daemons,0.9947
59,new log files,1164,lsf.conf file message,0.9945
59,new log files,1814,ident daemon,0.9945
59,new log files,1028,Daemon log files,0.9942
59,new log files,1215,daemon time,0.9938
59,new log files,1214,following message,0.9937
59,new log files,1913,sbatchd messages,0.9936
59,new log files,1685,system environment,0.9935
60,data,473,data retention,1.0000
60,data,470,Purged data,1.0000
60,data,96,cached data,1.0000
60,data,354,accounting data,0.9985
60,data,924,local data,0.9973
60,data,375,unauthorized access,0.9962
60,data,492,ongoing access,0.9962
60,data,128,access,0.9962
60,data,106,critical data,0.9958
60,data,62,password data,0.9956
61,availability,1859,second definition,0.9977
61,availability,852,Total virtual memory usage,0.9977
61,availability,851,Total resident memory usage,0.9977
61,availability,824,Intel_EM64 T,0.9976
61,availability,653,interval,0.9975
61,availability,535,performance metrics,0.9974
61,availability,210,Build,0.9974
61,availability,487,day,0.9973
61,availability,1238,SCHEDULING POLICIES,0.9973
61,availability,2164,fragmentation,0.9972
62,password data,106,critical data,0.9989
62,password data,635,usage data,0.9988
62,password data,554,accounting reports,0.9982
62,password data,924,local data,0.9981
62,password data,249,old records,0.9981
62,password data,591,accounting privileges,0.9979
62,password data,936,access AFS,0.9977
62,password data,191,accounting storage plugin,0.9976
62,password data,417,accounting storage mechanism,0.9975
62,password data,404,slurmctld execute,0.9973
63,Slurm control daemon,1904,RES control requests,0.9911
63,Slurm control daemon,2111,Additional Notes,0.9903
63,Slurm control daemon,408,NOTE,0.9889
63,Slurm control daemon,1136,Copyright International Business Machines Corp,0.9889
63,Slurm control daemon,141,machine,0.9889
63,Slurm control daemon,665,gathered metrics,0.9888
63,Slurm control daemon,648,metrics,0.9888
63,Slurm control daemon,764,bkill,0.9888
63,Slurm control daemon,791,conditions,0.9887
63,Slurm control daemon,1925,lost_and_found,0.9885
64,slurmctld,601,served slurmctld,1.0000
64,slurmctld,404,slurmctld execute,0.9983
64,slurmctld,936,access AFS,0.9975
64,slurmctld,191,accounting storage plugin,0.9974
64,slurmctld,48,appropriate plugin,0.9974
64,slurmctld,554,accounting reports,0.9974
64,slurmctld,62,password data,0.9972
64,slurmctld,106,critical data,0.9972
64,slurmctld,591,accounting privileges,0.9972
64,slurmctld,249,old records,0.9971
65,user commands,538,sacctmgr command,0.9899
65,user commands,622,change,0.9866
65,user commands,1049,cluster configuration,0.9860
65,user commands,1372,new queue definition,0.9854
65,user commands,705,cluster operations,0.9854
65,user commands,961,new Windows installation,0.9852
65,user commands,724,installation,0.9852
65,user commands,712,reconfigure cluster properties,0.9844
65,user commands,91,new version,0.9841
65,user commands,86,sacctmgr list cluster,0.9838
66,users,116,user naming,1.0000
66,users,1067,non-root user,1.0000
66,users,1821,user claimed_user,1.0000
66,users,37,user name,0.9921
66,users,919,user data,0.9918
66,users,125,user accounts,0.9911
66,users,183,same users,0.9908
66,users,580,same Account,0.9907
66,users,628,user records,0.9903
66,users,572,user brian Account,0.9894
67,database security,495,production database,0.9996
67,database security,282,database version,0.9995
67,database security,46,MariaDB database,0.9993
67,database security,503,certain database entries,0.9992
67,database security,592,database object,0.9992
67,database security,1806,services database,0.9988
67,database security,456,database slurm_acct_db,0.9985
67,database security,536,Database Configuration,0.9979
67,database security,606,accounting database,0.9978
67,database security,281,database tables,0.9964
68,intermediate daemon,1668,inetd daemon,1.0000
68,intermediate daemon,79,daemons,1.0000
68,intermediate daemon,1662,identification daemon,1.0000
68,intermediate daemon,1973,vemkd daemon,1.0000
68,intermediate daemon,1702,sbatchd daemon starts,0.9939
68,intermediate daemon,1697,Batch daemons,0.9936
68,intermediate daemon,1097,lim daemon,0.9913
68,intermediate daemon,746,mbatchd daemon,0.9900
68,intermediate daemon,1841,new daemon,0.9898
68,intermediate daemon,1216,batch system daemon,0.9896
69,better security,136,security,0.9991
69,better security,405,security purposes,0.9989
69,better security,1149,product entitlement version array,0.9988
69,better security,2119,easy way,0.9987
69,better security,1684,correct permissions,0.9986
69,better security,208,arbitrary text string,0.9986
69,better security,1342,Wrapper binary programs,0.9986
69,better security,514,few tools,0.9986
69,better security,316,minimal security,0.9986
69,better security,1694,automount maps,0.9986
70,performance,535,performance metrics,0.9995
70,performance,279,specific situations,0.9982
70,performance,852,Total virtual memory usage,0.9982
70,performance,851,Total resident memory usage,0.9982
70,performance,1859,second definition,0.9981
70,performance,534,exporter tool,0.9981
70,performance,661,TresUsageInTot field,0.9980
70,performance,490,amount,0.9980
