id,child_canonical_id,child_canonical_term,parent_canonical_id,parent_canonical_term,score,method
36,8,information,517,entity,-6.647558212280273,hit_wordnet
37,8,information,520,time period,-7.415244102478027,hit_wordnet
38,8,information,1376,content,-7.590335845947266,hit_wordnet
39,8,information,137,communication,-7.939723968505859,hit_wordnet
40,8,information,721,concept,-8.696466445922852,hit_wordnet
41,9,sacct command,293,command,-10.13300609588623,hit_wordnet
42,9,sacct command,1064,following command,-10.22672176361084,hit_wordnet
43,9,sacct command,1245,basic command,-10.491761207580566,hit_wordnet
44,9,sacct command,1183,other useful command,-11.148651123046875,hit_wordnet
45,9,sacct command,1053,lsrun command,-12.11929702758789,hit_wordnet
46,10,resource usage,335,utilization,-11.04091739654541,hit_wordnet
47,10,resource usage,520,time period,-11.396053314208984,hit_wordnet
48,10,resource usage,809,resource,-11.93458366394043,hit_wordnet
49,10,resource usage,1755,efficient use,-12.171463012695312,hit_wordnet
50,10,resource usage,1588,external resource,-12.667194366455078,hit_wordnet
51,11,individual task,13,task,-5.519444465637207,hit_wordnet
52,11,individual task,520,time period,-8.263720512390137,hit_wordnet
53,11,individual task,390,work,-10.028532981872559,hit_wordnet
54,11,individual task,170,action,-11.073585510253906,hit_wordnet
55,11,individual task,674,event,-11.173295974731445,hit_wordnet
56,12,load imbalance,520,time period,-12.073831558227539,hit_wordnet
57,12,load imbalance,16,imbalance,-12.104310035705566,hit_wordnet
58,12,load imbalance,490,amount,-14.639363288879395,hit_wordnet
59,12,load imbalance,791,condition,-15.034926414489746,hit_wordnet
60,12,load imbalance,683,process,-15.40825080871582,hit_wordnet
61,13,task,520,time period,-6.486804008483887,hit_wordnet
62,13,task,674,event,-7.785236358642578,hit_wordnet
63,13,task,170,action,-7.868404388427734,hit_wordnet
64,13,task,390,work,-8.279523849487305,hit_wordnet
65,13,task,137,communication,-9.079353332519531,hit_wordnet
66,14,sstat command,520,time period,-12.00473403930664,hit_wordnet
67,14,sstat command,1293,bstop command,-13.132417678833008,hit_wordnet
68,14,sstat command,517,entity,-13.602821350097656,hit_wordnet
69,14,sstat command,781,group,-14.518132209777832,hit_wordnet
70,14,sstat command,293,command,-14.758609771728516,hit_wordnet
71,15,valuable information,8,information,-6.265700817108154,hit_wordnet
72,15,valuable information,517,entity,-9.543365478515625,hit_wordnet
73,15,valuable information,520,time period,-9.545084953308105,hit_wordnet
74,15,valuable information,1139,disclosure,-10.169227600097656,hit_wordnet
75,15,valuable information,1376,content,-10.29210090637207,hit_wordnet
76,16,imbalance,520,time period,-10.214515686035156,hit_wordnet
77,16,imbalance,791,condition,-10.821776390075684,hit_wordnet
78,16,imbalance,1004,attribute,-10.863736152648926,hit_wordnet
79,16,imbalance,337,quality,-11.318632125854492,hit_wordnet
80,16,imbalance,490,amount,-11.539690971374512,hit_wordnet
81,17,sreport,520,time period,-7.722148895263672,hit_wordnet
82,17,sreport,781,group,-9.788670539855957,hit_wordnet
83,17,sreport,517,entity,-10.40045166015625,hit_wordnet
84,17,sreport,683,process,-12.061363220214844,hit_wordnet
85,17,sreport,493,site,-12.64323616027832,hit_wordnet
86,18,report,520,time period,-7.903956413269043,hit_wordnet
87,18,report,8,information,-8.624723434448242,hit_wordnet
88,18,report,517,entity,-8.681255340576172,hit_wordnet
89,18,report,1139,disclosure,-9.265499114990234,hit_wordnet
90,18,report,111,message,-10.189087867736816,hit_wordnet
91,19,time interval,520,time period,-2.8712735176086426,hit_wordnet
92,19,time interval,517,entity,-9.8778657913208,hit_wordnet
93,19,time interval,683,process,-10.57517147064209,hit_wordnet
94,19,time interval,781,group,-10.741519927978516,hit_wordnet
95,19,time interval,839,object,-12.886256217956543,hit_wordnet
96,20,distinct plugin type,517,entity,-12.635213851928711,hit_wordnet
97,20,distinct plugin type,781,group,-12.93986988067627,hit_wordnet
98,20,distinct plugin type,520,time period,-13.064477920532227,hit_wordnet
99,20,distinct plugin type,849,kind,-15.689239501953125,hit_wordnet
100,20,distinct plugin type,894,different class,-16.288890838623047,hit_wordnet
101,21,resource accounting,117,accounting,-8.72040843963623,hit_wordnet
102,21,resource accounting,2,accounting information,-12.744139671325684,hit_wordnet
103,21,resource accounting,520,time period,-13.055889129638672,hit_wordnet
104,21,resource accounting,15,valuable information,-13.354434967041016,hit_wordnet
105,21,resource accounting,172,accounting tool,-14.897821426391602,hit_wordnet
106,22,slurm configuration parameter,322,configuration parameter,-11.102753639221191,hit_wordnet
107,22,slurm configuration parameter,520,time period,-11.837411880493164,hit_wordnet
108,22,slurm configuration parameter,483,available configuration parameter,-11.860352516174316,hit_wordnet
109,22,slurm configuration parameter,517,entity,-13.787405014038086,hit_wordnet
110,22,slurm configuration parameter,2038,step 1slurm.conf parameterpossible valuesdescription,-14.108804702758789,hit_wordnet
111,23,plugin,48,appropriate plugin,-8.253974914550781,hit_wordnet
112,23,plugin,517,entity,-9.904134750366211,hit_wordnet
113,23,plugin,520,time period,-10.207082748413086,hit_wordnet
114,23,plugin,781,group,-10.5585355758667,hit_wordnet
115,23,plugin,866,program,-12.031167984008789,hit_wordnet
116,24,accountingstoragetype,517,entity,-12.430845260620117,hit_wordnet
117,24,accountingstoragetype,1509,software,-13.174333572387695,hit_wordnet
118,24,accountingstoragetype,1353,software product,-13.177957534790039,hit_wordnet
119,24,accountingstoragetype,520,time period,-13.425701141357422,hit_wordnet
120,24,accountingstoragetype,7,database,-13.681625366210938,hit_wordnet
121,25,detailed job,1301,specified job,-7.517848968505859,hit_wordnet
122,25,detailed job,3,job,-8.406755447387695,hit_wordnet
123,25,detailed job,680,other job,-9.71727180480957,hit_wordnet
124,25,detailed job,1580,submit job,-9.807570457458496,hit_wordnet
125,25,detailed job,1264,complete job,-9.932613372802734,hit_wordnet
126,26,job step information,333,step information,-7.009067058563232,hit_wordnet
127,26,job step information,35,job completion information,-7.785828113555908,hit_wordnet
128,26,job step information,43,only basic job information,-11.233748435974121,hit_wordnet
129,26,job step information,331,job information,-11.247496604919434,hit_wordnet
130,26,job step information,520,time period,-12.256973266601562,hit_wordnet
131,27,text file,52,file,-8.282037734985352,hit_wordnet
132,27,text file,2135,readable format,-11.22469711303711,hit_wordnet
133,27,text file,520,time period,-11.411462783813477,hit_wordnet
134,27,text file,1326,executable file,-12.101982116699219,hit_wordnet
135,27,text file,517,entity,-12.663187026977539,hit_wordnet
136,28,slurmdbd,520,time period,-11.270854949951172,hit_wordnet
137,28,slurmdbd,517,entity,-12.773386001586914,hit_wordnet
138,28,slurmdbd,781,group,-13.092679023742676,hit_wordnet
139,28,slurmdbd,683,process,-14.499439239501953,hit_wordnet
140,28,slurmdbd,47,sacct,-16.75111198425293,hit_wordnet
141,29,jobacctgathertype,517,entity,-11.49325942993164,hit_wordnet
142,29,jobacctgathertype,520,time period,-12.199068069458008,hit_wordnet
143,29,jobacctgathertype,1509,software,-12.968856811523438,hit_wordnet
144,29,jobacctgathertype,781,group,-13.355067253112793,hit_wordnet
145,29,jobacctgathertype,2210,selecttypeparameter configuration option,-14.195720672607422,hit_wordnet
146,30,mechanism,520,time period,-7.760498046875,hit_wordnet
147,30,mechanism,683,process,-8.017264366149902,hit_wordnet
148,30,mechanism,517,entity,-8.27112102508545,hit_wordnet
149,30,mechanism,854,active process,-9.546257019042969,hit_wordnet
150,30,mechanism,137,communication,-9.831029891967773,hit_wordnet
151,31,jobacct_gather,517,entity,-10.893054962158203,hit_wordnet
152,31,jobacct_gather,520,time period,-11.564903259277344,hit_wordnet
153,31,jobacct_gather,781,group,-11.639084815979004,hit_wordnet
154,31,jobacct_gather,683,process,-13.650211334228516,hit_wordnet
155,31,jobacct_gather,866,program,-14.187582015991211,hit_wordnet
156,32,linux,781,group,-11.893086433410645,hit_wordnet
157,32,linux,520,time period,-12.272562026977539,hit_wordnet
158,32,linux,517,entity,-12.373714447021484,hit_wordnet
159,32,linux,552,organization,-14.97946548461914,hit_wordnet
160,32,linux,683,process,-15.160717010498047,hit_wordnet
161,33,cgroup,781,group,-8.854157447814941,hit_wordnet
162,33,cgroup,517,entity,-10.37021255493164,hit_wordnet
163,33,cgroup,520,time period,-11.057573318481445,hit_wordnet
164,33,cgroup,1708,process group,-11.973447799682617,hit_wordnet
165,33,cgroup,552,organization,-12.464887619018555,hit_wordnet
166,34,jobcomptype,517,entity,-11.353744506835938,hit_wordnet
167,34,jobcomptype,520,time period,-11.690629959106445,hit_wordnet
168,34,jobcomptype,721,concept,-11.762871742248535,hit_wordnet
169,34,jobcomptype,523,ability,-12.668627738952637,hit_wordnet
170,34,jobcomptype,1004,attribute,-12.830901145935059,hit_wordnet
171,35,job completion information,331,job information,-10.065361976623535,hit_wordnet
172,35,job completion information,43,only basic job information,-10.861111640930176,hit_wordnet
173,35,job completion information,333,step information,-11.992484092712402,hit_wordnet
174,35,job completion information,15,valuable information,-12.4769287109375,hit_wordnet
175,35,job completion information,520,time period,-12.486482620239258,hit_wordnet
176,36,job name,517,entity,-10.399261474609375,hit_wordnet
177,36,job name,520,time period,-11.107248306274414,hit_wordnet
178,36,job name,781,group,-12.41882038116455,hit_wordnet
179,36,job name,123,same name,-13.052350997924805,hit_wordnet
180,36,job name,195,address,-13.714183807373047,hit_wordnet
181,37,user name,133,username,-5.929633140563965,hit_wordnet
182,37,user name,517,entity,-10.718042373657227,hit_wordnet
183,37,user name,213,user entity,-11.213359832763672,hit_wordnet
184,37,user name,520,time period,-11.761558532714844,hit_wordnet
185,37,user name,123,same name,-12.994749069213867,hit_wordnet
186,38,node,520,time period,-8.875213623046875,hit_wordnet
187,38,node,2066,contiguous node,-9.171488761901855,hit_wordnet
188,38,node,781,group,-9.66430377960205,hit_wordnet
189,38,node,517,entity,-9.923776626586914,hit_wordnet
190,38,node,683,process,-11.238597869873047,hit_wordnet
191,39,time,520,time period,-4.462027549743652,hit_wordnet
192,39,time,19,time interval,-6.951018333435059,hit_wordnet
193,39,time,517,entity,-9.857393264770508,hit_wordnet
194,39,time,104,state,-11.413357734680176,hit_wordnet
195,39,time,781,group,-11.488107681274414,hit_wordnet
196,40,completion time,520,time period,-8.410087585449219,hit_wordnet
197,40,completion time,19,time interval,-9.924981117248535,hit_wordnet
198,40,completion time,860,fixed time interval,-11.070271492004395,hit_wordnet
199,40,completion time,39,time,-11.189596176147461,hit_wordnet
200,40,completion time,794,execution time,-11.579540252685547,hit_wordnet
201,41,exit statu,520,time period,-11.613290786743164,hit_wordnet
202,41,exit statu,517,entity,-13.335000991821289,hit_wordnet
203,41,exit statu,781,group,-13.635748863220215,hit_wordnet
204,41,exit statu,683,process,-13.824701309204102,hit_wordnet
205,41,exit statu,141,machine,-15.350613594055176,hit_wordnet
206,42,preservation,520,time period,-7.899857521057129,hit_wordnet
207,42,preservation,791,condition,-8.708349227905273,hit_wordnet
208,42,preservation,104,state,-10.51188850402832,hit_wordnet
209,42,preservation,622,change,-10.51884651184082,hit_wordnet
210,42,preservation,683,process,-10.663040161132812,hit_wordnet
211,43,only basic job information,331,job information,-7.397371292114258,hit_wordnet
212,43,only basic job information,2,accounting information,-11.37839126586914,hit_wordnet
213,43,only basic job information,15,valuable information,-12.002706527709961,hit_wordnet
214,43,only basic job information,425,info,-12.495603561401367,hit_wordnet
215,43,only basic job information,1256,other information,-12.514575958251953,hit_wordnet
216,44,minimal overhead,520,time period,-11.673959732055664,hit_wordnet
217,44,minimal overhead,517,entity,-14.75973892211914,hit_wordnet
218,44,minimal overhead,781,group,-15.155211448669434,hit_wordnet
219,44,minimal overhead,390,work,-15.612909317016602,hit_wordnet
220,44,minimal overhead,19,time interval,-15.695260047912598,hit_wordnet
221,45,mysql,300,mysql database,-8.321520805358887,hit_wordnet
222,45,mysql,7,database,-9.561781883239746,hit_wordnet
223,45,mysql,517,entity,-11.02188491821289,hit_wordnet
224,45,mysql,520,time period,-11.48068618774414,hit_wordnet
225,45,mysql,781,group,-11.762024879455566,hit_wordnet
226,46,mariadb database,7,database,-12.732675552368164,hit_wordnet
227,46,mariadb database,517,entity,-13.902523040771484,hit_wordnet
228,46,mariadb database,520,time period,-13.985940933227539,hit_wordnet
229,46,mariadb database,300,mysql database,-14.242349624633789,hit_wordnet
230,46,mariadb database,781,group,-14.694537162780762,hit_wordnet
231,47,sacct,781,group,-9.004114151000977,hit_wordnet
232,47,sacct,520,time period,-9.101058959960938,hit_wordnet
233,47,sacct,517,entity,-9.247888565063477,hit_wordnet
234,47,sacct,683,process,-10.68800163269043,hit_wordnet
235,47,sacct,839,object,-12.697229385375977,hit_wordnet
236,48,appropriate plugin,520,time period,-10.190185546875,hit_wordnet
237,48,appropriate plugin,517,entity,-10.221748352050781,hit_wordnet
238,48,appropriate plugin,781,group,-10.884930610656738,hit_wordnet
239,48,appropriate plugin,683,process,-12.79085922241211,hit_wordnet
240,48,appropriate plugin,866,program,-14.015447616577148,hit_wordnet
241,49,jobcomp,520,time period,-11.739313125610352,hit_wordnet
242,49,jobcomp,517,entity,-12.325002670288086,hit_wordnet
243,49,jobcomp,781,group,-12.355351448059082,hit_wordnet
244,49,jobcomp,1301,specified job,-12.715015411376953,hit_wordnet
245,49,jobcomp,95,service,-12.728832244873047,hit_wordnet
246,50,filetxt,520,time period,-10.955436706542969,hit_wordnet
247,50,filetxt,781,group,-11.279780387878418,hit_wordnet
248,50,filetxt,517,entity,-11.796585083007812,hit_wordnet
249,50,filetxt,683,process,-13.551355361938477,hit_wordnet
250,50,filetxt,513,tool,-13.625021934509277,hit_wordnet
251,51,pathname,520,time period,-11.203439712524414,hit_wordnet
252,51,pathname,1794,incorrect path name,-11.405491828918457,hit_wordnet
253,51,pathname,517,entity,-13.208641052246094,hit_wordnet
254,51,pathname,781,group,-13.778162956237793,hit_wordnet
255,51,pathname,683,process,-15.357030868530273,hit_wordnet
256,52,file,520,time period,-9.412431716918945,hit_wordnet
257,52,file,517,entity,-9.984786987304688,hit_wordnet
258,52,file,7,database,-10.989110946655273,hit_wordnet
259,52,file,781,group,-11.507092475891113,hit_wordnet
260,52,file,8,information,-12.43608570098877,hit_wordnet
261,53,log,520,time period,-10.36184310913086,hit_wordnet
262,53,log,517,entity,-11.874017715454102,hit_wordnet
263,53,log,781,group,-13.076165199279785,hit_wordnet
264,53,log,18,report,-13.408370971679688,hit_wordnet
265,53,log,484,unit,-13.948073387145996,hit_wordnet
266,54,job_completion,520,time period,-10.824760437011719,hit_wordnet
267,54,job_completion,517,entity,-13.31446647644043,hit_wordnet
268,54,job_completion,452,transaction,-13.903790473937988,hit_wordnet
269,54,job_completion,11,individual task,-14.478410720825195,hit_wordnet
270,54,job_completion,13,task,-14.540223121643066,hit_wordnet
271,55,similar tool,684,other tool,-5.2672271728515625,hit_wordnet
272,55,similar tool,513,tool,-6.8539323806762695,hit_wordnet
273,55,similar tool,141,machine,-9.92974853515625,hit_wordnet
274,55,similar tool,517,entity,-10.212660789489746,hit_wordnet
275,55,similar tool,520,time period,-10.563907623291016,hit_wordnet
276,56,log file,394,logfile,-6.994804382324219,hit_wordnet
277,56,log file,52,file,-11.159550666809082,hit_wordnet
278,56,log file,1977,work file,-11.602219581604004,hit_wordnet
279,56,log file,27,text file,-12.028121948242188,hit_wordnet
280,56,log file,1395,binary file,-12.04004955291748,hit_wordnet
281,57,sigusr2,520,time period,-13.650636672973633,hit_wordnet
282,57,sigusr2,517,entity,-14.201810836791992,hit_wordnet
283,57,sigusr2,781,group,-14.513909339904785,hit_wordnet
284,57,sigusr2,683,process,-16.398622512817383,hit_wordnet
285,57,sigusr2,1871,letter,-18.609596252441406,hit_wordnet
286,58,slurmctld daemon,1668,inetd daemon,-9.70824146270752,hit_wordnet
287,58,slurmctld daemon,517,entity,-11.584936141967773,hit_wordnet
288,58,slurmctld daemon,520,time period,-11.732627868652344,hit_wordnet
289,58,slurmctld daemon,781,group,-12.177399635314941,hit_wordnet
290,58,slurmctld daemon,79,daemon,-12.600950241088867,hit_wordnet
291,59,new log file,56,log file,-6.143253326416016,hit_wordnet
292,59,new log file,1593,error log file,-6.674231052398682,hit_wordnet
293,59,new log file,1028,daemon log file,-7.385100364685059,hit_wordnet
294,59,new log file,394,logfile,-9.163369178771973,hit_wordnet
295,59,new log file,939,error file,-12.088277816772461,hit_wordnet
296,60,datum,520,time period,-6.269140243530273,hit_wordnet
297,60,datum,517,entity,-6.826298713684082,hit_wordnet
298,60,datum,781,group,-8.777856826782227,hit_wordnet
299,60,datum,683,process,-10.423564910888672,hit_wordnet
300,60,datum,839,object,-10.783214569091797,hit_wordnet
301,61,availability,520,time period,-9.653942108154297,hit_wordnet
302,61,availability,337,quality,-10.294958114624023,hit_wordnet
303,61,availability,791,condition,-10.457073211669922,hit_wordnet
304,61,availability,523,ability,-10.502644538879395,hit_wordnet
305,61,availability,1004,attribute,-10.527196884155273,hit_wordnet
306,62,password datum,517,entity,-12.087045669555664,hit_wordnet
307,62,password datum,520,time period,-12.087364196777344,hit_wordnet
308,62,password datum,1811,authentication datum format error,-13.072330474853516,hit_wordnet
309,62,password datum,781,group,-13.58944034576416,hit_wordnet
310,62,password datum,60,datum,-14.45157241821289,hit_wordnet
311,63,slurm control daemon,520,time period,-12.502342224121094,hit_wordnet
312,63,slurm control daemon,517,entity,-12.74887466430664,hit_wordnet
313,63,slurm control daemon,781,group,-13.438164710998535,hit_wordnet
314,63,slurm control daemon,683,process,-14.159456253051758,hit_wordnet
315,63,slurm control daemon,1668,inetd daemon,-16.759828567504883,hit_wordnet
316,64,slurmctld,520,time period,-9.758054733276367,hit_wordnet
317,64,slurmctld,781,group,-10.292037010192871,hit_wordnet
318,64,slurmctld,517,entity,-11.472074508666992,hit_wordnet
319,64,slurmctld,683,process,-14.730672836303711,hit_wordnet
320,64,slurmctld,849,kind,-14.771429061889648,hit_wordnet
321,65,user command,1245,basic command,-10.466477394104004,hit_wordnet
322,65,user command,1064,following command,-10.98703384399414,hit_wordnet
323,65,user command,293,command,-11.589151382446289,hit_wordnet
324,65,user command,1183,other useful command,-13.121761322021484,hit_wordnet
325,65,user command,520,time period,-13.268810272216797,hit_wordnet
326,66,user,749,member,-8.321256637573242,hit_wordnet
327,66,user,517,entity,-8.385160446166992,hit_wordnet
328,66,user,781,group,-10.008922576904297,hit_wordnet
329,66,user,141,machine,-11.380388259887695,hit_wordnet
330,66,user,520,time period,-11.445478439331055,hit_wordnet
331,67,database security,520,time period,-12.835151672363281,hit_wordnet
332,67,database security,517,entity,-13.877422332763672,hit_wordnet
333,67,database security,136,security,-13.995767593383789,hit_wordnet
334,67,database security,15,valuable information,-14.501012802124023,hit_wordnet
335,67,database security,405,security purpose,-14.865217208862305,hit_wordnet
336,68,intermediate daemon,149,different daemon,-7.270326614379883,hit_wordnet
337,68,intermediate daemon,517,entity,-10.612802505493164,hit_wordnet
338,68,intermediate daemon,781,group,-11.382390022277832,hit_wordnet
339,68,intermediate daemon,520,time period,-11.576541900634766,hit_wordnet
340,68,intermediate daemon,79,daemon,-12.493318557739258,hit_wordnet
341,69,well security,136,security,-8.157464981079102,hit_wordnet
342,69,well security,316,minimal security,-10.508943557739258,hit_wordnet
343,69,well security,520,time period,-12.301811218261719,hit_wordnet
344,69,well security,405,security purpose,-13.213993072509766,hit_wordnet
345,69,well security,422,permission,-13.415363311767578,hit_wordnet
346,70,performance,520,time period,-6.126441955566406,hit_wordnet
347,70,performance,13,task,-7.84473991394043,hit_wordnet
348,70,performance,674,event,-8.060848236083984,hit_wordnet
349,70,performance,170,action,-8.255032539367676,hit_wordnet
350,70,performance,279,situation,-9.199472427368164,hit_wordnet
351,71,slurm database daemon,63,slurm control daemon,-12.20678997039795,hit_wordnet
352,71,slurm database daemon,517,entity,-12.625246047973633,hit_wordnet
353,71,slurm database daemon,520,time period,-12.665243148803711,hit_wordnet
354,71,slurm database daemon,781,group,-13.593544960021973,hit_wordnet
355,71,slurm database daemon,683,process,-15.083810806274414,hit_wordnet
356,72,such service,95,service,-6.035400390625,hit_wordnet
357,72,such service,520,time period,-10.831445693969727,hit_wordnet
358,72,such service,381,enterprise,-12.265127182006836,hit_wordnet
359,72,such service,13,task,-12.400422096252441,hit_wordnet
360,72,such service,472,plan,-12.541017532348633,hit_wordnet
361,73,configuration,223,system,-8.072545051574707,hit_wordnet
362,73,configuration,520,time period,-8.26220989227295,hit_wordnet
363,73,configuration,835,placement,-8.987323760986328,hit_wordnet
364,73,configuration,552,organization,-9.452207565307617,hit_wordnet
365,73,configuration,721,concept,-9.583148956298828,hit_wordnet
366,74,slurm plugin,520,time period,-12.60099983215332,hit_wordnet
367,74,slurm plugin,517,entity,-13.311912536621094,hit_wordnet
368,74,slurm plugin,781,group,-13.58545207977295,hit_wordnet
369,74,slurm plugin,683,process,-14.299882888793945,hit_wordnet
370,74,slurm plugin,513,tool,-14.851550102233887,hit_wordnet
371,75,authentication,520,time period,-11.702280044555664,hit_wordnet
372,75,authentication,1139,disclosure,-12.64148235321045,hit_wordnet
373,75,authentication,15,valuable information,-12.744161605834961,hit_wordnet
374,75,authentication,517,entity,-12.916297912597656,hit_wordnet
375,75,authentication,405,security purpose,-13.111053466796875,hit_wordnet
376,76,slurm sql,245,sql,-12.404420852661133,hit_wordnet
377,76,slurm sql,520,time period,-12.520278930664062,hit_wordnet
378,76,slurm sql,517,entity,-13.440643310546875,hit_wordnet
379,76,slurm sql,781,group,-14.20654010772705,hit_wordnet
380,76,slurm sql,7,database,-15.884910583496094,hit_wordnet
381,77,database use,520,time period,-11.118228912353516,hit_wordnet
382,77,database use,117,accounting,-12.272258758544922,hit_wordnet
383,77,database use,11,individual task,-12.29037857055664,hit_wordnet
384,77,database use,472,plan,-12.906335830688477,hit_wordnet
385,77,database use,2097,different task,-12.922000885009766,hit_wordnet
386,78,other slurm command,520,time period,-11.812814712524414,hit_wordnet
387,78,other slurm command,517,entity,-13.356550216674805,hit_wordnet
388,78,other slurm command,781,group,-13.623734474182129,hit_wordnet
389,78,other slurm command,683,process,-14.233924865722656,hit_wordnet
390,78,other slurm command,1183,other useful command,-15.743537902832031,hit_wordnet
391,79,daemon,517,entity,-7.947532653808594,hit_wordnet
392,79,daemon,781,group,-8.688164710998535,hit_wordnet
393,79,daemon,520,time period,-10.461944580078125,hit_wordnet
394,79,daemon,558,child,-11.560017585754395,hit_wordnet
395,79,daemon,749,member,-12.083998680114746,hit_wordnet
396,80,host,517,entity,-8.551050186157227,hit_wordnet
397,80,host,781,group,-9.130520820617676,hit_wordnet
398,80,host,749,member,-9.584028244018555,hit_wordnet
399,80,host,1225,owner,-10.245845794677734,hit_wordnet
400,80,host,66,user,-10.896854400634766,hit_wordnet
401,81,slurmdbd rpm,520,time period,-10.807695388793945,hit_wordnet
402,81,slurmdbd rpm,683,process,-15.031620025634766,hit_wordnet
403,81,slurmdbd rpm,517,entity,-15.3724365234375,hit_wordnet
404,81,slurmdbd rpm,781,group,-15.740778923034668,hit_wordnet
405,81,slurmdbd rpm,19,time interval,-15.8815336227417,hit_wordnet
406,82,server,120,computer,-10.666913032531738,hit_wordnet
407,82,server,517,entity,-10.758808135986328,hit_wordnet
408,82,server,141,machine,-11.185830116271973,hit_wordnet
409,82,server,781,group,-11.57482624053955,hit_wordnet
410,82,server,520,time period,-12.05443000793457,hit_wordnet
411,83,mysql plugin,517,entity,-12.761049270629883,hit_wordnet
412,83,mysql plugin,520,time period,-13.056093215942383,hit_wordnet
413,83,mysql plugin,781,group,-13.596325874328613,hit_wordnet
414,83,mysql plugin,1509,software,-13.688407897949219,hit_wordnet
415,83,mysql plugin,7,database,-14.209619522094727,hit_wordnet
416,84,slurmdbd plugin,520,time period,-12.164388656616211,hit_wordnet
417,84,slurmdbd plugin,517,entity,-12.940656661987305,hit_wordnet
418,84,slurmdbd plugin,781,group,-13.777043342590332,hit_wordnet
419,84,slurmdbd plugin,683,process,-14.248937606811523,hit_wordnet
420,84,slurmdbd plugin,513,tool,-16.022239685058594,hit_wordnet
421,85,cluster,781,group,-5.906761169433594,hit_wordnet
422,85,cluster,520,time period,-6.661565780639648,hit_wordnet
423,85,cluster,517,entity,-7.8134565353393555,hit_wordnet
424,85,cluster,683,process,-9.251448631286621,hit_wordnet
425,85,cluster,849,kind,-10.713116645812988,hit_wordnet
426,86,sacctmgr list cluster,781,group,-11.584105491638184,hit_wordnet
427,86,sacctmgr list cluster,520,time period,-12.029106140136719,hit_wordnet
428,86,sacctmgr list cluster,517,entity,-12.211181640625,hit_wordnet
429,86,sacctmgr list cluster,85,cluster,-12.776599884033203,hit_wordnet
430,86,sacctmgr list cluster,2011,new lsf cluster,-13.591774940490723,hit_wordnet
431,87,snowflake,520,time period,-10.169960021972656,hit_wordnet
432,87,snowflake,517,entity,-12.553791046142578,hit_wordnet
433,87,snowflake,683,process,-12.904064178466797,hit_wordnet
434,87,snowflake,781,group,-13.404541969299316,hit_wordnet
435,87,snowflake,513,tool,-14.136908531188965,hit_wordnet
436,88,cluster snowflake,520,time period,-11.364498138427734,hit_wordnet
437,88,cluster snowflake,517,entity,-14.10983657836914,hit_wordnet
438,88,cluster snowflake,683,process,-14.517065048217773,hit_wordnet
439,88,cluster snowflake,87,snowflake,-14.66558837890625,hit_wordnet
440,88,cluster snowflake,781,group,-15.038956642150879,hit_wordnet
441,89,failure,520,time period,-8.23931884765625,hit_wordnet
442,89,failure,791,condition,-10.5315523147583,hit_wordnet
443,89,failure,170,action,-10.64546012878418,hit_wordnet
444,89,failure,279,situation,-10.85617446899414,hit_wordnet
445,89,failure,731,behavior,-11.043493270874023,hit_wordnet
446,90,switch,513,tool,-6.9880876541137695,hit_wordnet
447,90,switch,141,machine,-8.756647109985352,hit_wordnet
