term_id,term_text,term_lemma,length_tokens,freq_total,freq_docs,created_at,updated_at
52,sacct,sacct,1,6,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
53,appropriate plugin,appropriate plugin,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
54,jobcomp,jobcomp,1,3,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
55,filetxt,filetxt,1,2,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
56,pathname,pathname,1,4,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
57,file,file,1,15,3,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
58,JobCompLoc=/var,jobcomploc=/var,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
59,log,log,1,7,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
60,job_completions,job_completions,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
61,JobCompType=jobcomp/filetxt,jobcomptype=<PATH>,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
62,JobCompLoc=/var/log/slurm/job_completions,jobcomploc=<PATH>,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
63,JobCompLoc,jobcomploc,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
64,similar tool,similar tool,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
65,log files,log file,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
66,SIGUSR2 signal,sigusr2 signal,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
67,slurmctld daemon,slurmctld daemon,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
68,new log files,new log file,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
69,SIGUSR2,SIGUSR2,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
70,data,datum,1,18,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
71,availability,availability,1,4,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
72,password data,password datum,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
73,Slurm control daemon,slurm control daemon,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
74,user commands,user command,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
75,sacctmgr,sacctmgr,1,9,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
76,users,user,1,82,3,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
77,database security,database security,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
78,intermediate daemon,intermediate daemon,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
79,better security,well security,2,2,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
80,performance,performance,1,4,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
81,Slurm Database Daemon,slurm database daemon,3,5,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
82,such services,such service,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
83,configuration,configuration,1,3,3,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
84,Slurm plugins,slurm plugin,2,2,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
85,authentication,authentication,1,8,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
86,Slurm SQL,slurm sql,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
87,database use,database use,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
88,other Slurm commands,other slurm command,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
89,daemons,daemon,1,16,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
90,host,host,1,164,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
91,slurmdbd RPMs,slurmdbd rpms,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
92,server,server,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
93,SQL,SQL,1,5,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
94,MySQL plugin,mysql plugin,2,3,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
95,SlurmDBD plugin,slurmdbd plugin,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
96,cluster,cluster,1,115,4,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
97,things,thing,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
98,sacctmgr list cluster,sacctmgr list cluster,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
99,name,name,1,38,3,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
100,snowflake,snowflake,1,3,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
101,cluster snowflake,cluster snowflake,2,3,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
102,Failure,failure,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
103,switch,switch,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
104,new version,new version,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
105,same time,same time,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
106,unexpected results,unexpected result,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
107,Infrastructure,infrastructure,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
108,multiple clusters,multiple cluster,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
109,single location,single location,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
110,constraints,constraint,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
111,user naming,user naming,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
112,Accounting,accounting,1,4,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
113,user ID,user id,2,2,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
114,same person,same person,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
115,computers,computer,1,6,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
116,user ID numbers,user id number,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
117,SlurmUser,slurmuser,1,2,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
118,same name,same name,2,3,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
119,administrators,administrator,1,5,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
120,user accounts,user account,2,5,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
121,limits,limit,1,17,3,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
122,consistent names,consistent name,2,2,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
123,access,access,1,11,3,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
124,records,record,1,4,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
125,default,default,1,32,3,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
126,lowercase usernames,lowercase username,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
127,Parameters = PreserveCaseUser,parameter = preservecaseuser,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
128,slurmdbd.conf,slurmdbd.conf,1,5,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
129,usernames,username,1,3,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
130,uppercase characters,uppercase character,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
131,Parameters=PreserveCaseUser,parameters=<VAL>,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
132,Parameters,parameters,1,2,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
133,best way,good way,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
134,security,security,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
135,data,data,1,2,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
136,communications,communication,1,6,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
137,MUNGE,munge,1,8,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
138,purpose,purpose,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
139,normal MUNGE configuration,normal munge configuration,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
140,MUNGE,MUNGE,1,15,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
141,machine,machine,1,6,3,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
142,choice,choice,1,2,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
143,single MUNGE key,single munge key,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
144,unique key,unique key,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
145,second key,second key,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
146,MUNGE enhancements,munge enhancement,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
147,keys,key,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
148,single configuration file,single configuration file,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
149,different daemons,different daemon,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
150,different configurations,different configuration,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
151,different keys,different key,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
152,key files,key file,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
153,file option,file option,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
154,proper key,proper key,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
155,--socket option,--socket option,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
156,distinct local domain sockets,distinct local domain socket,4,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
157,--key-file,--key-file,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
158,--socket,--socket,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
159,local domain socket,local domain socket,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
160,SlurmDBD configuration files,slurmdbd configuration file,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
161,more details,more detail,2,2,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
162,authentication module,authentication module,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
163,way,way,1,6,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
164,UIDs,uid,1,2,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
165,same i d,same i d,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
166,case,case,1,19,3,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
167,combination,combination,1,5,3,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
168,passwd file,passwd file,2,3,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
169,database server,database server,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
170,DBD,dbd,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
171,action,action,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
172,operator,operator,1,3,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
173,accounting tools,accounting tool,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
174,same UID,same uid,2,3,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
175,LDAP server,ldap server,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
176,DBD,DBD,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
177,UID,UID,1,3,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
178,LDAP,LDAP,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
179,Storage Backup Host,storage backup host,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
180,backup instance,backup instance,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
181,AccountingStorageBackupHost,accountingstoragebackuphost,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
182,DbdBackupHost,dbdbackuphost,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
183,backup host,backup host,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
184,different machine,different machine,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
185,one,one,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
186,primary instance,primary instance,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
187,instances,instance,1,5,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
188,same database,same database,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
189,same munge key(s,same munge key(s,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
190,same users,same user,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
191,GIDs,gids,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
192,network page,network page,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
193,visual representation,visual representation,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
194,Slurm JobComp Configuration,slurm jobcomp configuration,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
195,job completion,job completion,2,2,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
196,script,script,1,7,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
197,flat file,flat file,2,3,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
198,accounting storage plugin,accounting storage plugin,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
199,job completion plugin,job completion plugin,3,2,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
200,important parameters,important parameter,2,2,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
201,address,address,1,3,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
202,database server executes,database server execute,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
203,Location,location,1,7,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
204,job completion data,job completion datum,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
205,Password,password,1,9,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
206,JobCompPort,jobcompport,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
207,network port,network port,2,2,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
208,Type,type,1,13,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
209,jobcomp plugin,jobcomp plugin,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
210,mysql,mysql,1,22,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
211,JobCompUser,jobcompuser,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
212,JobCompParams,jobcompparam,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
213,arbitrary text string,arbitrary text string,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
214,Slurm Accounting Configuration,slurm accounting configuration,3,2,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
215,Build,build,1,3,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
216,AccountingStorageType = accounting_storage,accountingstoragetype = accounting_storage,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
217,AccountingStorageType=accounting_storage/slurmdbd.,accountingstoragetype=<PATH>,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
218,creation,creation,1,4,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
219,user entities,user entity,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
220,associations,association,1,18,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
221,account,account,1,24,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
222,partition,partition,1,9,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
223,preferred database,preferred database,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
224,Upgrade Guide,upgrade guide,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
225,place upgrades,place upgrade,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
226,DB server packages,db server package,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
227,development package,development package,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
228,system,system,1,8,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
229,InnoDB storage engine,innodb storage engine,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
230,MySQL installation,mysql installation,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
231,rollback,rollback,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
232,configure script,configure script,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
233,mysql_config,mysql_config,1,2,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
234,libraries,library,1,2,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
235,headers,header,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
236,mysql_config script,mysql_config script,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
237,mysql_conf=/path,mysql_conf=/path,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
238,mysql_config option,mysql_config option,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
239,successful configure,successful configure,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
240,output,output,1,10,3,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
241,bin / mysql_config,bin / mysql_config,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
242,MySQL test program,mysql test program,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
243,NOTE,note,1,7,4,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
244,--with-mysql,--with-mysql,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
245,with-mysql_conf=/path/to/mysql_config,with-mysql_conf=<PATH>,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
246,with-mysql_conf,with-mysql_conf,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
247,NOTE,NOTE,1,3,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
248,first time,first time,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
249,several MySQL,several mysql,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
250,MariaDB server settings,mariadb server setting,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
251,percent,percent,1,3,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
252,available memory,available memory,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
253,SQL server,sql server,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
254,GiB.,gib.,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
255,value,value,1,27,3,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
256,problems,problem,1,17,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
257,large Slurm databases,large slurm database,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
258,old records,old record,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
259,innodb_buffer_pool_size,innodb_buffer_pool_size,1,3,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
260,innodb_log_files_in_group,innodb_log_files_in_group,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
261,unnecessary small writes,unnecessary small write,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
262,disk,disk,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
263,mind,mind,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
264,recovery times,recovery time,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
265,SQL server shuts,sql server shut,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
266,innodb_redo_log_capacity,innodb_redo_log_capacity,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
267,MySQL 8.0.30 +,mysql 8.0.30 +,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
268,innodb_lock_wait_timeout,innodb_lock_wait_timeout,1,2,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
269,seconds,second,1,4,2,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
270,queries,query,1,2,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
271,max_allowed_packet,max_allowed_packet,1,2,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
272,older SQL server versions,old sql server version,4,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
273,AccountingStoreFlags = job_env,accountingstoreflag = job_env,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
274,job_script,job_script,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
275,AccountingStoreFlags=job_env,accountingstoreflags=<VAL>,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
276,AccountingStoreFlags,accountingstoreflags,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
277,SHOW VARIABLES,show variables,2,2,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
278,| Value |,| value |,3,2,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
279,| innodb_buffer_pool_size |,| innodb_buffer_pool_size |,3,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
280,row,row,1,9,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
281,set,set,1,7,3,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
282,sec,sec,1,6,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
283,cat my.cnf,cat my.cnf,2,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
284,mysqld,mysqld,1,1,1,2025-11-14T15:11:19Z,2025-11-14T15:11:19Z
