id,child_canonical_id,child_canonical_term,parent_canonical_id,parent_canonical_term,score,method
62,15,valuable,664,sum,-12.539024353027344,hit_wordnet
63,15,valuable,907,share,-12.575020790100098,hit_wordnet
64,15,valuable,954,product,-12.653456687927246,hit_wordnet
65,16,imbalance,791,condition,-10.82177448272705,hit_wordnet
66,16,imbalance,1004,attribute,-10.863736152648926,hit_wordnet
67,16,imbalance,337,quality,-11.318632125854492,hit_wordnet
68,16,imbalance,490,amount,-11.539690971374512,hit_wordnet
69,16,imbalance,523,ability,-11.652009010314941,hit_wordnet
70,17,sreport,781,group,-9.788674354553223,hit_wordnet
71,17,sreport,517,entity,-10.40045166015625,hit_wordnet
72,17,sreport,2052,whole,-10.652863502502441,hit_wordnet
73,17,sreport,683,process,-12.061363220214844,hit_wordnet
74,17,sreport,493,site,-12.64323616027832,hit_wordnet
75,18,report,8,information,-8.624723434448242,hit_wordnet
76,18,report,517,entity,-8.681255340576172,hit_wordnet
77,18,report,1139,disclosure,-9.265499114990234,hit_wordnet
78,18,report,111,message,-10.189087867736816,hit_wordnet
79,18,report,1704,topic,-10.36298942565918,hit_wordnet
80,19,particular time,39,time,-6.413319110870361,hit_wordnet
81,19,particular time,517,entity,-10.16439151763916,hit_wordnet
82,19,particular time,781,group,-10.842766761779785,hit_wordnet
83,19,particular time,2052,whole,-11.619954109191895,hit_wordnet
84,19,particular time,653,interval,-12.124194145202637,hit_wordnet
85,20,distinct plugin,517,entity,-11.956094741821289,hit_wordnet
86,20,distinct plugin,781,group,-12.724690437316895,hit_wordnet
87,20,distinct plugin,23,plugin,-14.502811431884766,hit_wordnet
88,20,distinct plugin,866,program,-15.242616653442383,hit_wordnet
89,20,distinct plugin,1514,software application,-15.34638786315918,hit_wordnet
90,22,slurm configuration,683,process,-12.60740852355957,hit_wordnet
91,22,slurm configuration,781,group,-13.12315845489502,hit_wordnet
92,22,slurm configuration,517,entity,-13.667354583740234,hit_wordnet
93,22,slurm configuration,2052,whole,-14.514832496643066,hit_wordnet
94,22,slurm configuration,849,kind,-15.733154296875,hit_wordnet
95,23,plugin,517,entity,-9.904134750366211,hit_wordnet
96,23,plugin,781,group,-10.5585355758667,hit_wordnet
97,23,plugin,866,program,-12.031167984008789,hit_wordnet
98,23,plugin,683,process,-12.237241744995117,hit_wordnet
99,23,plugin,2052,whole,-12.72824764251709,hit_wordnet
100,24,accountingstoragetype,517,entity,-12.430845260620117,hit_wordnet
101,24,accountingstoragetype,1060,software,-13.174333572387695,hit_wordnet
102,24,accountingstoragetype,7,database,-13.681625366210938,hit_wordnet
103,24,accountingstoragetype,660,data,-14.548727035522461,hit_wordnet
104,24,accountingstoragetype,781,group,-14.61535358428955,hit_wordnet
105,25,detailed,517,entity,-11.320907592773438,hit_wordnet
106,25,detailed,18,report,-11.938335418701172,hit_wordnet
107,25,detailed,8,information,-12.79333782196045,hit_wordnet
108,25,detailed,781,group,-13.077414512634277,hit_wordnet
109,25,detailed,2052,whole,-13.7004976272583,hit_wordnet
110,26,job step,13,task,-10.503985404968262,hit_wordnet
111,26,job step,682,running,-10.837629318237305,hit_wordnet
112,26,job step,363,run,-11.432950973510742,hit_wordnet
113,26,job step,333,step,-11.438006401062012,hit_wordnet
114,26,job step,674,event,-11.976049423217773,hit_wordnet
115,27,text,6,simple text,-4.068803310394287,hit_wordnet
116,27,text,208,arbitrary text,-7.138096809387207,hit_wordnet
117,27,text,517,entity,-7.211431503295898,hit_wordnet
118,27,text,781,group,-9.261526107788086,hit_wordnet
119,27,text,2052,whole,-9.271811485290527,hit_wordnet
120,28,slurmdbd,517,entity,-12.773386001586914,hit_wordnet
121,28,slurmdbd,781,group,-13.092679023742676,hit_wordnet
122,28,slurmdbd,683,process,-14.499439239501953,hit_wordnet
123,28,slurmdbd,2052,whole,-16.113414764404297,hit_wordnet
124,28,slurmdbd,11,individual,-16.459123611450195,hit_wordnet
125,29,jobacctgathertype,517,entity,-11.49325942993164,hit_wordnet
126,29,jobacctgathertype,1060,software,-12.968856811523438,hit_wordnet
127,29,jobacctgathertype,781,group,-13.355071067810059,hit_wordnet
128,29,jobacctgathertype,866,program,-14.360322952270508,hit_wordnet
129,29,jobacctgathertype,1040,process information,-14.518533706665039,hit_wordnet
130,30,mechanism,683,process,-8.017263412475586,hit_wordnet
131,30,mechanism,517,entity,-8.27112102508545,hit_wordnet
132,30,mechanism,137,communication,-9.831029891967773,hit_wordnet
133,30,mechanism,839,object,-9.95862102508545,hit_wordnet
134,30,mechanism,781,group,-10.236307144165039,hit_wordnet
135,31,jobacct_gather,517,entity,-10.893054962158203,hit_wordnet
136,31,jobacct_gather,781,group,-11.639084815979004,hit_wordnet
137,31,jobacct_gather,683,process,-13.650211334228516,hit_wordnet
138,31,jobacct_gather,866,program,-14.187582015991211,hit_wordnet
139,31,jobacct_gather,11,individual,-14.804065704345703,hit_wordnet
140,32,linux,781,group,-11.893092155456543,hit_wordnet
141,32,linux,517,entity,-12.373714447021484,hit_wordnet
142,32,linux,552,organization,-14.979460716247559,hit_wordnet
143,32,linux,683,process,-15.160713195800781,hit_wordnet
144,32,linux,11,individual,-15.487298965454102,hit_wordnet
145,33,cgroup,781,group,-8.854155540466309,hit_wordnet
146,33,cgroup,517,entity,-10.37021255493164,hit_wordnet
147,33,cgroup,552,organization,-12.464879035949707,hit_wordnet
148,33,cgroup,786,complex,-12.959619522094727,hit_wordnet
149,33,cgroup,683,process,-14.159791946411133,hit_wordnet
150,34,jobcomptype,517,entity,-11.353744506835938,hit_wordnet
151,34,jobcomptype,721,concept,-11.762871742248535,hit_wordnet
152,34,jobcomptype,523,ability,-12.668627738952637,hit_wordnet
153,34,jobcomptype,1004,attribute,-12.830901145935059,hit_wordnet
154,34,jobcomptype,565,science,-13.339177131652832,hit_wordnet
155,35,job completion,40,completion,-12.238131523132324,hit_wordnet
156,35,job completion,13,task,-13.411696434020996,hit_wordnet
157,35,job completion,452,transaction,-13.974215507507324,hit_wordnet
158,35,job completion,674,event,-15.062448501586914,hit_wordnet
159,35,job completion,576,attempt,-15.10462474822998,hit_wordnet
160,37,user,11,individual,-4.032103061676025,hit_wordnet
161,37,user,1637,official,-6.079117298126221,hit_wordnet
162,37,user,749,member,-8.321256637573242,hit_wordnet
163,37,user,517,entity,-8.385160446166992,hit_wordnet
164,37,user,521,man,-8.990610122680664,hit_wordnet
165,38,node,781,group,-9.664299964904785,hit_wordnet
166,38,node,517,entity,-9.923776626586914,hit_wordnet
167,38,node,2052,whole,-10.469206809997559,hit_wordnet
168,38,node,683,process,-11.23859977722168,hit_wordnet
169,38,node,85,cluster,-11.26147747039795,hit_wordnet
170,39,time,517,entity,-9.857393264770508,hit_wordnet
171,39,time,2052,whole,-11.261068344116211,hit_wordnet
172,39,time,104,state,-11.413357734680176,hit_wordnet
173,39,time,781,group,-11.488107681274414,hit_wordnet
174,39,time,1376,content,-12.264863967895508,hit_wordnet
175,40,completion,622,change,-9.483315467834473,hit_wordnet
176,40,completion,921,result,-10.135881423950195,hit_wordnet
177,40,completion,170,action,-10.156575202941895,hit_wordnet
178,40,completion,13,task,-10.362367630004883,hit_wordnet
179,40,completion,835,placement,-10.719134330749512,hit_wordnet
180,41,exit,1829,exiting,-8.993087768554688,hit_wordnet
181,41,exit,1606,situation,-10.749265670776367,hit_wordnet
182,41,exit,2052,whole,-10.801043510437012,hit_wordnet
183,41,exit,485,beginning,-11.231863021850586,hit_wordnet
184,41,exit,517,entity,-11.330020904541016,hit_wordnet
185,42,preservation,791,condition,-8.708349227905273,hit_wordnet
186,42,preservation,104,state,-10.51188850402832,hit_wordnet
187,42,preservation,622,change,-10.51884651184082,hit_wordnet
188,42,preservation,683,process,-10.663036346435547,hit_wordnet
189,42,preservation,517,entity,-10.743257522583008,hit_wordnet
190,43,only basic job,3,job,-8.173282623291016,hit_wordnet
191,43,only basic job,1268,unique job,-8.742963790893555,hit_wordnet
192,43,only basic job,1359,easy job,-10.215304374694824,hit_wordnet
193,43,only basic job,1436,working,-11.485304832458496,hit_wordnet
194,43,only basic job,1282,find job,-11.741082191467285,hit_wordnet
195,44,minimal,11,individual,-11.443441390991211,hit_wordnet
196,44,minimal,484,unit,-11.927189826965332,hit_wordnet
197,44,minimal,781,group,-12.160355567932129,hit_wordnet
198,44,minimal,517,entity,-12.25845718383789,hit_wordnet
199,44,minimal,1637,official,-13.894299507141113,hit_wordnet
200,45,mysql,7,database,-9.561781883239746,hit_wordnet
201,45,mysql,517,entity,-11.02188491821289,hit_wordnet
202,45,mysql,503,certain database,-11.693535804748535,hit_wordnet
203,45,mysql,781,group,-11.762024879455566,hit_wordnet
204,45,mysql,1060,software,-12.950204849243164,hit_wordnet
205,46,mariadb,517,entity,-13.00436782836914,hit_wordnet
206,46,mariadb,781,group,-13.226943016052246,hit_wordnet
207,46,mariadb,11,individual,-15.182106018066406,hit_wordnet
208,46,mariadb,683,process,-16.937650680541992,hit_wordnet
209,46,mariadb,1498,relative,-17.019155502319336,hit_wordnet
210,48,appropriate,517,entity,-9.441936492919922,hit_wordnet
211,48,appropriate,1376,content,-11.31748104095459,hit_wordnet
212,48,appropriate,781,group,-11.501835823059082,hit_wordnet
213,48,appropriate,8,information,-11.640259742736816,hit_wordnet
214,48,appropriate,111,message,-11.8334379196167,hit_wordnet
215,49,jobcomp,517,entity,-12.325002670288086,hit_wordnet
216,49,jobcomp,781,group,-12.355347633361816,hit_wordnet
217,49,jobcomp,95,service,-12.728832244873047,hit_wordnet
218,49,jobcomp,3,job,-12.900999069213867,hit_wordnet
219,49,jobcomp,390,work,-13.220340728759766,hit_wordnet
220,50,filetxt,781,group,-11.279780387878418,hit_wordnet
221,50,filetxt,517,entity,-11.796585083007812,hit_wordnet
222,50,filetxt,683,process,-13.551355361938477,hit_wordnet
223,50,filetxt,513,tool,-13.625021934509277,hit_wordnet
224,50,filetxt,27,text,-14.120223999023438,hit_wordnet
225,51,pathname,517,entity,-13.208641052246094,hit_wordnet
226,51,pathname,781,group,-13.778162956237793,hit_wordnet
227,51,pathname,208,arbitrary text,-14.904745101928711,hit_wordnet
228,51,pathname,683,process,-15.357025146484375,hit_wordnet
229,51,pathname,2052,whole,-15.49765682220459,hit_wordnet
230,52,file,517,entity,-9.984786987304688,hit_wordnet
231,52,file,7,database,-10.989110946655273,hit_wordnet
232,52,file,1997,copy,-11.131793975830078,hit_wordnet
233,52,file,781,group,-11.507092475891113,hit_wordnet
234,52,file,2052,whole,-11.561230659484863,hit_wordnet
235,53,log,517,entity,-11.874017715454102,hit_wordnet
236,53,log,781,group,-13.07616138458252,hit_wordnet
237,53,log,18,report,-13.408365249633789,hit_wordnet
238,53,log,484,unit,-13.948071479797363,hit_wordnet
239,53,log,7,database,-14.091497421264648,hit_wordnet
240,54,job_completion,517,entity,-13.31446647644043,hit_wordnet
241,54,job_completion,452,transaction,-13.903796195983887,hit_wordnet
242,54,job_completion,13,task,-14.540223121643066,hit_wordnet
243,54,job_completion,18,report,-14.631113052368164,hit_wordnet
244,54,job_completion,781,group,-14.81301212310791,hit_wordnet
245,55,similar,517,entity,-7.963109970092773,hit_wordnet
246,55,similar,721,concept,-9.911408424377441,hit_wordnet
247,55,similar,849,kind,-10.007111549377441,hit_wordnet
248,55,similar,781,group,-10.171935081481934,hit_wordnet
249,55,similar,1004,attribute,-11.885948181152344,hit_wordnet
250,57,sigusr2,517,entity,-14.201810836791992,hit_wordnet
251,57,sigusr2,781,group,-14.513909339904785,hit_wordnet
252,57,sigusr2,683,process,-16.398622512817383,hit_wordnet
253,57,sigusr2,786,complex,-17.42241859436035,hit_wordnet
254,57,sigusr2,11,individual,-17.55904769897461,hit_wordnet
255,58,slurmctld,781,group,-10.292037010192871,hit_wordnet
256,58,slurmctld,517,entity,-11.472074508666992,hit_wordnet
257,58,slurmctld,11,individual,-14.148752212524414,hit_wordnet
258,58,slurmctld,2052,whole,-14.44482135772705,hit_wordnet
259,58,slurmctld,683,process,-14.730672836303711,hit_wordnet
260,59,new log,53,log,-8.788591384887695,hit_wordnet
261,59,new log,517,entity,-13.653205871582031,hit_wordnet
262,59,new log,781,group,-14.525172233581543,hit_wordnet
263,59,new log,1028,daemon log,-15.34827709197998,hit_wordnet
264,59,new log,2052,whole,-15.978598594665527,hit_wordnet
265,60,datum,517,entity,-6.826299667358398,hit_wordnet
266,60,datum,2052,whole,-8.312618255615234,hit_wordnet
267,60,datum,781,group,-8.777854919433594,hit_wordnet
268,60,datum,683,process,-10.423563003540039,hit_wordnet
269,60,datum,839,object,-10.783215522766113,hit_wordnet
270,61,availability,337,quality,-10.294958114624023,hit_wordnet
271,61,availability,791,condition,-10.45707893371582,hit_wordnet
272,61,availability,523,ability,-10.502644538879395,hit_wordnet
273,61,availability,1004,attribute,-10.527196884155273,hit_wordnet
274,61,availability,139,purpose,-12.062933921813965,hit_wordnet
275,62,password,517,entity,-11.276788711547852,hit_wordnet
276,62,password,781,group,-12.91210651397705,hit_wordnet
277,62,password,2052,whole,-14.08672046661377,hit_wordnet
278,62,password,839,object,-14.26665210723877,hit_wordnet
279,62,password,484,unit,-14.344523429870605,hit_wordnet
280,63,slurm control,785,control,-13.118221282958984,hit_wordnet
281,63,slurm control,30,mechanism,-13.879318237304688,hit_wordnet
282,63,slurm control,683,process,-14.163667678833008,hit_wordnet
283,63,slurm control,517,entity,-14.719585418701172,hit_wordnet
284,63,slurm control,992,operation,-14.80069351196289,hit_wordnet
285,68,intermediate,517,entity,-9.902603149414062,hit_wordnet
286,68,intermediate,781,group,-9.955292701721191,hit_wordnet
287,68,intermediate,11,individual,-10.496326446533203,hit_wordnet
288,68,intermediate,484,unit,-11.428763389587402,hit_wordnet
289,68,intermediate,749,member,-12.730062484741211,hit_wordnet
290,69,well,517,entity,-10.054376602172852,hit_wordnet
291,69,well,2052,whole,-10.06331729888916,hit_wordnet
292,69,well,141,machine,-10.546860694885254,hit_wordnet
293,69,well,781,group,-10.615607261657715,hit_wordnet
294,69,well,513,tool,-10.992768287658691,hit_wordnet
295,70,performance,13,task,-7.84473991394043,hit_wordnet
296,70,performance,674,event,-8.060848236083984,hit_wordnet
297,70,performance,170,action,-8.255032539367676,hit_wordnet
298,70,performance,1606,situation,-9.199472427368164,hit_wordnet
299,70,performance,137,communication,-9.275971412658691,hit_wordnet
300,71,slurm database,7,database,-10.752592086791992,hit_wordnet
301,71,slurm database,503,certain database,-12.047504425048828,hit_wordnet
302,71,slurm database,517,entity,-13.214832305908203,hit_wordnet
303,71,slurm database,781,group,-14.49301815032959,hit_wordnet
304,71,slurm database,660,data,-15.671552658081055,hit_wordnet
305,72,such,517,entity,-8.841958999633789,hit_wordnet
306,72,such,781,group,-10.8881196975708,hit_wordnet
307,72,such,2052,whole,-11.09765911102295,hit_wordnet
308,72,such,839,object,-12.059992790222168,hit_wordnet
309,72,such,849,kind,-12.314170837402344,hit_wordnet
310,73,configuration,223,system,-8.072545051574707,hit_wordnet
311,73,configuration,835,placement,-8.987323760986328,hit_wordnet
312,73,configuration,552,organization,-9.452202796936035,hit_wordnet
313,73,configuration,721,concept,-9.583148956298828,hit_wordnet
314,73,configuration,517,entity,-9.808736801147461,hit_wordnet
315,75,authentication,1662,identification,-12.274487495422363,hit_wordnet
316,75,authentication,1139,disclosure,-12.641484260559082,hit_wordnet
317,75,authentication,517,entity,-12.916297912597656,hit_wordnet
318,75,authentication,8,information,-13.11388111114502,hit_wordnet
319,75,authentication,452,transaction,-14.044899940490723,hit_wordnet
320,78,other slurm,623,appropriate slurm,-10.21230411529541,hit_wordnet
321,78,other slurm,1,slurm,-10.62439250946045,hit_wordnet
322,78,other slurm,517,entity,-14.319223403930664,hit_wordnet
323,78,other slurm,683,process,-14.346555709838867,hit_wordnet
324,78,other slurm,781,group,-14.781975746154785,hit_wordnet
325,79,daemon,11,individual,-7.766046524047852,hit_wordnet
326,79,daemon,517,entity,-7.947532653808594,hit_wordnet
327,79,daemon,781,group,-8.688164710998535,hit_wordnet
328,79,daemon,1498,relative,-10.525344848632812,hit_wordnet
329,79,daemon,521,man,-11.097945213317871,hit_wordnet
330,80,host,11,individual,-7.5291547775268555,hit_wordnet
331,80,host,1637,official,-8.157500267028809,hit_wordnet
332,80,host,517,entity,-8.551050186157227,hit_wordnet
333,80,host,781,group,-9.130518913269043,hit_wordnet
334,80,host,749,member,-9.584028244018555,hit_wordnet
335,82,server,120,computer,-10.666903495788574,hit_wordnet
336,82,server,517,entity,-10.75880241394043,hit_wordnet
337,82,server,11,individual,-11.10464096069336,hit_wordnet
338,82,server,141,machine,-11.185830116271973,hit_wordnet
339,82,server,781,group,-11.57482624053955,hit_wordnet
340,85,cluster,781,group,-5.906761169433594,hit_wordnet
341,85,cluster,517,entity,-7.8134565353393555,hit_wordnet
342,85,cluster,2052,whole,-8.179216384887695,hit_wordnet
343,85,cluster,683,process,-9.251448631286621,hit_wordnet
344,85,cluster,849,kind,-10.713116645812988,hit_wordnet
345,86,sacctmgr list,517,entity,-12.720834732055664,hit_wordnet
346,86,sacctmgr list,781,group,-13.114289283752441,hit_wordnet
347,86,sacctmgr list,326,list,-15.843942642211914,hit_wordnet
348,86,sacctmgr list,11,individual,-16.173707962036133,hit_wordnet
349,86,sacctmgr list,7,database,-16.784440994262695,hit_wordnet
350,87,snowflake,517,entity,-12.553791046142578,hit_wordnet
351,87,snowflake,683,process,-12.904064178466797,hit_wordnet
352,87,snowflake,781,group,-13.404541969299316,hit_wordnet
353,87,snowflake,2052,whole,-14.076695442199707,hit_wordnet
354,87,snowflake,513,tool,-14.136908531188965,hit_wordnet
355,89,failure,791,condition,-10.5315523147583,hit_wordnet
356,89,failure,170,action,-10.64546012878418,hit_wordnet
357,89,failure,1606,situation,-10.85617446899414,hit_wordnet
358,89,failure,731,behavior,-11.043493270874023,hit_wordnet
359,89,failure,517,entity,-11.305244445800781,hit_wordnet
360,90,switch,513,tool,-6.9880876541137695,hit_wordnet
361,90,switch,141,machine,-8.756647109985352,hit_wordnet
362,90,switch,781,group,-9.492867469787598,hit_wordnet
363,90,switch,517,entity,-10.090084075927734,hit_wordnet
364,90,switch,839,object,-10.569962501525879,hit_wordnet
365,91,new,781,group,-8.886406898498535,hit_wordnet
366,91,new,517,entity,-9.092288970947266,hit_wordnet
367,91,new,11,individual,-10.470403671264648,hit_wordnet
368,91,new,525,party,-12.204245567321777,hit_wordnet
369,91,new,1498,relative,-12.579204559326172,hit_wordnet
370,92,same,517,entity,-8.940583229064941,hit_wordnet
371,92,same,1004,attribute,-10.847723007202148,hit_wordnet
372,92,same,781,group,-10.864501953125,hit_wordnet
373,92,same,104,state,-11.264673233032227,hit_wordnet
374,92,same,2052,whole,-11.326148986816406,hit_wordnet
375,93,unexpected,1606,situation,-10.795740127563477,hit_wordnet
376,93,unexpected,517,entity,-11.030351638793945,hit_wordnet
377,93,unexpected,111,message,-11.605082511901855,hit_wordnet
378,93,unexpected,89,failure,-12.059325218200684,hit_wordnet
379,93,unexpected,731,behavior,-12.344484329223633,hit_wordnet
380,94,internal,517,entity,-8.493122100830078,hit_wordnet
381,94,internal,2052,whole,-8.749364852905273,hit_wordnet
382,94,internal,781,group,-9.201687812805176,hit_wordnet
383,94,internal,683,process,-10.238229751586914,hit_wordnet
384,94,internal,552,organization,-12.066086769104004,hit_wordnet
385,95,service,381,enterprise,-10.286137580871582,hit_wordnet
386,95,service,517,entity,-10.58896255493164,hit_wordnet
387,95,service,13,task,-10.605565071105957,hit_wordnet
388,95,service,781,group,-10.669037818908691,hit_wordnet
389,95,service,552,organization,-10.923398971557617,hit_wordnet
390,96,cached,101,cache,-11.621207237243652,hit_wordnet
391,96,cached,517,entity,-11.640130996704102,hit_wordnet
392,96,cached,781,group,-13.029877662658691,hit_wordnet
393,96,cached,2052,whole,-13.59899616241455,hit_wordnet
394,96,cached,1997,copy,-14.25799560546875,hit_wordnet
395,97,local,781,group,-9.28168773651123,hit_wordnet
396,97,local,517,entity,-11.067554473876953,hit_wordnet
397,97,local,11,individual,-11.628681182861328,hit_wordnet
398,97,local,525,party,-12.077181816101074,hit_wordnet
399,97,local,1637,official,-12.250494956970215,hit_wordnet
400,98,shutdown,517,entity,-14.789430618286133,hit_wordnet
401,98,shutdown,683,process,-15.019367218017578,hit_wordnet
402,98,shutdown,781,group,-15.395127296447754,hit_wordnet
403,98,shutdown,2052,whole,-16.348308563232422,hit_wordnet
404,98,shutdown,674,event,-16.38787078857422,hit_wordnet
405,99,startup,517,entity,-9.417276382446289,hit_wordnet
406,99,startup,781,group,-9.889849662780762,hit_wordnet
407,99,startup,552,organization,-10.14687442779541,hit_wordnet
408,99,startup,2052,whole,-10.897788047790527,hit_wordnet
409,99,startup,1458,starting,-11.310362815856934,hit_wordnet
410,101,cache,517,entity,-11.276836395263672,hit_wordnet
411,101,cache,2052,whole,-12.401686668395996,hit_wordnet
412,101,cache,781,group,-12.700837135314941,hit_wordnet
413,101,cache,839,object,-13.410948753356934,hit_wordnet
414,101,cache,7,database,-13.529598236083984,hit_wordnet
415,102,valid bank,586,different bank,-11.283051490783691,hit_wordnet
416,102,valid bank,517,entity,-11.966012954711914,hit_wordnet
417,102,valid bank,781,group,-12.558236122131348,hit_wordnet
418,102,valid bank,552,organization,-13.425633430480957,hit_wordnet
419,102,valid bank,484,unit,-13.802014350891113,hit_wordnet
420,104,state,517,entity,-6.557429313659668,hit_wordnet
421,104,state,2052,whole,-7.931699752807617,hit_wordnet
422,104,state,1004,attribute,-8.168787956237793,hit_wordnet
423,104,state,849,kind,-8.239897727966309,hit_wordnet
424,104,state,781,group,-8.370391845703125,hit_wordnet
425,105,last,517,entity,-9.658306121826172,hit_wordnet
426,105,last,781,group,-9.695590019226074,hit_wordnet
427,105,last,2052,whole,-10.018952369689941,hit_wordnet
428,105,last,644,part,-11.03535270690918,hit_wordnet
429,105,last,485,beginning,-11.058086395263672,hit_wordnet
430,106,critical,517,entity,-11.9102783203125,hit_wordnet
431,106,critical,11,individual,-13.619882583618164,hit_wordnet
432,106,critical,781,group,-13.75917911529541,hit_wordnet
433,106,critical,484,unit,-14.078783988952637,hit_wordnet
434,106,critical,111,message,-14.384476661682129,hit_wordnet
435,107,step accounting,2,accounting,-7.985684394836426,hit_wordnet
436,107,step accounting,415,job accounting,-8.375149726867676,hit_wordnet
437,107,step accounting,1026,batch accounting,-9.078180313110352,hit_wordnet
438,107,step accounting,517,entity,-14.846395492553711,hit_wordnet
439,107,step accounting,836,calculation,-15.476533889770508,hit_wordnet
440,108,number,484,unit,-8.030083656311035,hit_wordnet
441,108,number,517,entity,-8.118109703063965,hit_wordnet
442,108,number,490,amount,-9.135412216186523,hit_wordnet
443,108,number,2052,whole,-9.55276107788086,hit_wordnet
444,108,number,1376,content,-10.035009384155273,hit_wordnet
445,109,record,517,entity,-9.615047454833984,hit_wordnet
446,109,record,8,information,-9.7778902053833,hit_wordnet
447,109,record,18,report,-10.099940299987793,hit_wordnet
448,109,record,326,list,-10.299708366394043,hit_wordnet
449,109,record,425,info,-11.215604782104492,hit_wordnet
450,110,maximum queue,781,group,-11.70251750946045,hit_wordnet
451,110,maximum queue,517,entity,-12.557035446166992,hit_wordnet
452,110,maximum queue,484,unit,-13.205946922302246,hit_wordnet
453,110,maximum queue,2052,whole,-13.627129554748535,hit_wordnet
454,110,maximum queue,552,organization,-14.293530464172363,hit_wordnet
455,111,message,137,communication,-6.412713050842285,hit_wordnet
456,111,message,517,entity,-6.712203025817871,hit_wordnet
457,111,message,781,group,-8.990787506103516,hit_wordnet
458,111,message,1376,content,-9.024388313293457,hit_wordnet
459,111,message,2052,whole,-9.0977144241333,hit_wordnet
460,112,infrastructure,552,organization,-9.609101295471191,hit_wordnet
461,112,infrastructure,223,system,-10.448905944824219,hit_wordnet
462,112,infrastructure,185,network,-10.95362663269043,hit_wordnet
463,112,infrastructure,1355,facility,-11.151328086853027,hit_wordnet
464,112,infrastructure,781,group,-11.408604621887207,hit_wordnet
465,113,multiple,517,entity,-7.932155609130859,hit_wordnet
466,113,multiple,781,group,-8.407652854919434,hit_wordnet
467,113,multiple,264,set,-9.890602111816406,hit_wordnet
