term_id,doc_id,chunk_id,term,reason
216,doc_4387,doc_4387_chunk_0020,partition name,
217,doc_4387,doc_4387_chunk_0020,sacctmgr add cluster,
218,doc_4387,doc_4387_chunk_0020,snowflake,
219,doc_4387,doc_4387_chunk_0021,sacctmgr,
220,doc_4387,doc_4387_chunk_0021,science,
221,doc_4387,doc_4387_chunk_0021,chemistry,
222,doc_4387,doc_4387_chunk_0021,physics,
223,doc_4387,doc_4387_chunk_0021,sacctmgr add account,
224,doc_4387,doc_4387_chunk_0021,Description,
225,doc_4387,doc_4387_chunk_0021,Organization,
226,doc_4387,doc_4387_chunk_0021,sacctmgr add user,
227,doc_4387,doc_4387_chunk_0021,brian,
228,doc_4387,doc_4387_chunk_0021,DefaultAccount,
229,doc_4387,doc_4387_chunk_0021,Account=,
230,doc_4387,doc_4387_chunk_0021,sacctmgr add user Account,
231,doc_4387,doc_4387_chunk_0022,Slurm,
232,doc_4387,doc_4387_chunk_0022,SlurmDBD,
233,doc_4387,doc_4387_chunk_0022,slurmctld,
234,doc_4387,doc_4387_chunk_0022,sacctmgr,
235,doc_4387,doc_4387_chunk_0022,Account,
236,doc_4387,doc_4387_chunk_0022,AdminLevel,
237,doc_4387,doc_4387_chunk_0022,Operator,
238,doc_4387,doc_4387_chunk_0022,Cluster,
239,doc_4387,doc_4387_chunk_0022,DefaultAccount,
240,doc_4387,doc_4387_chunk_0022,DefaultWCKey,
241,doc_4387,doc_4387_chunk_0022,Name,
242,doc_4387,doc_4387_chunk_0022,NewName,
243,doc_4387,doc_4387_chunk_0022,Partition,
244,doc_4387,doc_4387_chunk_0022,Resource Limits,
245,doc_4387,doc_4387_chunk_0023,sacctmgr,
246,doc_4387,doc_4387_chunk_0023,modify,
247,doc_4387,doc_4387_chunk_0023,entity,
248,doc_4387,doc_4387_chunk_0023,options,
249,doc_4387,doc_4387_chunk_0023,user,
250,doc_4387,doc_4387_chunk_0023,default,
251,doc_4387,doc_4387_chunk_0023,set,
252,doc_4387,doc_4387_chunk_0023,where,
253,doc_4387,doc_4387_chunk_0023,remove,
254,doc_4387,doc_4387_chunk_0023,slurm,
255,doc_4387,doc_4387_chunk_0023,daemons,
256,doc_4387,doc_4387_chunk_0023,sacctmgr remove user,
257,doc_4387,doc_4387_chunk_0023,brian,
258,doc_4387,doc_4387_chunk_0023,account,
259,doc_4387,doc_4387_chunk_0024,Slurm,
260,doc_4387,doc_4387_chunk_0024,JobAcctGather,
261,doc_4387,doc_4387_chunk_0024,task,
262,doc_4387,doc_4387_chunk_0024,step,
263,doc_4387,doc_4387_chunk_0024,srun,
264,doc_4387,doc_4387_chunk_0024,-n,
265,doc_4387,doc_4387_chunk_0024,JobAcctGatherFrequency,
266,doc_4387,doc_4387_chunk_0024,slurm.conf,
267,doc_4387,doc_4387_chunk_0024,--acct-freq,
268,doc_4387,doc_4387_chunk_0024,TRES,
269,doc_4387,doc_4387_chunk_0024,cpu,
270,doc_4387,doc_4387_chunk_0024,memory,
271,doc_4387,doc_4387_chunk_0024,energy,
272,doc_4387,doc_4387_chunk_0025,Slurm,
273,doc_4387,doc_4387_chunk_0025,sacct,
274,doc_4387,doc_4387_chunk_0025,TresUsage*,
275,doc_4387,doc_4387_chunk_0025,memory,
276,doc_4387,doc_4387_chunk_0025,TresUsageInTot,
277,doc_4387,doc_4387_chunk_0025,TresUsageInAve,
278,doc_4387,doc_4387_chunk_0025,TresUsageInMax,
279,doc_4387,doc_4387_chunk_0025,MaxRSS,
280,doc_4387,doc_4387_chunk_0025,single task processes,
281,doc_4387,doc_4387_chunk_0025,profiling,
282,doc_4387,doc_4387_chunk_0025,HDF5,
283,doc_7ceb,doc_7ceb_chunk_0001,IBM Spectrum LSF,
284,doc_7ceb,doc_7ceb_chunk_0001,LSF,
285,doc_7ceb,doc_7ceb_chunk_0001,cluster,
286,doc_7ceb,doc_7ceb_chunk_0001,overview,
287,doc_7ceb,doc_7ceb_chunk_0001,LSF directories,
288,doc_7ceb,doc_7ceb_chunk_0001,configuration files,
289,doc_7ceb,doc_7ceb_chunk_0001,LSF daemons,
290,doc_7ceb,doc_7ceb_chunk_0001,cluster properties,
291,doc_7ceb,doc_7ceb_chunk_0001,LSF status,
292,doc_7ceb,doc_7ceb_chunk_0001,LSF jobs,
293,doc_7ceb,doc_7ceb_chunk_0001,job states,
294,doc_7ceb,doc_7ceb_chunk_0001,IBM,
295,doc_7ceb,doc_7ceb_chunk_0002,IBM Spectrum LSF,
296,doc_7ceb,doc_7ceb_chunk_0002,PEND,
297,doc_7ceb,doc_7ceb_chunk_0002,RUN,
298,doc_7ceb,doc_7ceb_chunk_0002,DONE,
299,doc_7ceb,doc_7ceb_chunk_0002,EXIT,
300,doc_7ceb,doc_7ceb_chunk_0002,PSUSP,
301,doc_7ceb,doc_7ceb_chunk_0002,USUSP,
302,doc_7ceb,doc_7ceb_chunk_0002,SSUSP,
303,doc_7ceb,doc_7ceb_chunk_0002,POST_DONE,
304,doc_7ceb,doc_7ceb_chunk_0002,POST_ERR,
305,doc_7ceb,doc_7ceb_chunk_0002,UNKWN,
306,doc_7ceb,doc_7ceb_chunk_0002,mbatchd,
307,doc_7ceb,doc_7ceb_chunk_0002,sbatchd,
308,doc_7ceb,doc_7ceb_chunk_0003,ZOMBI,
309,doc_7ceb,doc_7ceb_chunk_0003,UNKWN,
310,doc_7ceb,doc_7ceb_chunk_0003,bkill,
311,doc_7ceb,doc_7ceb_chunk_0003,LSF,
312,doc_7ceb,doc_7ceb_chunk_0003,mbatchd,
313,doc_7ceb,doc_7ceb_chunk_0003,sbatchd,
314,doc_7ceb,doc_7ceb_chunk_0003,requeued,
315,doc_7ceb,doc_7ceb_chunk_0003,execution host,
316,doc_7ceb,doc_7ceb_chunk_0003,lsb.params,
317,doc_7ceb,doc_7ceb_chunk_0003,REMOVE_HUNG_JOBS_FOR,
318,doc_7ceb,doc_7ceb_chunk_0003,bkill -r,
319,doc_7ceb,doc_7ceb_chunk_0004,LSF,
320,doc_7ceb,doc_7ceb_chunk_0004,bsub,
321,doc_7ceb,doc_7ceb_chunk_0004,job,
322,doc_7ceb,doc_7ceb_chunk_0004,command,
323,doc_7ceb,doc_7ceb_chunk_0004,Bourne shell script,
324,doc_7ceb,doc_7ceb_chunk_0004,batch file,
325,doc_7ceb,doc_7ceb_chunk_0004,Windows,
326,doc_7ceb,doc_7ceb_chunk_0004,UNIX,
327,doc_7ceb,doc_7ceb_chunk_0004,interactive batch job,
328,doc_7ceb,doc_7ceb_chunk_0004,terminal,
329,doc_7ceb,doc_7ceb_chunk_0004,job submission command,
330,doc_7ceb,doc_7ceb_chunk_0004,queue,
331,doc_7ceb,doc_7ceb_chunk_0004,job file,
332,doc_7ceb,doc_7ceb_chunk_0004,extensive calculations,
333,doc_7ceb,doc_7ceb_chunk_0005,LSF,
334,doc_7ceb,doc_7ceb_chunk_0005,interactive job,
335,doc_7ceb,doc_7ceb_chunk_0005,job,
336,doc_7ceb,doc_7ceb_chunk_0005,task,
337,doc_7ceb,doc_7ceb_chunk_0005,batch queue,
338,doc_7ceb,doc_7ceb_chunk_0005,SLF,
339,doc_7ceb,doc_7ceb_chunk_0005,single process,
340,doc_7ceb,doc_7ceb_chunk_0005,group of cooperating processes,
341,doc_7ceb,doc_7ceb_chunk_0005,local task,
342,doc_7ceb,doc_7ceb_chunk_0005,UNIX,
343,doc_7ceb,doc_7ceb_chunk_0005,ls command,
344,doc_7ceb,doc_7ceb_chunk_0005,remote task,
345,doc_7ceb,doc_7ceb_chunk_0005,host types,
346,doc_7ceb,doc_7ceb_chunk_0005,host models,
347,doc_7ceb,doc_7ceb_chunk_0006,LSF,
348,doc_7ceb,doc_7ceb_chunk_0006,host model,
349,doc_7ceb,doc_7ceb_chunk_0006,CPU speed scaling factor,
350,doc_7ceb,doc_7ceb_chunk_0006,resources,
351,doc_7ceb,doc_7ceb_chunk_0006,LSF resources,
352,doc_7ceb,doc_7ceb_chunk_0006,job requirements,
353,doc_7ceb,doc_7ceb_chunk_0006,individual hosts,
354,doc_7ceb,doc_7ceb_chunk_0006,resource usage,
355,doc_7ceb,doc_7ceb_chunk_0006,built-in resources,
356,doc_7ceb,doc_7ceb_chunk_0006,configured resources,
357,doc_7ceb,doc_7ceb_chunk_0006,Total CPU time,
358,doc_7ceb,doc_7ceb_chunk_0006,Total resident memory usage,
359,doc_7ceb,doc_7ceb_chunk_0007,SLF,
360,doc_7ceb,doc_7ceb_chunk_0007,Load indices,
361,doc_7ceb,doc_7ceb_chunk_0007,fixed time intervals,
362,doc_7ceb,doc_7ceb_chunk_0007,External Load Information Manager (ELIM),
363,doc_7ceb,doc_7ceb_chunk_0007,static resources,
364,doc_7ceb,doc_7ceb_chunk_0007,maximum RAM,
365,doc_7ceb,doc_7ceb_chunk_0007,number of processors,
366,doc_7ceb,doc_7ceb_chunk_0007,binary architecture,
367,doc_7ceb,doc_7ceb_chunk_0007,relative CPU speed,
368,doc_7ceb,doc_7ceb_chunk_0007,system configuration,
369,doc_7ceb,doc_7ceb_chunk_0007,loadSched load threshold,
370,doc_7ceb,doc_7ceb_chunk_0007,load condition,
371,doc_7ceb,doc_7ceb_chunk_0008,loadStop,
372,doc_7ceb,doc_7ceb_chunk_0008,thresholds,
373,doc_7ceb,doc_7ceb_chunk_0008,host,
374,doc_7ceb,doc_7ceb_chunk_0008,queue,
375,doc_7ceb,doc_7ceb_chunk_0008,load levels,
376,doc_7ceb,doc_7ceb_chunk_0008,load index,
377,doc_7ceb,doc_7ceb_chunk_0008,greater than (>),
378,doc_7ceb,doc_7ceb_chunk_0008,less than (<),
379,doc_7ceb,doc_7ceb_chunk_0008,runtime resource usage limits,
380,doc_7ceb,doc_7ceb_chunk_0008,hard limits,
381,doc_7ceb,doc_7ceb_chunk_0008,soft limits,
382,doc_7ceb,doc_7ceb_chunk_0008,resource allocation limits,
383,doc_7ceb,doc_7ceb_chunk_0008,resource requirements,
384,doc_7ceb,doc_7ceb_chunk_0009,LSF,
385,doc_7ceb,doc_7ceb_chunk_0009,job,
386,doc_7ceb,doc_7ceb_chunk_0009,candidate hosts,
387,doc_7ceb,doc_7ceb_chunk_0009,load index values,
388,doc_7ceb,doc_7ceb_chunk_0009,scheduling conditions,
389,doc_7ceb,doc_7ceb_chunk_0009,scheduling thresholds,
390,doc_7ceb,doc_7ceb_chunk_0009,cluster name,
391,doc_7ceb,doc_7ceb_chunk_0009,lsfinstall -f install.config,
392,doc_7ceb,doc_7ceb_chunk_0009,install.config file,
393,doc_7ceb,doc_7ceb_chunk_0009,LSF_CONFDIR,
394,doc_7ceb,doc_7ceb_chunk_0010,LSF,
395,doc_7ceb,doc_7ceb_chunk_0010,batch job,
396,doc_7ceb,doc_7ceb_chunk_0010,UNIX,
397,doc_7ceb,doc_7ceb_chunk_0010,Network File System (NFS),
398,doc_7ceb,doc_7ceb_chunk_0010,NFS file systems,
399,doc_7ceb,doc_7ceb_chunk_0010,Andrew File System (AFS),
400,doc_7ceb,doc_7ceb_chunk_0010,Distributed File System (DCE/DFS),
401,doc_7ceb,doc_7ceb_chunk_0010,Windows,
402,doc_7ceb,doc_7ceb_chunk_0010,shared file systems,
403,doc_7ceb,doc_7ceb_chunk_0010,automount command,
404,doc_7ceb,doc_7ceb_chunk_0011,LSF,
405,doc_7ceb,doc_7ceb_chunk_0011,SLF_CONFDIR,
406,doc_7ceb,doc_7ceb_chunk_0011,lsf.conf,
407,doc_7ceb,doc_7ceb_chunk_0011,lsf.cluster.cluster_name,
408,doc_7ceb,doc_7ceb_chunk_0011,lsf.shared,
409,doc_7ceb,doc_7ceb_chunk_0011,LSB_CONFDIR,
410,doc_7ceb,doc_7ceb_chunk_0011,lsb.queues,
411,doc_7ceb,doc_7ceb_chunk_0011,install.config,
412,doc_7ceb,doc_7ceb_chunk_0011,root,
413,doc_7ceb,doc_7ceb_chunk_0011,primary LSF administrator,
414,doc_7ceb,doc_7ceb_chunk_0011,cluster users,
415,doc_7ceb,doc_7ceb_chunk_0012,lsf.conf,
416,doc_7ceb,doc_7ceb_chunk_0012,LSF_ENVDIR,
417,doc_7ceb,doc_7ceb_chunk_0012,LSF,
418,doc_7ceb,doc_7ceb_chunk_0012,lsf.cluster.cluster_name,
419,doc_7ceb,doc_7ceb_chunk_0012,host names,
420,doc_7ceb,doc_7ceb_chunk_0012,models,
421,doc_7ceb,doc_7ceb_chunk_0012,types,
422,doc_7ceb,doc_7ceb_chunk_0012,users,
423,doc_7ceb,doc_7ceb_chunk_0012,shared resources,
424,doc_7ceb,doc_7ceb_chunk_0012,lsf.shared,
425,doc_7ceb,doc_7ceb_chunk_0012,keywords,
426,doc_7ceb,doc_7ceb_chunk_0012,lsb.queues,
427,doc_7ceb,doc_7ceb_chunk_0013,LSF,
428,doc_7ceb,doc_7ceb_chunk_0013,cluster1,
429,doc_7ceb,doc_7ceb_chunk_0013,/usr/share/lsf/cluster1,
430,doc_7ceb,doc_7ceb_chunk_0013,ego.conf,
431,doc_7ceb,doc_7ceb_chunk_0013,lsf.conf,
432,doc_7ceb,doc_7ceb_chunk_0013,lsf.shared,
433,doc_7ceb,doc_7ceb_chunk_0013,lsf.cluster.cluster1,
434,doc_7ceb,doc_7ceb_chunk_0013,lsbatch,
435,doc_7ceb,doc_7ceb_chunk_0013,lsb.us,
436,doc_7ceb,doc_7ceb_chunk_0013,lsb.applicatons,
437,doc_7ceb,doc_7ceb_chunk_0014,LSF,
438,doc_7ceb,doc_7ceb_chunk_0014,lsf.sudoers,
439,doc_7ceb,doc_7ceb_chunk_0014,lsadmin,
440,doc_7ceb,doc_7ceb_chunk_0014,badmin,
441,doc_7ceb,doc_7ceb_chunk_0014,lsadmin command,
442,doc_7ceb,doc_7ceb_chunk_0014,badmin command,
443,doc_7ceb,doc_7ceb_chunk_0014,lim daemons,
444,doc_7ceb,doc_7ceb_chunk_0014,res daemons,
445,doc_7ceb,doc_7ceb_chunk_0014,mbatchd daemons,
446,doc_7ceb,doc_7ceb_chunk_0014,sbatchd daemons,
447,doc_7ceb,doc_7ceb_chunk_0015,LSF,
448,doc_7ceb,doc_7ceb_chunk_0015,lsadmin,
449,doc_7ceb,doc_7ceb_chunk_0015,badmin,
450,doc_7ceb,doc_7ceb_chunk_0015,cshrc.lsf,
451,doc_7ceb,doc_7ceb_chunk_0015,profile.lsf,
452,doc_7ceb,doc_7ceb_chunk_0015,lsf.sudoers,
453,doc_7ceb,doc_7ceb_chunk_0015,/etc/lsf.sudoers,
454,doc_7ceb,doc_7ceb_chunk_0015,Troubleshooting LSF problems,
455,doc_7ceb,doc_7ceb_chunk_0015,Configure LSF Startup,
456,doc_7ceb,doc_7ceb_chunk_0016,lsadmin,
457,doc_7ceb,doc_7ceb_chunk_0016,badmin,
458,doc_7ceb,doc_7ceb_chunk_0016,bctrld,
459,doc_7ceb,doc_7ceb_chunk_0016,start,
460,doc_7ceb,doc_7ceb_chunk_0016,stop,
461,doc_7ceb,doc_7ceb_chunk_0016,lim,
462,doc_7ceb,doc_7ceb_chunk_0016,res,
463,doc_7ceb,doc_7ceb_chunk_0016,sbd,
464,doc_7ceb,doc_7ceb_chunk_0016,login,
465,doc_7ceb,doc_7ceb_chunk_0016,root,
466,doc_7ceb,doc_7ceb_chunk_0016,LSF,
467,doc_7ceb,doc_7ceb_chunk_0016,SLF server host,
468,doc_7ceb,doc_7ceb_chunk_0016,primary LSF administrator,
469,doc_7ceb,doc_7ceb_chunk_0016,LSF management host,
470,doc_7ceb,doc_7ceb_chunk_0017,LSF,
471,doc_7ceb,doc_7ceb_chunk_0017,root,
