term,example_doc_id,example_chunk_id,freq_total,doc_count
--request,doc_8ca0,doc_8ca0_chunk_0017,1,1
--reservation,doc_977e,doc_977e_chunk_0005,3,1
--resv-ports,doc_2329,doc_2329_chunk_0011,1,1
--root,doc_0ac6,doc_0ac6_chunk_0005,1,1
--rootless,doc_0ac6,doc_0ac6_chunk_0004,1,1
--security-opt,doc_0ac6,doc_0ac6_chunk_0009,1,1
--sibling,doc_7940,doc_7940_chunk_0006,2,1
--single-transaction,doc_8f5e,doc_8f5e_chunk_0007,1,1
--sockets-per-node,doc_10c5,doc_10c5_chunk_0001,2,1
--start,doc_2770,doc_2770_chunk_0003,1,1
--switches,doc_b00c,doc_b00c_chunk_0002,1,1
--switches=count[@time],doc_b00c,doc_b00c_chunk_0005,1,1
--sysconfdir,doc_ce7f,doc_ce7f_chunk_0005,1,1
--threads-per-core,doc_10c5,doc_10c5_chunk_0002,1,1
--time,doc_48b2,doc_48b2_chunk_0008,1,1
--tres-per-task,doc_85cb,doc_85cb_chunk_0002,2,2
--u,doc_5755,doc_5755_chunk_0015,1,1
--unbuffered,doc_5755,doc_5755_chunk_0015,1,1
--wait-for-children,doc_ed59,doc_ed59_chunk_0001,1,1
--wckey=,doc_9964,doc_9964_chunk_0001,1,1
--wckeys,doc_9964,doc_9964_chunk_0002,1,1
--with auth_none,doc_5755,doc_5755_chunk_0029,1,1
--with-mysql_conf,doc_4387,doc_4387_chunk_0007,1,1
--with-pmix,doc_2329,doc_2329_chunk_0003,1,1
--with-slurm,doc_2329,doc_2329_chunk_0009,2,1
--without pam,doc_5755,doc_5755_chunk_0045,1,1
--x11,doc_5755,doc_5755_chunk_0017,1,1
--yaml,doc_8f5e,doc_8f5e_chunk_0005,2,1
-1,doc_289e,doc_289e_chunk_0004,1,1
-B,doc_10c5,doc_10c5_chunk_0003,5,3
-C,doc_96c0,doc_96c0_chunk_0001,4,2
-D,doc_4387,doc_4387_chunk_0018,1,1
-D option,doc_5755,doc_5755_chunk_0055,1,1
-DHAVE_CONFIG_H,doc_e8f0,doc_e8f0_chunk_0008,1,1
-E,doc_f0f8,doc_f0f8_chunk_0005,1,1
-H,doc_8ca0,doc_8ca0_chunk_0017,1,1
-I,doc_e8f0,doc_e8f0_chunk_0008,1,1
-L,doc_85cb,doc_85cb_chunk_0001,1,1
-M,doc_7940,doc_7940_chunk_0003,2,2
-MD,doc_e8f0,doc_e8f0_chunk_0009,1,1
-MF,doc_e8f0,doc_e8f0_chunk_0009,1,1
-MP,doc_e8f0,doc_e8f0_chunk_0009,1,1
-MT,doc_e8f0,doc_e8f0_chunk_0009,1,1
-N,doc_10c5,doc_10c5_chunk_0004,5,4
-N/--nodes,doc_b00c,doc_b00c_chunk_0005,1,1
-N1,doc_ce7f,doc_ce7f_chunk_0015,1,1
-N2,doc_96c0,doc_96c0_chunk_0003,1,1
-O2,doc_e8f0,doc_e8f0_chunk_0008,2,1
-R option,doc_5755,doc_5755_chunk_0037,1,1
-S,doc_3740,doc_3740_chunk_0001,2,2
-S cluster,doc_7940,doc_7940_chunk_0006,1,1
-Werror,doc_e8f0,doc_e8f0_chunk_0009,1,1
-X,doc_5755,doc_5755_chunk_0018,1,1
-a,doc_4d9f,doc_4d9f_chunk_0001,1,1
-account required pam_slurm_adopt.so,doc_732b,doc_732b_chunk_0003,1,1
-c,doc_ce7f,doc_ce7f_chunk_0015,1,1
-d,doc_d199,doc_d199_chunk_0004,1,1
-f $config_file,doc_193a,doc_193a_chunk_0003,1,1
-fPIC,doc_e8f0,doc_e8f0_chunk_0009,1,1
-fno-gcse,doc_e8f0,doc_e8f0_chunk_0009,1,1
-fno-strict-aliasing,doc_e8f0,doc_e8f0_chunk_0009,1,1
-g,doc_e8f0,doc_e8f0_chunk_0008,2,1
-i,doc_5755,doc_5755_chunk_0017,1,1
-k,doc_8ca0,doc_8ca0_chunk_0017,1,1
-l,doc_10c5,doc_10c5_chunk_0008,4,3
-l parameter,doc_37f2,doc_37f2_chunk_0003,1,1
-m,doc_10c5,doc_10c5_chunk_0004,3,2
-mblock,doc_d9be,doc_d9be_chunk_0005,1,1
-n,doc_05b9,doc_05b9_chunk_0027,7,5
-n36,doc_96c0,doc_96c0_chunk_0003,1,1
-o,doc_48b2,doc_48b2_chunk_0007,3,3
-pdebug,doc_5755,doc_5755_chunk_0014,1,1
-pthread,doc_e8f0,doc_e8f0_chunk_0008,2,1
-q,doc_05b9,doc_05b9_chunk_0027,2,2
-r,doc_4d9f,doc_4d9f_chunk_0004,1,1
-s,doc_8ca0,doc_8ca0_chunk_0017,3,3
-shared,doc_e8f0,doc_e8f0_chunk_0009,1,1
-t,doc_8186,doc_8186_chunk_0003,1,1
-v,doc_4387,doc_4387_chunk_0017,2,1
-w,doc_48b2,doc_48b2_chunk_0007,2,2
-w/--nodelist,doc_b00c,doc_b00c_chunk_0005,1,1
-wnode0,doc_977e,doc_977e_chunk_0010,1,1
-x/--exclude,doc_b00c,doc_b00c_chunk_0005,1,1
.deps,doc_e8f0,doc_e8f0_chunk_0007,2,1
.libs,doc_e8f0,doc_e8f0_chunk_0007,2,1
.patch,doc_5755,doc_5755_chunk_0030,1,1
.rpmmacros,doc_5755,doc_5755_chunk_0045,2,2
.tvdrc file,doc_5755,doc_5755_chunk_0062,1,1
/account,doc_7425,doc_7425_chunk_0031,1,1
/accounts,doc_7425,doc_7425_chunk_0031,1,1
/bin/hostname,doc_48b2,doc_48b2_chunk_0007,3,2
/bin/pwd,doc_48b2,doc_48b2_chunk_0008,1,1
/conf-cache/,doc_193a,doc_193a_chunk_0002,1,1
/dev/null,doc_d199,doc_d199_chunk_0005,1,1
/dev/nvidia1,doc_b2f9,doc_b2f9_chunk_0008,1,1
/dev/random,doc_915b,doc_915b_chunk_0001,1,1
/dev/sda1,doc_5755,doc_5755_chunk_0053,1,1
/dev/shm,doc_5755,doc_5755_chunk_0007,2,1
/etc/containers/containers.conf,doc_0ac6,doc_0ac6_chunk_0013,1,1
/etc/containers/storage.conf,doc_0ac6,doc_0ac6_chunk_0014,1,1
/etc/gai.conf,doc_e2a1,doc_e2a1_chunk_0005,1,1
/etc/groupfile,doc_732b,doc_732b_chunk_0005,1,1
/etc/hosts,doc_5755,doc_5755_chunk_0041,2,1
/etc/init.d/slurm,doc_f2ec,doc_f2ec_chunk_0002,2,1
/etc/init.d/slurmdbd,doc_4387,doc_4387_chunk_0017,1,1
/etc/munge/munge.key,doc_915b,doc_915b_chunk_0001,1,1
/etc/nss_slurm.conf,doc_e643,doc_e643_chunk_0002,1,1
/etc/pam.conf,doc_5755,doc_5755_chunk_0044,1,1
/etc/pam.d/,doc_732b,doc_732b_chunk_0005,1,1
/etc/pam.d/sshd,doc_5755,doc_5755_chunk_0046,2,2
/etc/rc.d/rc.local,doc_04b1,doc_04b1_chunk_0001,1,1
/etc/security/access.conf,doc_732b,doc_732b_chunk_0004,1,1
/etc/slurm,doc_ce7f,doc_ce7f_chunk_0003,1,1
/etc/ssh/allowed_users,doc_5755,doc_5755_chunk_0046,1,1
/etc/ssh/sshd_config,doc_732b,doc_732b_chunk_0002,1,1
/etc/sssd/sssd.conf,doc_5755,doc_5755_chunk_0047,1,1
/etc/sysconfig/slurm,doc_5755,doc_5755_chunk_0025,2,1
/etc/sysctl.conf,doc_04b1,doc_04b1_chunk_0001,1,1
/etc/systemd/,doc_0e42,doc_0e42_chunk_0003,1,1
/etc/systemd/system,doc_582b,doc_582b_chunk_0003,1,1
/etc/systemd/user/docker.service.d/override.conf,doc_0ac6,doc_0ac6_chunk_0011,1,1
/home/user/bin/mpich/,doc_2329,doc_2329_chunk_0009,1,1
/home/user/slurm/22.05/inst,doc_2329,doc_2329_chunk_0009,1,1
/instance,doc_8ca0,doc_8ca0_chunk_0017,1,1
/instances,doc_8ca0,doc_8ca0_chunk_0017,1,1
/lib64/security/pam_listfile.so,doc_5755,doc_5755_chunk_0046,1,1
/licenses,doc_7425,doc_7425_chunk_0032,1,1
/openapi.json,doc_d199,doc_d199_chunk_0001,1,1
/openapi.yaml,doc_d199,doc_d199_chunk_0001,1,1
/openapi/v3,doc_d199,doc_d199_chunk_0001,1,1
/opt/slurm/17.02,doc_5755,doc_5755_chunk_0018,1,1
/path/to/allowed_users_file,doc_732b,doc_732b_chunk_0005,1,1
/proc/<pid>/status,doc_d9be,doc_d9be_chunk_0006,1,1
/proc/cpuinfo,doc_10c5,doc_10c5_chunk_0007,1,1
/proc/self/oom_adj,doc_5755,doc_5755_chunk_0041,1,1
/proc/sys/fs/file-max,doc_582b,doc_582b_chunk_0002,1,1
/proc/sys/fs/suid_dumpable,doc_5755,doc_5755_chunk_0056,1,1
/proc/sys/net/core/somaxconn,doc_04b1,doc_04b1_chunk_0002,2,2
/proc/sys/net/ipv4/ip_local_port_range file,doc_04b1,doc_04b1_chunk_0002,1,1
/proc/sys/net/ipv4/tcp_max_syn_backlog,doc_582b,doc_582b_chunk_0002,1,1
/proc/sys/net/ipv4/tcp_synack_retries,doc_04b1,doc_04b1_chunk_0002,1,1
/proc/sys/net/ipv4/tcp_syncookies,doc_04b1,doc_04b1_chunk_0002,1,1
/qos/{qos_name},doc_7425,doc_7425_chunk_0031,1,1
/run/slurm/conf,doc_193a,doc_193a_chunk_0002,1,1
/run/user/%U,doc_0ac6,doc_0ac6_chunk_0003,2,1
/slurm/v0.0.39/node/{node_id},doc_7425,doc_7425_chunk_0028,1,1
/slurmdb/,doc_d199,doc_d199_chunk_0004,1,1
/storage,doc_5755,doc_5755_chunk_0053,1,1
/sys/class/infiniband,doc_5755,doc_5755_chunk_0060,1,1
/sys/class/net,doc_5755,doc_5755_chunk_0060,1,1
/tmp,doc_4600,doc_4600_chunk_0002,5,3
/tmp/curl.log,doc_0e42,doc_0e42_chunk_0004,1,1
/tmp/joe.a.out,doc_48b2,doc_48b2_chunk_0008,1,1
/tmp/myfile,doc_5755,doc_5755_chunk_0051,1,1
/user,doc_7425,doc_7425_chunk_0031,1,1
/users,doc_7425,doc_7425_chunk_0031,1,1
/usr,doc_2329,doc_2329_chunk_0003,1,1
/usr/lib64,doc_2329,doc_2329_chunk_0004,1,1
/usr/sbin/slurmdbd,doc_4387,doc_4387_chunk_0017,1,1
/var/log/power_save.log,doc_8ca0,doc_8ca0_chunk_0012,1,1
/var/spool/abrt,doc_5755,doc_5755_chunk_0057,1,1
/var/spool/slurm/statesave/jwt_hs256.key,doc_6b88,doc_6b88_chunk_0003,1,1
/var/tmp/,doc_5755,doc_5755_chunk_0055,1,1
0-255 range,doc_9fd4,doc_9fd4_chunk_0001,1,1
0.5 seconds,doc_2770,doc_2770_chunk_0007,1,1
00:00,doc_ac8b,doc_ac8b_chunk_0009,1,1
"1,024 nodes",doc_582b,doc_582b_chunk_0001,1,1
100 jobs,doc_2770,doc_2770_chunk_0001,1,1
1024M,doc_4387,doc_4387_chunk_0008,1,1
1154-node cluster,doc_ce7f,doc_ce7f_chunk_0013,1,1
12:30PM,doc_977e,doc_977e_chunk_0006,1,1
14-0,doc_ac8b,doc_ac8b_chunk_0012,1,1
1440 minutes,doc_2770,doc_2770_chunk_0006,1,1
16M,doc_4387,doc_4387_chunk_0008,1,1
19.05 release,doc_c721,doc_c721_chunk_0001,1,1
2 CPUs,doc_1988,doc_1988_chunk_0008,1,1
2 seconds,doc_2770,doc_2770_chunk_0006,1,1
2 unique CPUs per task,doc_d9be,doc_d9be_chunk_0009,1,1
"2,000,000 microseconds",doc_2770,doc_2770_chunk_0006,1,1
2013 era Intel processors,doc_e541,doc_e541_chunk_0004,1,1
252 ranks,doc_ed59,doc_ed59_chunk_0001,1,1
2:*:1,doc_10c5,doc_10c5_chunk_0004,1,1
3 nodes,doc_d9be,doc_d9be_chunk_0009,1,1
"3,000 tasks",doc_582b,doc_582b_chunk_0001,1,1
4 GiB,doc_4387,doc_4387_chunk_0007,1,1
4 nodes,doc_977e,doc_977e_chunk_0007,1,1
40 shares,doc_c721,doc_c721_chunk_0004,1,1
404 error,doc_d199,doc_d199_chunk_0004,1,1
4096M,doc_4387,doc_4387_chunk_0008,1,1
4d_torus,doc_4ff0,doc_4ff0_chunk_0002,1,1
500 simple batch jobs,doc_04b1,doc_04b1_chunk_0001,1,1
6 CPUs,doc_d9be,doc_d9be_chunk_0014,1,1
6 node reservation,doc_977e,doc_977e_chunk_0007,1,1
6 tasks,doc_d9be,doc_d9be_chunk_0009,1,1
6-month cycle,doc_8f5e,doc_8f5e_chunk_0001,1,1
60 minutes,doc_977e,doc_977e_chunk_0007,1,1
60 seconds,doc_2770,doc_2770_chunk_0006,2,2
60 shares,doc_c721,doc_c721_chunk_0004,1,1
64 bit integer number,doc_7425,doc_7425_chunk_0005,1,1
68 cores,doc_96c0,doc_96c0_chunk_0002,1,1
8 bit unsigned number,doc_9fd4,doc_9fd4_chunk_0001,1,1
80-characters,doc_2ec1,doc_2ec1_chunk_0001,1,1
9-month cycle,doc_8f5e,doc_8f5e_chunk_0001,1,1
:,doc_5d35,doc_5d35_chunk_0001,1,1
::ffff:0:0/96,doc_e2a1,doc_e2a1_chunk_0005,1,1
<cluster>,doc_4387,doc_4387_chunk_0019,1,1
<db_name>,doc_4387,doc_4387_chunk_0019,1,1
<path>,doc_e541,doc_e541_chunk_0002,1,1
<slurm_user>,doc_4387,doc_4387_chunk_0019,1,1
A account,doc_c721,doc_c721_chunk_0005,1,1
ABS_PATH_TO_BUNDLE,doc_0ac6,doc_0ac6_chunk_0008,1,1
ACCRUE_ALWAYS,doc_ac8b,doc_ac8b_chunk_0010,1,1
ADD,doc_7425,doc_7425_chunk_0010,1,1
AI/ML inference,doc_e2d8,doc_e2d8_chunk_0001,1,1
ALL,doc_977e,doc_977e_chunk_0002,2,2
AMD GPUs,doc_b2f9,doc_b2f9_chunk_0006,1,1
AMIs,doc_5755,doc_5755_chunk_0044,1,1
ANSI_QUOTES,doc_5755,doc_5755_chunk_0038,1,1
API,doc_05b9,doc_05b9_chunk_0019,5,5
API Functions,doc_e992,doc_e992_chunk_0002,1,1
API Methods and Models,doc_0e42,doc_0e42_chunk_0004,2,1
API call,doc_05b9,doc_05b9_chunk_0007,2,1
API functions,doc_48b2,doc_48b2_chunk_0002,1,1
APIs,doc_3583,doc_3583_chunk_0001,2,2
ARRAY_TASKS,doc_7425,doc_7425_chunk_0005,1,1
AS,doc_5755,doc_5755_chunk_0026,1,1
ASSIGNED_DEFAULT,doc_7425,doc_7425_chunk_0012,1,1
AUKS,doc_8b12,doc_8b12_chunk_0001,1,1
AWS Elastic Fabric Adapter (EFA),doc_b00c,doc_b00c_chunk_0004,1,1
Absolute,doc_85cb,doc_85cb_chunk_0004,1,1
Account,doc_4387,doc_4387_chunk_0021,4,3
Account A,doc_c721,doc_c721_chunk_0006,1,1
Account B,doc_c721,doc_c721_chunk_0006,1,1
Account C,doc_c721,doc_c721_chunk_0006,1,1
Account D,doc_c721,doc_c721_chunk_0006,1,1
Account E,doc_c721,doc_c721_chunk_0006,1,1
Account F,doc_c721,doc_c721_chunk_0006,1,1
Account Gather Energy,doc_8e0f,doc_8e0f_chunk_0002,1,1
Account association(s),doc_d41b,doc_d41b_chunk_0001,1,1
AccountNotAllowed,doc_405b,doc_405b_chunk_0001,1,1
Accounting Database,doc_5755,doc_5755_chunk_0005,1,1
Accounting Storage,doc_8e0f,doc_8e0f_chunk_0002,1,1
Accounting Storage Plugin,doc_8e0f,doc_8e0f_chunk_0003,1,1
Accounting web page,doc_d41b,doc_d41b_chunk_0001,1,1
AccountingPolicy,doc_405b,doc_405b_chunk_0001,1,1
AccountingStorageBackupHost,doc_4387,doc_4387_chunk_0005,2,2
AccountingStorageDBD,doc_4387,doc_4387_chunk_0011,1,1
AccountingStorageEnforce,doc_289e,doc_289e_chunk_0006,11,5
AccountingStorageExternalHost,doc_4387,doc_4387_chunk_0011,1,1
AccountingStoragePass,doc_2cc9,doc_2cc9_chunk_0008,2,2
AccountingStoragePort,doc_4387,doc_4387_chunk_0011,3,1
AccountingStorageTRES,doc_85cb,doc_85cb_chunk_0002,7,3
AccountingStorageTres,doc_6722,doc_6722_chunk_0003,2,2
AccountingStorageType,doc_04b1,doc_04b1_chunk_0003,10,7
AccountingStorageUser,doc_2cc9,doc_2cc9_chunk_0008,1,1
AccountingStoreFlags,doc_2cc9,doc_2cc9_chunk_0008,2,2
Accounts,doc_977e,doc_977e_chunk_0005,1,1
Acct1,doc_37f2,doc_37f2_chunk_0002,1,1
Acct12,doc_37f2,doc_37f2_chunk_0002,1,1
Acct16,doc_37f2,doc_37f2_chunk_0002,1,1
AcctGatherEnergyType,doc_5755,doc_5755_chunk_0036,2,2
AcctGatherFilesystemType,doc_5755,doc_5755_chunk_0036,2,2
AcctGatherInterconnectType,doc_5755,doc_5755_chunk_0036,1,1
AcctGatherProfileType,doc_5755,doc_5755_chunk_0036,2,2
Active,doc_7940,doc_7940_chunk_0008,1,1
Active Sibling,doc_7940,doc_7940_chunk_0008,1,1
Admin,doc_236f,doc_236f_chunk_0001,2,2
AdminLevel,doc_05b9,doc_05b9_chunk_0033,4,3
Administrator,doc_7425,doc_7425_chunk_0012,1,1
Advanced Reservations,doc_6722,doc_6722_chunk_0001,1,1
Affinity,doc_10c5,doc_10c5_chunk_0001,3,3
Affinity Mask,doc_10c5,doc_10c5_chunk_0001,1,1
Age,doc_ac8b,doc_ac8b_chunk_0001,1,1
Alejandro Sanchez,doc_0605,doc_0605_chunk_0003,1,1
All,doc_e541,doc_e541_chunk_0004,1,1
AllocCPUS,doc_3740,doc_3740_chunk_0002,1,1
AllocCPUs,doc_10c5,doc_10c5_chunk_0010,1,1
AllocMem,doc_50f7,doc_50f7_chunk_0006,1,1
AllocNode,doc_ce7f,doc_ce7f_chunk_0015,1,1
Allocated Buffers,doc_6722,doc_6722_chunk_0015,1,1
Allocated CPU ids,doc_d9be,doc_d9be_chunk_0012,2,1
Allocations,doc_8ca0,doc_8ca0_chunk_0013,1,1
AllowGroups,doc_48b2,doc_48b2_chunk_0006,1,1
AllowNUMA,doc_96c0,doc_96c0_chunk_0006,1,1
AllowSpecResourcesUsage,doc_3740,doc_3740_chunk_0001,3,1
Amazon Cognito,doc_6b88,doc_6b88_chunk_0003,1,1
Amazon Web Services,doc_8ca0,doc_8ca0_chunk_0001,1,1
Amazon's EC2,doc_5755,doc_5755_chunk_0006,3,1
Ansys program,doc_5755,doc_5755_chunk_0001,1,1
Apache,doc_6b88,doc_6b88_chunk_0002,1,1
Application Program Interfaces,doc_3bdd,doc_3bdd_chunk_0003,1,1
Arch,doc_50f7,doc_50f7_chunk_0006,2,2
Architecture of the Slurm Workload Manager,doc_5755,doc_5755_chunk_0009,1,1
Archive Server,doc_4387,doc_4387_chunk_0018,1,1
Archive${*},doc_4387,doc_4387_chunk_0018,1,1
ArrayJobID,doc_4d9f,doc_4d9f_chunk_0001,2,1
ArrayJobId,doc_4d9f,doc_4d9f_chunk_0005,3,1
ArrayTaskID,doc_4d9f,doc_4d9f_chunk_0004,2,1
ArrayTaskId,doc_4d9f,doc_4d9f_chunk_0006,2,1
AssocGrp,doc_405b,doc_405b_chunk_0001,1,1
AssocGrpBB,doc_405b,doc_405b_chunk_0001,2,1
AssocGrpBBMinutes,doc_405b,doc_405b_chunk_0002,1,1
AssocGrpBBRunMinutes,doc_405b,doc_405b_chunk_0002,1,1
AssocGrpBilling,doc_405b,doc_405b_chunk_0002,1,1
AssocGrpBillingMinutes,doc_405b,doc_405b_chunk_0002,1,1
AssocGrpBillingRunMinutes,doc_405b,doc_405b_chunk_0002,1,1
AssocGrpCPUMinutesLimit,doc_405b,doc_405b_chunk_0002,1,1
AssocGrpCPURunMinutesLimit,doc_405b,doc_405b_chunk_0002,1,1
AssocGrpCpuLimit,doc_405b,doc_405b_chunk_0002,1,1
