term_id,doc_id,chunk_id,term
119,doc_04b1,doc_04b1_chunk_0008,SlurmDBD
120,doc_04b1,doc_04b1_chunk_0008,SlurmDBD Configuration
121,doc_05b9,doc_05b9_chunk_0001,SLURM
122,doc_05b9,doc_05b9_chunk_0001,v0.0.43
123,doc_05b9,doc_05b9_chunk_0001,send signal to list of jobs
124,doc_05b9,doc_05b9_chunk_0001,slurmV0043DeleteJobs
125,doc_05b9,doc_05b9_chunk_0001,delete node
126,doc_05b9,doc_05b9_chunk_0001,slurmV0043DeleteNode
127,doc_05b9,doc_05b9_chunk_0001,node_name
128,doc_05b9,doc_05b9_chunk_0001,delete a reservation
129,doc_05b9,doc_05b9_chunk_0001,slurmV0043DeleteReservation
130,doc_05b9,doc_05b9_chunk_0001,reservation_name
131,doc_05b9,doc_05b9_chunk_0001,diagnostic results
132,doc_05b9,doc_05b9_chunk_0001,slurmV0043GetJob
133,doc_05b9,doc_05b9_chunk_0002,slurm/v0.0.43
134,doc_05b9,doc_05b9_chunk_0002,slurmV0043GetJobsState
135,doc_05b9,doc_05b9_chunk_0002,slurmV0043GetLicenses
136,doc_05b9,doc_05b9_chunk_0002,slurmV0043GetNode
137,doc_05b9,doc_05b9_chunk_0002,slurmV0043GetNodes
138,doc_05b9,doc_05b9_chunk_0002,slurmV0043GetPartition
139,doc_05b9,doc_05b9_chunk_0002,slurmV0043GetPartitions
140,doc_05b9,doc_05b9_chunk_0002,slurmV0043GetPing
141,doc_05b9,doc_05b9_chunk_0002,job_id
142,doc_05b9,doc_05b9_chunk_0003,SLURM
143,doc_05b9,doc_05b9_chunk_0003,v0.0.43
144,doc_05b9,doc_05b9_chunk_0003,slurmV0043GetPing
145,doc_05b9,doc_05b9_chunk_0003,slurmctld reconfigure
146,doc_05b9,doc_05b9_chunk_0003,slurmV0043GetReconfigure
147,doc_05b9,doc_05b9_chunk_0003,slurmV0043GetReservation
148,doc_05b9,doc_05b9_chunk_0003,reservation_name
149,doc_05b9,doc_05b9_chunk_0003,update_time
150,doc_05b9,doc_05b9_chunk_0003,slurmV0043GetReservations
151,doc_05b9,doc_05b9_chunk_0003,slurmV0043GetShares
152,doc_05b9,doc_05b9_chunk_0004,slurm
153,doc_05b9,doc_05b9_chunk_0004,v0.0.43
154,doc_05b9,doc_05b9_chunk_0004,node_name
155,doc_05b9,doc_05b9_chunk_0004,slurmV0043PostNode
156,doc_05b9,doc_05b9_chunk_0004,update node properties
157,doc_05b9,doc_05b9_chunk_0004,slurmV0043PostNodes
158,doc_05b9,doc_05b9_chunk_0004,batch update node(s)
159,doc_05b9,doc_05b9_chunk_0004,slurmV0043PostReservation
160,doc_05b9,doc_05b9_chunk_0004,create or update a reservation
161,doc_05b9,doc_05b9_chunk_0004,slurmdbV0043DeleteAccount
162,doc_05b9,doc_05b9_chunk_0004,delete account
163,doc_05b9,doc_05b9_chunk_0005,slurmdb
164,doc_05b9,doc_05b9_chunk_0005,v0.0.43
165,doc_05b9,doc_05b9_chunk_0005,Delete association
166,doc_05b9,doc_05b9_chunk_0005,account
167,doc_05b9,doc_05b9_chunk_0005,cluster
168,doc_05b9,doc_05b9_chunk_0005,default_qos
169,doc_05b9,doc_05b9_chunk_0005,Include deleted associations
170,doc_05b9,doc_05b9_chunk_0005,Include usage
171,doc_05b9,doc_05b9_chunk_0005,Filter to only defaults
172,doc_05b9,doc_05b9_chunk_0005,Include the raw QOS or delta_qos
173,doc_05b9,doc_05b9_chunk_0005,Include sub acct information
174,doc_05b9,doc_05b9_chunk_0005,Exclude parent id/name
175,doc_05b9,doc_05b9_chunk_0005,Exclude limits from parents
176,doc_05b9,doc_05b9_chunk_0005,format
177,doc_05b9,doc_05b9_chunk_0005,id
178,doc_05b9,doc_05b9_chunk_0006,slurmdb
179,doc_05b9,doc_05b9_chunk_0006,v0.0.43_openapi_assocs_removed_resp
180,doc_05b9,doc_05b9_chunk_0006,slurmdbV0043DeleteAssociations
181,doc_05b9,doc_05b9_chunk_0006,Query parameters
182,doc_05b9,doc_05b9_chunk_0006,account
183,doc_05b9,doc_05b9_chunk_0006,CSV accounts list
184,doc_05b9,doc_05b9_chunk_0006,cluster
185,doc_05b9,doc_05b9_chunk_0006,CSV clusters list
186,doc_05b9,doc_05b9_chunk_0006,default_qos
187,doc_05b9,doc_05b9_chunk_0006,CSV QOS list
188,doc_05b9,doc_05b9_chunk_0006,Include deleted associations
189,doc_05b9,doc_05b9_chunk_0006,Include usage
190,doc_05b9,doc_05b9_chunk_0006,Filter to only defaults
191,doc_05b9,doc_05b9_chunk_0007,SLURM
192,doc_05b9,doc_05b9_chunk_0007,slurmdb
193,doc_05b9,doc_05b9_chunk_0007,v0.0.43
194,doc_05b9,doc_05b9_chunk_0007,cluster_name
195,doc_05b9,doc_05b9_chunk_0007,API call
196,doc_05b9,doc_05b9_chunk_0007,Content-Type
197,doc_05b9,doc_05b9_chunk_0007,application/json
198,doc_05b9,doc_05b9_chunk_0007,removed_associations
199,doc_05b9,doc_05b9_chunk_0007,error
200,doc_05b9,doc_05b9_chunk_0007,delete
201,doc_05b9,doc_05b9_chunk_0007,Path parameters
202,doc_05b9,doc_05b9_chunk_0007,cluster
203,doc_05b9,doc_05b9_chunk_0007,federation
204,doc_05b9,doc_05b9_chunk_0007,flags
205,doc_05b9,doc_05b9_chunk_0007,format
206,doc_05b9,doc_05b9_chunk_0007,rpc_version
207,doc_05b9,doc_05b9_chunk_0007,usage_end
208,doc_05b9,doc_05b9_chunk_0007,usage_start
209,doc_05b9,doc_05b9_chunk_0008,SLURM
210,doc_05b9,doc_05b9_chunk_0008,slurmdb
211,doc_05b9,doc_05b9_chunk_0008,v0.0.43
212,doc_05b9,doc_05b9_chunk_0008,openapi
213,doc_05b9,doc_05b9_chunk_0008,deleted_clusters
214,doc_05b9,doc_05b9_chunk_0008,with_usage
215,doc_05b9,doc_05b9_chunk_0008,with_assocs
216,doc_05b9,doc_05b9_chunk_0008,with_coords
217,doc_05b9,doc_05b9_chunk_0008,with_deleted
218,doc_05b9,doc_05b9_chunk_0008,Content-Type
219,doc_05b9,doc_05b9_chunk_0008,application/json
220,doc_05b9,doc_05b9_chunk_0008,Result
221,doc_05b9,doc_05b9_chunk_0008,delete cluster request
222,doc_05b9,doc_05b9_chunk_0008,qos
223,doc_05b9,doc_05b9_chunk_0008,user
224,doc_05b9,doc_05b9_chunk_0008,wckey
225,doc_05b9,doc_05b9_chunk_0008,id
226,doc_05b9,doc_05b9_chunk_0009,application/json
227,doc_05b9,doc_05b9_chunk_0009,slurmdb
228,doc_05b9,doc_05b9_chunk_0009,v0.0.43
229,doc_05b9,doc_05b9_chunk_0009,association
230,doc_05b9,doc_05b9_chunk_0009,Get association info
231,doc_05b9,doc_05b9_chunk_0009,account
232,doc_05b9,doc_05b9_chunk_0009,cluster
233,doc_05b9,doc_05b9_chunk_0009,default_qos
234,doc_05b9,doc_05b9_chunk_0009,deleted associations
235,doc_05b9,doc_05b9_chunk_0009,usage
236,doc_05b9,doc_05b9_chunk_0009,filter
237,doc_05b9,doc_05b9_chunk_0009,defaults
238,doc_05b9,doc_05b9_chunk_0009,raw QOS
239,doc_05b9,doc_05b9_chunk_0009,delta_qos
240,doc_05b9,doc_05b9_chunk_0009,sub acct information
241,doc_05b9,doc_05b9_chunk_0009,parent id/name
242,doc_05b9,doc_05b9_chunk_0009,limits
243,doc_05b9,doc_05b9_chunk_0009,format
244,doc_05b9,doc_05b9_chunk_0010,slurmdb
245,doc_05b9,doc_05b9_chunk_0010,v0.0.43
246,doc_05b9,doc_05b9_chunk_0010,slurmdbV0043GetAssociations
247,doc_05b9,doc_05b9_chunk_0010,account
248,doc_05b9,doc_05b9_chunk_0010,clusters
249,doc_05b9,doc_05b9_chunk_0010,default_qos
250,doc_05b9,doc_05b9_chunk_0010,deleted associations
251,doc_05b9,doc_05b9_chunk_0010,usage
252,doc_05b9,doc_05b9_chunk_0010,filter
253,doc_05b9,doc_05b9_chunk_0010,raw QOS
254,doc_05b9,doc_05b9_chunk_0010,delta_qos
255,doc_05b9,doc_05b9_chunk_0010,sub acct information
256,doc_05b9,doc_05b9_chunk_0010,parent id/name
257,doc_05b9,doc_05b9_chunk_0010,limits
258,doc_05b9,doc_05b9_chunk_0010,format
259,doc_05b9,doc_05b9_chunk_0010,id
260,doc_05b9,doc_05b9_chunk_0011,SLURM
261,doc_05b9,doc_05b9_chunk_0011,slurmdb
262,doc_05b9,doc_05b9_chunk_0011,v0.0.43
263,doc_05b9,doc_05b9_chunk_0011,cluster_name
264,doc_05b9,doc_05b9_chunk_0011,classification
265,doc_05b9,doc_05b9_chunk_0011,cluster
266,doc_05b9,doc_05b9_chunk_0011,federation
267,doc_05b9,doc_05b9_chunk_0011,flags
268,doc_05b9,doc_05b9_chunk_0011,format
269,doc_05b9,doc_05b9_chunk_0011,rpc_version
270,doc_05b9,doc_05b9_chunk_0011,usage_end
271,doc_05b9,doc_05b9_chunk_0011,usage_start
272,doc_05b9,doc_05b9_chunk_0011,query parameters
273,doc_05b9,doc_05b9_chunk_0011,CSV ID list
274,doc_05b9,doc_05b9_chunk_0011,parent_account
275,doc_05b9,doc_05b9_chunk_0011,partition
276,doc_05b9,doc_05b9_chunk_0011,qos
277,doc_05b9,doc_05b9_chunk_0011,user
278,doc_05b9,doc_05b9_chunk_0012,slurmdb
279,doc_05b9,doc_05b9_chunk_0012,v0.0.43_openapi_clusters_resp
280,doc_05b9,doc_05b9_chunk_0012,v0.0.43_openapi_slurmdbd_config_resp
281,doc_05b9,doc_05b9_chunk_0012,v0.0.43_openapi_slurmdbd_stats_resp
282,doc_05b9,doc_05b9_chunk_0012,slurmdbV0043GetClusters
283,doc_05b9,doc_05b9_chunk_0012,slurmdbV0043GetConfig
284,doc_05b9,doc_05b9_chunk_0012,slurmdbV0043GetDiag
285,doc_05b9,doc_05b9_chunk_0013,SLURM
286,doc_05b9,doc_05b9_chunk_0013,slurmdb
287,doc_05b9,doc_05b9_chunk_0013,v0.0.43
288,doc_05b9,doc_05b9_chunk_0013,slurmdbV0043GetInstances
289,doc_05b9,doc_05b9_chunk_0013,slurmdbV0043GetJob
290,doc_05b9,doc_05b9_chunk_0013,slurmdbV0043GetJobs
291,doc_05b9,doc_05b9_chunk_0013,job_id
292,doc_05b9,doc_05b9_chunk_0013,cluster
293,doc_05b9,doc_05b9_chunk_0013,CSV
294,doc_05b9,doc_05b9_chunk_0013,node_list
295,doc_05b9,doc_05b9_chunk_0013,time_end
296,doc_05b9,doc_05b9_chunk_0013,time_start
297,doc_05b9,doc_05b9_chunk_0013,instance_id
298,doc_05b9,doc_05b9_chunk_0014,slurmdb
299,doc_05b9,doc_05b9_chunk_0014,v0.0.43
300,doc_05b9,doc_05b9_chunk_0014,slurmdbV0043GetJobs
301,doc_05b9,doc_05b9_chunk_0014,account
302,doc_05b9,doc_05b9_chunk_0014,association
303,doc_05b9,doc_05b9_chunk_0014,cluster
304,doc_05b9,doc_05b9_chunk_0014,constraints
305,doc_05b9,doc_05b9_chunk_0014,scheduler_unset
306,doc_05b9,doc_05b9_chunk_0014,scheduled_on_submit
307,doc_05b9,doc_05b9_chunk_0014,scheduled_by_main
308,doc_05b9,doc_05b9_chunk_0014,scheduled_by_backfill
309,doc_05b9,doc_05b9_chunk_0014,job_started
310,doc_05b9,doc_05b9_chunk_0014,exit_code
311,doc_05b9,doc_05b9_chunk_0015,query parameter
312,doc_05b9,doc_05b9_chunk_0015,job script
313,doc_05b9,doc_05b9_chunk_0015,show_job_environment
314,doc_05b9,doc_05b9_chunk_0015,format
315,doc_05b9,doc_05b9_chunk_0015,groups
316,doc_05b9,doc_05b9_chunk_0015,job_name
317,doc_05b9,doc_05b9_chunk_0015,partition
318,doc_05b9,doc_05b9_chunk_0015,QOS
319,doc_05b9,doc_05b9_chunk_0015,reason
320,doc_05b9,doc_05b9_chunk_0015,reservation
321,doc_05b9,doc_05b9_chunk_0015,reservation_id
322,doc_05b9,doc_05b9_chunk_0015,state
323,doc_05b9,doc_05b9_chunk_0015,step
324,doc_05b9,doc_05b9_chunk_0015,end_time
325,doc_05b9,doc_05b9_chunk_0015,start_time
326,doc_05b9,doc_05b9_chunk_0015,node
327,doc_05b9,doc_05b9_chunk_0015,users
328,doc_05b9,doc_05b9_chunk_0015,wckey
329,doc_05b9,doc_05b9_chunk_0016,slurmdb
330,doc_05b9,doc_05b9_chunk_0016,v0.0.43
331,doc_05b9,doc_05b9_chunk_0016,slurmdbV0043GetPing
332,doc_05b9,doc_05b9_chunk_0016,slurmdbV0043GetQos
333,doc_05b9,doc_05b9_chunk_0016,slurmdbV0043GetSingleQos
334,doc_05b9,doc_05b9_chunk_0016,slurmdbV0043GetTres
335,doc_05b9,doc_05b9_chunk_0016,slurmdbV0043GetUser
336,doc_05b9,doc_05b9_chunk_0016,Content-Type
337,doc_05b9,doc_05b9_chunk_0016,application/json
338,doc_05b9,doc_05b9_chunk_0016,Path parameters
339,doc_05b9,doc_05b9_chunk_0017,SLURM
340,doc_05b9,doc_05b9_chunk_0017,slurmdb
341,doc_05b9,doc_05b9_chunk_0017,v0.0.43
342,doc_05b9,doc_05b9_chunk_0017,slurmdbV0043GetUser
343,doc_05b9,doc_05b9_chunk_0017,slurmdbV0043GetUsers
344,doc_05b9,doc_05b9_chunk_0017,slurmdbV0043GetWckey
345,doc_05b9,doc_05b9_chunk_0017,v0.0.43_openapi_users_resp
346,doc_05b9,doc_05b9_chunk_0017,v0.0.43_openapi_wckey_resp
347,doc_05b9,doc_05b9_chunk_0017,Path parameters
348,doc_05b9,doc_05b9_chunk_0018,slurmdb
349,doc_05b9,doc_05b9_chunk_0018,v0.0.43
350,doc_05b9,doc_05b9_chunk_0018,slurmdbV0043GetWckeys
351,doc_05b9,doc_05b9_chunk_0018,slurmdbV0043PostAccounts
352,doc_05b9,doc_05b9_chunk_0018,query parameters
353,doc_05b9,doc_05b9_chunk_0018,cluster
354,doc_05b9,doc_05b9_chunk_0018,format
355,doc_05b9,doc_05b9_chunk_0018,id
356,doc_05b9,doc_05b9_chunk_0018,name
357,doc_05b9,doc_05b9_chunk_0018,only_defaults
358,doc_05b9,doc_05b9_chunk_0018,usage_end
359,doc_05b9,doc_05b9_chunk_0018,usage_start
360,doc_05b9,doc_05b9_chunk_0018,user
361,doc_05b9,doc_05b9_chunk_0018,with_usage
362,doc_05b9,doc_05b9_chunk_0018,with_deleted
363,doc_05b9,doc_05b9_chunk_0019,slurmdb
364,doc_05b9,doc_05b9_chunk_0019,v0.0.43
365,doc_05b9,doc_05b9_chunk_0019,API
366,doc_05b9,doc_05b9_chunk_0019,application/json
367,doc_05b9,doc_05b9_chunk_0019,slurmdbV0043PostAccounts
368,doc_05b9,doc_05b9_chunk_0019,slurmdbV0043PostAccountsAssociation
369,doc_05b9,doc_05b9_chunk_0019,slurmdbV0043PostAssociations
370,doc_05b9,doc_05b9_chunk_0019,slurmdbV0043PostClusters
371,doc_05b9,doc_05b9_chunk_0019,slurmdbV0043PostConfig
372,doc_05b9,doc_05b9_chunk_0019,Content-Type
373,doc_05b9,doc_05b9_chunk_0020,SLURM
374,doc_05b9,doc_05b9_chunk_0020,slurmdb
375,doc_05b9,doc_05b9_chunk_0020,v0.0.43
376,doc_05b9,doc_05b9_chunk_0020,slurmdbV0043PostConfig
377,doc_05b9,doc_05b9_chunk_0020,slurmdbV0043PostQos
378,doc_05b9,doc_05b9_chunk_0020,slurmdbV0043PostTres
379,doc_05b9,doc_05b9_chunk_0020,application/json
380,doc_05b9,doc_05b9_chunk_0020,Content-Type
381,doc_05b9,doc_05b9_chunk_0020,request body
382,doc_05b9,doc_05b9_chunk_0020,API call
383,doc_05b9,doc_05b9_chunk_0020,media types
384,doc_05b9,doc_05b9_chunk_0020,slurmdbd_config_resp
385,doc_05b9,doc_05b9_chunk_0021,application/json
386,doc_05b9,doc_05b9_chunk_0021,Request body
387,doc_05b9,doc_05b9_chunk_0021,v0.0.43_openapi_resp
388,doc_05b9,doc_05b9_chunk_0021,v0.0.43_openapi_users_resp
389,doc_05b9,doc_05b9_chunk_0021,v0.0.43_openapi_users_add_cond_resp
390,doc_05b9,doc_05b9_chunk_0021,v0.0.43_openapi_wckey_resp
391,doc_05b9,doc_05b9_chunk_0021,slurmdbV0043PostUsers
392,doc_05b9,doc_05b9_chunk_0021,slurmdbV0043PostUsersAssociation
393,doc_05b9,doc_05b9_chunk_0022,Slurm
394,doc_05b9,doc_05b9_chunk_0022,UNIX timestamp
395,doc_05b9,doc_05b9_chunk_0022,TRES
396,doc_05b9,doc_05b9_chunk_0022,v0.0.43_openapi_resp
397,doc_05b9,doc_05b9_chunk_0022,accounts
398,doc_05b9,doc_05b9_chunk_0022,association
399,doc_05b9,doc_05b9_chunk_0022,clusters
400,doc_05b9,doc_05b9_chunk_0022,v0.0.43_acct_gather_energy
401,doc_05b9,doc_05b9_chunk_0022,average_watts
402,doc_05b9,doc_05b9_chunk_0022,base_consumed_energy
403,doc_05b9,doc_05b9_chunk_0022,consumed_energy
404,doc_05b9,doc_05b9_chunk_0022,current_watts
405,doc_05b9,doc_05b9_chunk_0022,previous_consumed_energy
406,doc_05b9,doc_05b9_chunk_0023,association
407,doc_05b9,doc_05b9_chunk_0023,Flags
408,doc_05b9,doc_05b9_chunk_0023,max
409,doc_05b9,doc_05b9_chunk_0023,id
410,doc_05b9,doc_05b9_chunk_0023,is_default
411,doc_05b9,doc_05b9_chunk_0023,lineage
412,doc_05b9,doc_05b9_chunk_0023,min
413,doc_05b9,doc_05b9_chunk_0023,parent_account
414,doc_05b9,doc_05b9_chunk_0023,partition
415,doc_05b9,doc_05b9_chunk_0023,priority
416,doc_05b9,doc_05b9_chunk_0023,qos
417,doc_05b9,doc_05b9_chunk_0023,fairshare
418,doc_05b9,doc_05b9_chunk_0023,v0.0.43_assoc_shares_obj_wrap
419,doc_05b9,doc_05b9_chunk_0023,cluster
420,doc_05b9,doc_05b9_chunk_0023,name
421,doc_05b9,doc_05b9_chunk_0023,parent
422,doc_05b9,doc_05b9_chunk_0024,slurmctld
423,doc_05b9,doc_05b9_chunk_0024,primary
424,doc_05b9,doc_05b9_chunk_0024,user name
425,doc_05b9,doc_05b9_chunk_0024,direct
426,doc_05b9,doc_05b9_chunk_0024,coordinator
427,doc_05b9,doc_05b9_chunk_0024,cluster name
428,doc_05b9,doc_05b9_chunk_0024,extra
429,doc_05b9,doc_05b9_chunk_0024,instance_id
430,doc_05b9,doc_05b9_chunk_0024,instance_type
431,doc_05b9,doc_05b9_chunk_0024,node_name
432,doc_05b9,doc_05b9_chunk_0024,time
433,doc_05b9,doc_05b9_chunk_0024,job
434,doc_05b9,doc_05b9_chunk_0024,account
435,doc_05b9,doc_05b9_chunk_0024,comment
436,doc_05b9,doc_05b9_chunk_0024,allocation_nodes
437,doc_05b9,doc_05b9_chunk_0024,array
438,doc_05b9,doc_05b9_chunk_0024,association
439,doc_05b9,doc_05b9_chunk_0024,block
440,doc_05b9,doc_05b9_chunk_0024,constraints
441,doc_05b9,doc_05b9_chunk_0024,container
442,doc_05b9,doc_05b9_chunk_0025,int32
443,doc_05b9,doc_05b9_chunk_0025,argv
444,doc_05b9,doc_05b9_chunk_0025,String
445,doc_05b9,doc_05b9_chunk_0025,array
446,doc_05b9,doc_05b9_chunk_0025,Job array index value specification
447,doc_05b9,doc_05b9_chunk_0025,batch_features
448,doc_05b9,doc_05b9_chunk_0025,features
449,doc_05b9,doc_05b9_chunk_0025,begin_time
450,doc_05b9,doc_05b9_chunk_0025,v0.0.43_uint64_no_val_struct
451,doc_05b9,doc_05b9_chunk_0025,flags
452,doc_05b9,doc_05b9_chunk_0025,Job flags
453,doc_05b9,doc_05b9_chunk_0025,burst_buffer
454,doc_05b9,doc_05b9_chunk_0025,Burst buffer specifications
455,doc_05b9,doc_05b9_chunk_0026,SLURM
456,doc_05b9,doc_05b9_chunk_0026,immediate
457,doc_05b9,doc_05b9_chunk_0026,Boolean
458,doc_05b9,doc_05b9_chunk_0026,job_id
459,doc_05b9,doc_05b9_chunk_0026,Integer
460,doc_05b9,doc_05b9_chunk_0026,kill_on_node_fail
461,doc_05b9,doc_05b9_chunk_0026,licenses
462,doc_05b9,doc_05b9_chunk_0026,String
463,doc_05b9,doc_05b9_chunk_0026,mail_type
464,doc_05b9,doc_05b9_chunk_0026,mail_user
465,doc_05b9,doc_05b9_chunk_0026,mcs_label
466,doc_05b9,doc_05b9_chunk_0026,memory_binding
467,doc_05b9,doc_05b9_chunk_0026,memory_binding_type
