term_id,term_text,tf,idf,tf_idf,c_value
833,LSF administrator,16.0,1.916290731874155,30.66065170998648,12.0
2063,cons_tres,16.0,1.916290731874155,30.66065170998648,0.0
2123,overcommitment,16.0,1.916290731874155,30.66065170998648,0.0
366,socket,25.0,1.2231435513142097,30.578588782855242,0.0
612,step,29.0,1.0,29.0,0.0
717,mbatchd daemon,14.0,1.916290731874155,26.82807024623817,12.5
307,option,21.0,1.2231435513142097,25.686014577598403,0.0
224,problems,17.0,1.5108256237659907,25.684035604021844,0.0
388,directories,17.0,1.5108256237659907,25.684035604021844,0.0
62,data,13.0,1.916290731874155,24.911779514364017,0.0
763,UNIX,13.0,1.916290731874155,24.911779514364017,0.0
195,account,16.0,1.5108256237659907,24.17320998025585,0.0
625,command line,16.0,1.5108256237659907,24.17320998025585,14.333333333333334
194,associations,12.0,1.916290731874155,22.99548878248986,0.0
741,mbatchd,12.0,1.916290731874155,22.99548878248986,0.0
770,application,12.0,1.916290731874155,22.99548878248986,0.0
882,Hosts section,12.0,1.916290731874155,22.99548878248986,12.0
1040,lsadmin,12.0,1.916290731874155,22.99548878248986,0.0
1538,lsf.shared file,12.0,1.916290731874155,22.99548878248986,11.0
515,more information,15.0,1.5108256237659907,22.66238435648986,15.0
254,tables,18.0,1.2231435513142097,22.016583923655773,0.0
15,status,14.0,1.5108256237659907,21.15155873272387,0.0
441,Comment,14.0,1.5108256237659907,21.15155873272387,0.0
1051,lsf.sudoers file,11.0,1.916290731874155,21.079198050615705,11.0
1058,operation,11.0,1.916290731874155,21.079198050615705,0.0
1435,unrecoverable errors,11.0,1.916290731874155,21.079198050615705,11.0
2066,threads,11.0,1.916290731874155,21.079198050615705,0.0
2194,default partition,11.0,1.916290731874155,21.079198050615705,11.0
147,case,17.0,1.2231435513142097,20.793440372341564,0.0
42,time,13.0,1.5108256237659907,19.64073310895788,0.0
184,Type,13.0,1.5108256237659907,19.64073310895788,0.0
35,linux,16.0,1.2231435513142097,19.570296821027355,0.0
744,LSF host,10.0,1.916290731874155,19.162907318741553,9.0
885,LSF server hosts,10.0,1.916290731874155,19.162907318741553,15.84962500721156
905,parameters,10.0,1.916290731874155,19.162907318741553,0.0
944,primary LSF administrator,10.0,1.916290731874155,19.162907318741553,15.84962500721156
957,models,10.0,1.916290731874155,19.162907318741553,0.0
1377,new hosts,10.0,1.916290731874155,19.162907318741553,7.5
1382,lsb.queues file,10.0,1.916290731874155,19.162907318741553,10.0
2127,single node,10.0,1.916290731874155,19.162907318741553,10.0
2196,possible pattern,10.0,1.916290731874155,19.162907318741553,10.0
81,daemons,12.0,1.5108256237659907,18.12990748519189,0.0
286,error message,12.0,1.5108256237659907,18.12990748519189,10.333333333333334
67,sacctmgr,9.0,1.916290731874155,17.246616586867397,0.0
718,sbatchd daemon,9.0,1.916290731874155,17.246616586867397,9.0
794,host models,9.0,1.916290731874155,17.246616586867397,8.0
879,conf,9.0,1.916290731874155,17.246616586867397,0.0
937,lsf.conf,9.0,1.916290731874155,17.246616586867397,0.0
941,configdir,9.0,1.916290731874155,17.246616586867397,0.0
1041,badmin,9.0,1.916290731874155,17.246616586867397,0.0
1067,Troubleshooting LSF problems,9.0,1.916290731874155,17.246616586867397,14.264662506490405
2027,new cluster,9.0,1.916290731874155,17.246616586867397,9.0
2132,Binding,9.0,1.916290731874155,17.246616586867397,0.0
309,list,13.0,1.2231435513142097,15.900866167084725,0.0
244,row,8.0,1.916290731874155,15.33032585499324,0.0
682,LSF jobs,8.0,1.916290731874155,15.33032585499324,7.0
694,File systems,8.0,1.916290731874155,15.33032585499324,7.0
1059,badmin command,8.0,1.916290731874155,15.33032585499324,6.0
1072,LSF environment,8.0,1.916290731874155,15.33032585499324,7.0
1138,Aug,8.0,1.916290731874155,15.33032585499324,0.0
1444,lshosts,8.0,1.916290731874155,15.33032585499324,0.0
2112,default allocation method,8.0,1.916290731874155,15.33032585499324,12.679700005769249
2138,task affinity,8.0,1.916290731874155,15.33032585499324,8.0
615,srun,10.0,1.5108256237659907,15.108256237659907,0.0
75,configuration,12.0,1.2231435513142097,14.677722615770517,0.0
110,limits,12.0,1.2231435513142097,14.677722615770517,0.0
416,line,12.0,1.2231435513142097,14.677722615770517,0.0
40,user name,9.0,1.5108256237659907,13.597430613893916,9.0
202,system,9.0,1.5108256237659907,13.597430613893916,0.0
112,access,11.0,1.2231435513142097,13.454579064456308,0.0
5,Accounting records,7.0,1.916290731874155,13.414035123119085,7.0
754,bsub command,7.0,1.916290731874155,13.414035123119085,7.0
966,lsf/cluster,7.0,1.916290731874155,13.414035123119085,11.094737505048093
1052,software licenses,7.0,1.916290731874155,13.414035123119085,7.0
1323,remote hosts,7.0,1.916290731874155,13.414035123119085,6.0
1434,configuration errors,7.0,1.916290731874155,13.414035123119085,3.5
1442,hostsetup command,7.0,1.916290731874155,13.414035123119085,7.0
1664,Management host LIM,7.0,1.916290731874155,13.414035123119085,7.92481250360578
1846,Request,7.0,1.916290731874155,13.414035123119085,0.0
2150,CPU ids,7.0,1.916290731874155,13.414035123119085,5.333333333333333
2231,CPUsCPU,7.0,1.916290731874155,13.414035123119085,0.0
213,output,10.0,1.2231435513142097,12.231435513142097,0.0
181,Password,8.0,1.5108256237659907,12.086604990127926,0.0
350,default value,8.0,1.5108256237659907,12.086604990127926,8.0
553,Cluster name,8.0,1.5108256237659907,12.086604990127926,7.0
18,sreport,6.0,1.916290731874155,11.49774439124493,0.0
49,sacct,6.0,1.916290731874155,11.49774439124493,0.0
122,communications,6.0,1.916290731874155,11.49774439124493,0.0
123,MUNGE,6.0,1.916290731874155,11.49774439124493,0.0
246,sec,6.0,1.916290731874155,11.49774439124493,0.0
725,execution host,6.0,1.916290731874155,11.49774439124493,6.0
786,resource requirements,6.0,1.916290731874155,11.49774439124493,5.0
788,load,6.0,1.916290731874155,11.49774439124493,0.0
923,typical directory structures,6.0,1.916290731874155,11.49774439124493,9.509775004326936
932,lsfinstall command,6.0,1.916290731874155,11.49774439124493,6.0
939,LSB_CONFDIR,6.0,1.916290731874155,11.49774439124493,0.0
1045,bsub,6.0,1.916290731874155,11.49774439124493,0.0
1047,bjobs command,6.0,1.916290731874155,11.49774439124493,6.0
1056,following commands,6.0,1.916290731874155,11.49774439124493,6.0
1074,cshrc.lsf,6.0,1.916290731874155,11.49774439124493,0.0
1085,LSF cluster,6.0,1.916290731874155,11.49774439124493,4.5
1091,management host,6.0,1.916290731874155,11.49774439124493,3.7777777777777777
1155,common configuration errors,6.0,1.916290731874155,11.49774439124493,9.509775004326936
1436,reconfiguration exits,6.0,1.916290731874155,11.49774439124493,6.0
2096,salloc,6.0,1.916290731874155,11.49774439124493,0.0
2116,robin fashion,6.0,1.916290731874155,11.49774439124493,6.0
2212,Task id,6.0,1.916290731874155,11.49774439124493,6.0
2222,Socket id,6.0,1.916290731874155,11.49774439124493,6.0
508,details,9.0,1.2231435513142097,11.008291961827886,0.0
24,slurm.conf,7.0,1.5108256237659907,10.575779366361935,0.0
172,script,7.0,1.5108256237659907,10.575779366361935,0.0
179,Location,7.0,1.5108256237659907,10.575779366361935,0.0
305,configuration parameters,7.0,1.5108256237659907,10.575779366361935,5.75
514,man pages,7.0,1.5108256237659907,10.575779366361935,6.0
652,processes,7.0,1.5108256237659907,10.575779366361935,0.0
752,group,7.0,1.5108256237659907,10.575779366361935,0.0
73,Slurm Database Daemon,5.0,1.916290731874155,9.581453659370776,7.92481250360578
116,slurmdbd.conf,5.0,1.916290731874155,9.581453659370776,0.0
312,qos,5.0,1.916290731874155,9.581453659370776,0.0
330,wckeys,5.0,1.916290731874155,9.581453659370776,0.0
402,slurm_acct_db,5.0,1.916290731874155,9.581453659370776,0.0
692,installation,5.0,1.916290731874155,9.581453659370776,0.0
695,networks,5.0,1.916290731874155,9.581453659370776,0.0
809,CPU factor,5.0,1.916290731874155,9.581453659370776,3.0
827,Load indices,5.0,1.916290731874155,9.581453659370776,3.5555555555555554
831,External load indices,5.0,1.916290731874155,9.581453659370776,6.339850002884624
940,cluster_name,5.0,1.916290731874155,9.581453659370776,0.0
975,lsbatch,5.0,1.916290731874155,9.581453659370776,0.0
1014,logdir,5.0,1.916290731874155,9.581453659370776,0.0
1020,LSF_LOGDIR,5.0,1.916290731874155,9.581453659370776,0.0
1046,lsrun commands,5.0,1.916290731874155,9.581453659370776,5.0
1088,LSF commands,5.0,1.916290731874155,9.581453659370776,3.0
1112,lsid command,5.0,1.916290731874155,9.581453659370776,5.0
1118,bhosts,5.0,1.916290731874155,9.581453659370776,0.0
1119,bqueues command,5.0,1.916290731874155,9.581453659370776,5.0
1128,EGO,5.0,1.916290731874155,9.581453659370776,0.0
1167,hosta,5.0,1.916290731874155,9.581453659370776,0.0
1168,hostc,5.0,1.916290731874155,9.581453659370776,0.0
1184,badmin ckconfig command,5.0,1.916290731874155,9.581453659370776,7.92481250360578
1221,Active,5.0,1.916290731874155,9.581453659370776,0.0
1255,job ID,5.0,1.916290731874155,9.581453659370776,4.0
1414,cluster1/10.1.,5.0,1.916290731874155,9.581453659370776,0.0
1470,badmin reconfig command,5.0,1.916290731874155,9.581453659370776,4.754887502163468
1592,resource names,5.0,1.916290731874155,9.581453659370776,4.0
2086,CPU resources,5.0,1.916290731874155,9.581453659370776,3.0
2099,node selection,5.0,1.916290731874155,9.581453659370776,3.0
2176,bind,5.0,1.916290731874155,9.581453659370776,0.0
2225,affinity,5.0,1.916290731874155,9.581453659370776,0.0
2229,Nodenamen,5.0,1.916290731874155,9.581453659370776,0.0
2230,Allocated CPUs,5.0,1.916290731874155,9.581453659370776,5.0
2237,CPU ids,5.0,1.916290731874155,9.581453659370776,2.0
4,job step,6.0,1.5108256237659907,9.064953742595945,5.0
77,authentication,6.0,1.5108256237659907,9.064953742595945,0.0
196,partition,6.0,1.5108256237659907,9.064953742595945,0.0
265,order,6.0,1.5108256237659907,9.064953742595945,0.0
410,permissions,6.0,1.5108256237659907,9.064953742595945,0.0
590,change,6.0,1.5108256237659907,9.064953742595945,0.0
641,task i d,6.0,1.5108256237659907,9.064953742595945,9.509775004326936
697,LSF configuration,6.0,1.5108256237659907,9.064953742595945,4.8
746,processor,6.0,1.5108256237659907,9.064953742595945,0.0
245,set,7.0,1.2231435513142097,8.562004859199469,0.0
2,accounting information,4.0,1.916290731874155,7.66516292749662,4.0
25,plugins,4.0,1.916290731874155,7.66516292749662,0.0
29,text file,4.0,1.916290731874155,7.66516292749662,3.0
53,pathname,4.0,1.916290731874155,7.66516292749662,0.0
101,Accounting,4.0,1.916290731874155,7.66516292749662,0.0
113,records,4.0,1.916290731874155,7.66516292749662,0.0
192,creation,4.0,1.916290731874155,7.66516292749662,0.0
430,Query OK,4.0,1.916290731874155,7.66516292749662,4.0
431,grant,4.0,1.916290731874155,7.66516292749662,0.0
509,entities,4.0,1.916290731874155,7.66516292749662,0.0
545,other accounts,4.0,1.916290731874155,7.66516292749662,4.0
680,cluster properties,4.0,1.916290731874155,7.66516292749662,4.0
681,LSF status,4.0,1.916290731874155,7.66516292749662,4.0
683,LSF problems,4.0,1.916290731874155,7.66516292749662,0.25
685,LSF error messages,4.0,1.916290731874155,7.66516292749662,6.339850002884624
713,LSF system,4.0,1.916290731874155,7.66516292749662,3.0
729,bkill command,4.0,1.916290731874155,7.66516292749662,4.0
769,batch job,4.0,1.916290731874155,7.66516292749662,3.0
779,Interactive task,4.0,1.916290731874155,7.66516292749662,4.0
839,host information,4.0,1.916290731874155,7.66516292749662,4.0
849,threshold,4.0,1.916290731874155,7.66516292749662,0.0
874,install.config file,4.0,1.916290731874155,7.66516292749662,4.0
883,LSF management host,4.0,1.916290731874155,7.66516292749662,4.754887502163468
929,figure,4.0,1.916290731874155,7.66516292749662,0.0
938,lsf.cluster.cluster_name,4.0,1.916290731874155,7.66516292749662,0.0
946,paths,4.0,1.916290731874155,7.66516292749662,0.0
956,host names,4.0,1.916290731874155,7.66516292749662,3.0
1036,error logs,4.0,1.916290731874155,7.66516292749662,2.833333333333333
1039,Use LSF administration,4.0,1.916290731874155,7.66516292749662,6.339850002884624
1043,cluster status,4.0,1.916290731874155,7.66516292749662,4.0
1048,Control job execution,4.0,1.916290731874155,7.66516292749662,6.339850002884624
1049,bresume,4.0,1.916290731874155,7.66516292749662,0.0
1060,non-root user,4.0,1.916290731874155,7.66516292749662,8.0
1062,user cluster,4.0,1.916290731874155,7.66516292749662,4.0
1105,LSF Command Reference,4.0,1.916290731874155,7.66516292749662,4.754887502163468
1111,lsload commands,4.0,1.916290731874155,7.66516292749662,3.0
1116,LSF batch workload system,4.0,1.916290731874155,7.66516292749662,4.0
1176,few seconds,4.0,1.916290731874155,7.66516292749662,4.0
1242,lsrun,4.0,1.916290731874155,7.66516292749662,0.0
1279,standard output,4.0,1.916290731874155,7.66516292749662,4.0
1294,JOBID USER STAT QUEUE,4.0,1.916290731874155,7.66516292749662,8.0
1379,references,4.0,1.916290731874155,7.66516292749662,0.0
1383,new queue definition,4.0,1.916290731874155,7.66516292749662,6.339850002884624
1407,new host type,4.0,1.916290731874155,7.66516292749662,6.339850002884624
1438,Reconfiguration,4.0,1.916290731874155,7.66516292749662,0.0
1448,Results,4.0,1.916290731874155,7.66516292749662,0.0
1496,lsf.sudoers,4.0,1.916290731874155,7.66516292749662,0.0
1501,/etc,4.0,1.916290731874155,7.66516292749662,0.0
1503,sparc,4.0,1.916290731874155,7.66516292749662,0.0
1504,sol,4.0,1.916290731874155,7.66516292749662,0.0
1547,Numeric,4.0,1.916290731874155,7.66516292749662,0.0
1708,client host,4.0,1.916290731874155,7.66516292749662,4.0
1751,lsb.hosts file,4.0,1.916290731874155,7.66516292749662,4.0
1752,unknown host,4.0,1.916290731874155,7.66516292749662,2.0
1861,res,4.0,1.916290731874155,7.66516292749662,0.0
2068,consumable resource type,4.0,1.916290731874155,7.66516292749662,6.339850002884624
2070,select plugin,4.0,1.916290731874155,7.66516292749662,4.0
2074,additional parameters,4.0,1.916290731874155,7.66516292749662,4.0
2087,whole nodes,4.0,1.916290731874155,7.66516292749662,4.0
2142,CPU usage,4.0,1.916290731874155,7.66516292749662,4.0
55,log,5.0,1.5108256237659907,7.554128118829953,0.0
104,computers,5.0,1.5108256237659907,7.554128118829953,0.0
108,administrators,5.0,1.5108256237659907,7.554128118829953,0.0
164,instances,5.0,1.5108256237659907,7.554128118829953,0.0
322,Service,5.0,1.5108256237659907,7.554128118829953,0.0
670,IBM Spectrum LSF,5.0,1.5108256237659907,7.554128118829953,5.547368752524046
762,conditions,5.0,1.5108256237659907,7.554128118829953,0.0
1415,install,5.0,1.5108256237659907,7.554128118829953,0.0
126,machine,6.0,1.2231435513142097,7.338861307885258,0.0
216,NOTE,7.0,1.0,7.0,0.0
148,combination,5.0,1.2231435513142097,6.1157177565710485,0.0
348,run,5.0,1.2231435513142097,6.1157177565710485,0.0
414,info,5.0,1.2231435513142097,6.1157177565710485,0.0
475,units,5.0,1.2231435513142097,6.1157177565710485,0.0
608,reason,5.0,1.2231435513142097,6.1157177565710485,0.0
63,availability,4.0,1.5108256237659907,6.043302495063963,0.0
72,performance,4.0,1.5108256237659907,6.043302495063963,0.0
109,user accounts,4.0,1.5108256237659907,6.043302495063963,4.0
269,field,4.0,1.5108256237659907,6.043302495063963,0.0
336,port,4.0,1.5108256237659907,6.043302495063963,0.0
440,Support,4.0,1.5108256237659907,6.043302495063963,0.0
534,start,4.0,1.5108256237659907,6.043302495063963,0.0
620,memory,4.0,1.5108256237659907,6.043302495063963,0.0
693,cluster administrators,4.0,1.5108256237659907,6.043302495063963,4.0
26,AccountingStorageType,3.0,1.916290731874155,5.748872195622465,0.0
37,JobCompType,3.0,1.916290731874155,5.748872195622465,0.0
48,MariaDB database,3.0,1.916290731874155,5.748872195622465,3.0
89,snowflake,3.0,1.916290731874155,5.748872195622465,0.0
90,cluster snowflake,3.0,1.916290731874155,5.748872195622465,3.0
155,same UID,3.0,1.916290731874155,5.748872195622465,3.0
173,flat file,3.0,1.916290731874155,5.748872195622465,3.0
262,database tables,3.0,1.916290731874155,5.748872195622465,3.0
278,StorageLoc,3.0,1.916290731874155,5.748872195622465,0.0
325,TRES,3.0,1.916290731874155,5.748872195622465,0.0
340,accounting data,3.0,1.916290731874155,5.748872195622465,1.0
374,localhost,3.0,1.916290731874155,5.748872195622465,0.0
536,test,3.0,1.916290731874155,5.748872195622465,0.0
542,default account,3.0,1.916290731874155,5.748872195622465,3.0
635,TresUsageInTot,3.0,1.916290731874155,5.748872195622465,0.0
708,EXIT,3.0,1.916290731874155,5.748872195622465,0.0
723,ZOMBI state,3.0,1.916290731874155,5.748872195622465,3.0
726,re-runnable job,3.0,1.916290731874155,5.748872195622465,6.0
761,Job files,3.0,1.916290731874155,5.748872195622465,3.0
791,ls command,3.0,1.916290731874155,5.748872195622465,3.0
796,Intel_EM64 T,3.0,1.916290731874155,5.748872195622465,3.0
826,PIM,3.0,1.916290731874155,5.748872195622465,0.0
836,program,3.0,1.916290731874155,5.748872195622465,0.0
886,server column,3.0,1.916290731874155,5.748872195622465,3.0
888,only hosts,3.0,1.916290731874155,5.748872195622465,3.0
898,NFS,3.0,1.916290731874155,5.748872195622465,0.0
942,lsb.queues,3.0,1.916290731874155,5.748872195622465,0.0
959,keywords,3.0,1.916290731874155,5.748872195622465,0.0
974,lsf/cluste,3.0,1.916290731874155,5.748872195622465,4.754887502163468
976,clus,3.0,1.916290731874155,5.748872195622465,0.0
977,ter,3.0,1.916290731874155,5.748872195622465,0.0
988,File Example,3.0,1.916290731874155,5.748872195622465,3.0
1029,sbatchd,3.0,1.916290731874155,5.748872195622465,0.0
1035,LSF server,3.0,1.916290731874155,5.748872195622465,-0.25
1042,cluster configuration,3.0,1.916290731874155,5.748872195622465,2.0
1057,lsadmin command,3.0,1.916290731874155,5.748872195622465,3.0
1077,csh,3.0,1.916290731874155,5.748872195622465,0.0
1078,tcsh shell,3.0,1.916290731874155,5.748872195622465,3.0
1081,ksh,3.0,1.916290731874155,5.748872195622465,0.0
1082,bash shell,3.0,1.916290731874155,5.748872195622465,3.0
1083,profile.lsf,3.0,1.916290731874155,5.748872195622465,0.0
1086,# bctrld,3.0,1.916290731874155,5.748872195622465,2.0
1087,sbd,3.0,1.916290731874155,5.748872195622465,0.0
1090,lim daemon,3.0,1.916290731874155,5.748872195622465,2.0
1094,restart lim,3.0,1.916290731874155,5.748872195622465,2.0
1102,section,3.0,1.916290731874155,5.748872195622465,0.0
1137,/opt,3.0,1.916290731874155,5.748872195622465,0.0
1140,Master LIM,3.0,1.916290731874155,5.748872195622465,3.0
1194,LSF batch commands,3.0,1.916290731874155,5.748872195622465,4.754887502163468
1212,common LSF problems,3.0,1.916290731874155,5.748872195622465,1.584962500721156
1222,priority,3.0,1.916290731874155,5.748872195622465,0.0
1223,night,3.0,1.916290731874155,5.748872195622465,0.0
1246,best available host,3.0,1.916290731874155,5.748872195622465,4.754887502163468
1277,email,3.0,1.916290731874155,5.748872195622465,0.0
1289,batch interactive job,3.0,1.916290731874155,5.748872195622465,4.754887502163468
1293,% bjobs,3.0,1.916290731874155,5.748872195622465,3.0
1297,Jun,3.0,1.916290731874155,5.748872195622465,0.0
1304,Job owners,3.0,1.916290731874155,5.748872195622465,3.0
1334,shell script,3.0,1.916290731874155,5.748872195622465,1.5
1343,string,3.0,1.916290731874155,5.748872195622465,0.0
1385,queue definition,3.0,1.916290731874155,5.748872195622465,0.5
1387,.cshrc file,3.0,1.916290731874155,5.748872195622465,3.0
1409,a. Log,3.0,1.916290731874155,5.748872195622465,3.0
1426,client,3.0,1.916290731874155,5.748872195622465,0.0
1440,confirm,3.0,1.916290731874155,5.748872195622465,0.0
1443,Command Reference,3.0,1.916290731874155,5.748872195622465,0.5
1459,lsadmin reconfig command,3.0,1.916290731874155,5.748872195622465,1.584962500721156
1466,automatic LSF,3.0,1.916290731874155,5.748872195622465,2.0
1471,Configuration Reference,3.0,1.916290731874155,5.748872195622465,2.0
1480,bswitch,3.0,1.916290731874155,5.748872195622465,0.0
1506,LSF_SERVERDIR directory,3.0,1.916290731874155,5.748872195622465,3.0
1549,license1 resource,3.0,1.916290731874155,5.748872195622465,3.0
1554,resources license,3.0,1.916290731874155,5.748872195622465,3.0
1618,contact IBM Support,3.0,1.916290731874155,5.748872195622465,4.754887502163468
1646,symbolic link,3.0,1.916290731874155,5.748872195622465,3.0
1670,loopback address,3.0,1.916290731874155,5.748872195622465,3.0
1675,management host LIM IP address,3.0,1.916290731874155,5.748872195622465,6.965784284662087
1690,remote execution,3.0,1.916290731874155,5.748872195622465,2.0
1693,identification daemon,3.0,1.916290731874155,5.748872195622465,3.0
1736,new process group,3.0,1.916290731874155,5.748872195622465,4.754887502163468
1774,binary incompatibility,3.0,1.916290731874155,5.748872195622465,3.0
1832,auth_user,3.0,1.916290731874155,5.748872195622465,0.0
1845,userok,3.0,1.916290731874155,5.748872195622465,0.0
1943,jobId,3.0,1.916290731874155,5.748872195622465,0.0
2030,new lsf.conf file,3.0,1.916290731874155,5.748872195622465,4.754887502163468
2062,SelectType,3.0,1.916290731874155,5.748872195622465,0.0
2072,parameterPossible valuesDescription,3.0,1.916290731874155,5.748872195622465,3.0
2073,NodeName,3.0,1.916290731874155,5.748872195622465,0.0
2075,layout,3.0,1.916290731874155,5.748872195622465,0.0
2077,logical CPUs,3.0,1.916290731874155,5.748872195622465,3.0
2080,partition definition,3.0,1.916290731874155,5.748872195622465,3.0
2083,node definition,3.0,1.916290731874155,5.748872195622465,3.0
2097,sbatch command line options,3.0,1.916290731874155,5.748872195622465,6.0
2198,following conditions,3.0,1.916290731874155,5.748872195622465,3.0
2199,unique CPUs,3.0,1.916290731874155,5.748872195622465,3.0
2209,Nodenamen0n1n,3.0,1.916290731874155,5.748872195622465,0.0
2224,Allocated CPU ids,3.0,1.916290731874155,5.748872195622465,4.754887502163468
2226,cyclic,3.0,1.916290731874155,5.748872195622465,0.0
2234,block allocation method,3.0,1.916290731874155,5.748872195622465,3.169925001442312
2239,cyclic distribution method,3.0,1.916290731874155,5.748872195622465,4.754887502163468
2246,cgroup plugin,3.0,1.916290731874155,5.748872195622465,3.0
10,resource usage,3.0,1.5108256237659907,4.532476871297972,1.6666666666666667
58,log files,3.0,1.5108256237659907,4.532476871297972,2.0
107,same name,3.0,1.5108256237659907,4.532476871297972,3.0
177,address,3.0,1.5108256237659907,4.532476871297972,0.0
191,Build,3.0,1.5108256237659907,4.532476871297972,0.0
329,usage,3.0,1.5108256237659907,4.532476871297972,0.0
378,work,3.0,1.5108256237659907,4.532476871297972,0.0
448,local host,3.0,1.5108256237659907,4.532476871297972,1.0
472,form,3.0,1.5108256237659907,4.532476871297972,0.0
484,site,3.0,1.5108256237659907,4.532476871297972,0.0
613,part,3.0,1.5108256237659907,4.532476871297972,0.0
649,other jobs,3.0,1.5108256237659907,4.532476871297972,3.0
1198,Maximum number,3.0,1.5108256237659907,4.532476871297972,3.0
1213,LSF queues,3.0,1.5108256237659907,4.532476871297972,3.0
1564,attribute,3.0,1.5108256237659907,4.532476871297972,0.0
19,reports,2.0,1.916290731874155,3.83258146374831,0.0
31,JobAcctGatherType,2.0,1.916290731874155,3.83258146374831,0.0
51,jobcomp,2.0,1.916290731874155,3.83258146374831,0.0
52,filetxt,2.0,1.916290731874155,3.83258146374831,0.0
71,better security,2.0,1.916290731874155,3.83258146374831,2.0
76,Slurm plugins,2.0,1.916290731874155,3.83258146374831,2.0
106,SlurmUser,2.0,1.916290731874155,3.83258146374831,0.0
143,more details,2.0,1.916290731874155,3.83258146374831,2.0
153,operator,2.0,1.916290731874155,3.83258146374831,0.0
175,job completion plugin,2.0,1.916290731874155,3.83258146374831,3.169925001442312
176,important parameters,2.0,1.916290731874155,3.83258146374831,2.0
183,network port,2.0,1.916290731874155,3.83258146374831,2.0
190,Slurm Accounting Configuration,2.0,1.916290731874155,3.83258146374831,3.169925001442312
220,percent,2.0,1.916290731874155,3.83258146374831,0.0
237,queries,2.0,1.916290731874155,3.83258146374831,0.0
241,SHOW VARIABLES,2.0,1.916290731874155,3.83258146374831,2.0
242,| Value |,2.0,1.916290731874155,3.83258146374831,3.169925001442312
250,default row format,2.0,1.916290731874155,3.83258146374831,3.169925001442312
252,issues,2.0,1.916290731874155,3.83258146374831,0.0
253,upgrade,2.0,1.916290731874155,3.83258146374831,0.0
256,DYNAMIC,2.0,1.916290731874155,3.83258146374831,0.0
268,InnoDB,2.0,1.916290731874155,3.83258146374831,0.0
274,innodb_default_row_format,2.0,1.916290731874155,3.83258146374831,0.0
276,db_name,2.0,1.916290731874155,3.83258146374831,0.0
277,Slurm database,2.0,1.916290731874155,3.83258146374831,-1.0
280,default collation,2.0,1.916290731874155,3.83258146374831,2.0
308,comma,2.0,1.916290731874155,3.83258146374831,0.0
310,valid options,2.0,1.916290731874155,3.83258146374831,2.0
314,nojobs,2.0,1.916290731874155,3.83258146374831,0.0
316,nosteps,2.0,1.916290731874155,3.83258146374831,0.0
331,optional partition name,2.0,1.916290731874155,3.83258146374831,3.169925001442312
332,AccountingStorageEnforce,2.0,1.916290731874155,3.83258146374831,0.0
337,AccountingStoragePort,2.0,1.916290731874155,3.83258146374831,0.0
345,default MUNGE daemon,2.0,1.916290731874155,3.83258146374831,3.169925001442312
360,SlurmDBD executes,2.0,1.916290731874155,3.83258146374831,2.0
393,slurmdbd daemon,2.0,1.916290731874155,3.83258146374831,2.0
