term_id,term_text,related_term_id,related_text,relation_type,source,similarity,notes
24,AccountingStorageType,584,Description Description,similar,embedding,0.9977130889892578,
24,AccountingStorageType,140,normal MUNGE configuration,similar,embedding,0.9975485801696777,
24,AccountingStorageType,1860,Bad cpuFactor,similar,embedding,0.9975333213806152,
24,AccountingStorageType,2146,Many additional scenarios,similar,embedding,0.9975064992904663,
24,AccountingStorageType,2138,actual hardware,similar,embedding,0.997505784034729,
24,AccountingStorageType,2215,cgroup plugin,similar,embedding,0.9974849820137024,
24,AccountingStorageType,1237,ut pg io ls,similar,embedding,0.997481644153595,
24,AccountingStorageType,306,insensitive collation,similar,embedding,0.9974669814109802,
24,AccountingStorageType,1170,ut pg ls,similar,embedding,0.9973354339599609,
25,detailed job,1264,complete job,similar,embedding,0.9994304180145264,
25,detailed job,1338,Requeue jobs,similar,embedding,0.9993537068367004,
25,detailed job,1274,job report,similar,embedding,0.999350905418396,
25,detailed job,188,job completion,similar,embedding,0.9993441700935364,
25,detailed job,765,running job,similar,embedding,0.999292254447937,
25,detailed job,759,UNKWN job,similar,embedding,0.9992611408233643,
25,detailed job,891,job submission,similar,embedding,0.999256432056427,
25,detailed job,1297,Job owners,similar,embedding,0.9992064237594604,
25,detailed job,777,parallel jobs,similar,embedding,0.9991637468338013,
25,detailed job,873,particular jobs,similar,embedding,0.99910569190979,
26,job step information,1367,additional jobs,similar,embedding,0.9942042827606201,
26,job step information,1291,specific job,similar,embedding,0.994081974029541,
26,job step information,1268,unique job ID,similar,embedding,0.9937056303024292,
26,job step information,873,particular jobs,similar,embedding,0.9933435916900635,
26,job step information,1267,sleep job,similar,embedding,0.9932489991188049,
26,job step information,777,parallel jobs,similar,embedding,0.9932109117507935,
26,job step information,1204,job slots,similar,embedding,0.9930509328842163,
26,job step information,1297,Job owners,similar,embedding,0.9930408596992493,
26,job step information,188,job completion,similar,embedding,0.9928492903709412,
26,job step information,1333,job abc_real,similar,embedding,0.9928150177001953,
27,text file,190,flat file,similar,embedding,0.999427080154419,
27,text file,1688,such file,similar,embedding,0.9992931485176086,
27,text file,1979,ego.shared files,similar,embedding,0.9992591738700867,
27,text file,761,lsb.params file,similar,embedding,0.9992542266845703,
27,text file,167,passwd file,similar,embedding,0.9992254972457886,
27,text file,6,simple text file,similar,embedding,0.9991928935050964,
27,text file,730,several configuration files,similar,embedding,0.9991655349731445,
27,text file,1326,executable file,similar,embedding,0.9990607500076294,
27,text file,1344,wrapper files,similar,embedding,0.9990116953849792,
27,text file,1673,hosts.equiv file,similar,embedding,0.9989302158355713,
28,SlurmDBD,81,slurmdbd RPMs,similar,embedding,0.9999999403953552,
28,SlurmDBD,466,SlurmDBD Archive,similar,embedding,0.9942020773887634,
28,SlurmDBD,502,archive slurmdbd,similar,embedding,0.9942020773887634,
28,SlurmDBD,168,database server,similar,embedding,0.9931513071060181,
28,SlurmDBD,84,SlurmDBD plugin,similar,embedding,0.9928615093231201,
28,SlurmDBD,1806,services database,similar,embedding,0.9928058385848999,
28,SlurmDBD,350,external slurmdbds,similar,embedding,0.9926348924636841,
28,SlurmDBD,196,database server executes,similar,embedding,0.9924797415733337,
28,SlurmDBD,46,MariaDB database,similar,embedding,0.9921494722366333,
28,SlurmDBD,503,certain database entries,similar,embedding,0.9918413758277893,
29,JobAcctGatherType,134,uppercase characters,similar,embedding,0.9962254762649536,
29,JobAcctGatherType,1680,characters,similar,embedding,0.9962254762649536,
29,JobAcctGatherType,1870,illegal character,similar,embedding,0.9962254762649536,
29,JobAcctGatherType,1917,token processing,similar,embedding,0.9957562685012817,
29,JobAcctGatherType,532,various graphs,similar,embedding,0.9956920146942139,
29,JobAcctGatherType,1180,few seconds,similar,embedding,0.9955824613571167,
29,JobAcctGatherType,344,usage,similar,embedding,0.9955403208732605,
29,JobAcctGatherType,2119,easy way,similar,embedding,0.9955326318740845,
29,JobAcctGatherType,218,Upgrade Guide,similar,embedding,0.9955228567123413,
29,JobAcctGatherType,661,TresUsageInTot field,similar,embedding,0.9955200552940369,
30,mechanism,534,exporter tool,similar,embedding,0.9961056709289551,
30,mechanism,279,specific situations,similar,embedding,0.9960070848464966,
30,mechanism,526,dashboards,similar,embedding,0.996001660823822,
30,mechanism,325,comma,similar,embedding,0.9960010647773743,
30,mechanism,1917,token processing,similar,embedding,0.9959783554077148,
30,mechanism,1225,owners,similar,embedding,0.9959116578102112,
30,mechanism,1681,Windows password authentication,similar,embedding,0.9958813190460205,
30,mechanism,426,password usage,similar,embedding,0.9958133101463318,
30,mechanism,1483,setuid bit,similar,embedding,0.9958082437515259,
30,mechanism,2146,Many additional scenarios,similar,embedding,0.9957893490791321,
31,jobacct_gather,1233,PRIO NICE STATUS MAX JL,similar,embedding,0.9970965385437012,
31,jobacct_gather,1529,license1 Numeric,similar,embedding,0.997042179107666,
31,jobacct_gather,1532,license2 Numeric,similar,embedding,0.9969515800476074,
31,jobacct_gather,1586,license1 myjob,similar,embedding,0.9966610670089722,
31,jobacct_gather,1237,ut pg io ls,similar,embedding,0.9966596364974976,
31,jobacct_gather,1170,ut pg ls,similar,embedding,0.996584415435791,
31,jobacct_gather,235,mysql_config,similar,embedding,0.9964309930801392,
31,jobacct_gather,734,PEND,similar,embedding,0.996184766292572,
31,jobacct_gather,1221,PRIO STATUS MAX JL,similar,embedding,0.9961457252502441,
31,jobacct_gather,1135,Jul,similar,embedding,0.9961092472076416,
32,linux,1974,current fix pack level,similar,embedding,0.9953022003173828,
32,linux,1387,IBM Passport Advantage,similar,embedding,0.9951022863388062,
32,linux,631,most cases,similar,embedding,0.9950312376022339,
32,linux,93,unexpected results,similar,embedding,0.9950298070907593,
32,linux,1219,different scheduling policies,similar,embedding,0.9949752688407898,
32,linux,1116,complete usage,similar,embedding,0.9949200749397278,
32,linux,1691,current working,similar,embedding,0.9949088096618652,
32,linux,1940,binary upgrade,similar,embedding,0.9948432445526123,
32,linux,1322,Wrapper binary executables,similar,embedding,0.9948075413703918,
32,linux,1006,dispatch windows,similar,embedding,0.9947449564933777,
33,cgroup,2208,TaskPlugin,similar,embedding,0.9972405433654785,
33,cgroup,1233,PRIO NICE STATUS MAX JL,similar,embedding,0.9970441460609436,
33,cgroup,2166,CR_CORE_DEFAULT_DIST_BLOCK,similar,embedding,0.9970355033874512,
33,cgroup,2035,SelectTypeParameters,similar,embedding,0.9968646764755249,
33,cgroup,305,_ ci suffix,similar,embedding,0.9966086149215698,
33,cgroup,1221,PRIO STATUS MAX JL,similar,embedding,0.9964159727096558,
33,cgroup,1237,ut pg io ls,similar,embedding,0.9963601231575012,
33,cgroup,1532,license2 Numeric,similar,embedding,0.9961675405502319,
33,cgroup,1923,rmLogJobInfo,similar,embedding,0.9960779547691345,
33,cgroup,1571,NUMLIC,similar,embedding,0.9960314035415649,
34,JobCompType,1237,ut pg io ls,similar,embedding,0.9970836043357849,
34,JobCompType,1170,ut pg ls,similar,embedding,0.9969795942306519,
34,JobCompType,551,description,similar,embedding,0.9967389702796936,
34,JobCompType,584,Description Description,similar,embedding,0.9967389702796936,
34,JobCompType,1087,ksh,similar,embedding,0.9965241551399231,
34,JobCompType,2146,Many additional scenarios,similar,embedding,0.9963544607162476,
34,JobCompType,140,normal MUNGE configuration,similar,embedding,0.9963454008102417,
34,JobCompType,1483,setuid bit,similar,embedding,0.9963160753250122,
34,JobCompType,1289,Jun,similar,embedding,0.996303141117096,
34,JobCompType,824,Intel_EM64 T,similar,embedding,0.9962848424911499,
35,job completion information,43,only basic job information,similar,embedding,0.9979543685913086,
35,job completion information,1249,most jobs,similar,embedding,0.9952698945999146,
35,job completion information,1511,interactive job execution,similar,embedding,0.9951693415641785,
35,job completion information,1282,find job output,similar,embedding,0.9950579404830933,
35,job completion information,331,job information,similar,embedding,0.9948698282241821,
35,job completion information,1298,own jobs,similar,embedding,0.9948469400405884,
35,job completion information,896,more jobs,similar,embedding,0.9946603178977966,
35,job completion information,938,job output,similar,embedding,0.9945148229598999,
35,job completion information,1220,dispatch jobs,similar,embedding,0.9931735396385193,
35,job completion information,1229,detailed queue information,similar,embedding,0.9930118918418884,
36,job name,748,chunk job queue,similar,embedding,0.9919919967651367,
36,job name,1220,dispatch jobs,similar,embedding,0.9917271733283997,
36,job name,680,other jobs,similar,embedding,0.991311252117157,
36,job name,938,job output,similar,embedding,0.9901759624481201,
36,job name,1469,other queues,similar,embedding,0.9900219440460205,
36,job name,1298,own jobs,similar,embedding,0.9890193939208984,
36,job name,1511,interactive job execution,similar,embedding,0.9888994097709656,
36,job name,415,job accounting data,similar,embedding,0.988871693611145,
36,job name,935,parallel user jobs,similar,embedding,0.9886265993118286,
36,job name,1707,orphaned job processes,similar,embedding,0.9885045289993286,
37,user name,183,same users,similar,embedding,0.9977096319198608,
37,user name,1896,same user ID,similar,embedding,0.9934794306755066,
37,user name,919,user data,similar,embedding,0.9931954145431519,
37,user name,66,users,similar,embedding,0.992061972618103,
37,user name,116,user naming,similar,embedding,0.992061972618103,
37,user name,1067,non-root user,similar,embedding,0.992061972618103,
37,user name,1821,user claimed_user,similar,embedding,0.992061972618103,
37,user name,1363,Manage users,similar,embedding,0.9920141696929932,
37,user name,580,same Account,similar,embedding,0.9913935661315918,
37,user name,1855,Name name,similar,embedding,0.9912135004997253,
38,nodes,2163,Allocate CPUs,similar,embedding,0.9891179800033569,
38,nodes,2203,Allocate,similar,embedding,0.9887213706970215,
38,nodes,2073,CPU allocation,similar,embedding,0.9883512258529663,
38,nodes,650,cpu,similar,embedding,0.9870285987854004,
38,nodes,2069,Suballocates CPUs,similar,embedding,0.9870285987854004,
38,nodes,2136,CPU Numbering,similar,embedding,0.9870285987854004,
38,nodes,2165,unallocated CPUs,similar,embedding,0.9870285987854004,
38,nodes,13,tasks,similar,embedding,0.9853329062461853,
38,nodes,691,outlier task,similar,embedding,0.9853329062461853,
38,nodes,2139,CPU numbers,similar,embedding,0.9844027757644653,
39,time,253,recovery times,similar,embedding,1.0,
39,time,520,time period,similar,embedding,1.0,
39,time,1784,time zones,similar,embedding,1.0,
39,time,871,startup time,similar,embedding,0.9981983304023743,
39,time,1622,Communication time,similar,embedding,0.997635006904602,
39,time,794,execution time,similar,embedding,0.9968510866165161,
39,time,40,completion time,similar,embedding,0.9966561794281006,
39,time,401,configure time,similar,embedding,0.9965355396270752,
39,time,1791,Network Time Protocol,similar,embedding,0.9960322976112366,
39,time,497,sure old records,similar,embedding,0.9956507086753845,
40,completion time,1622,Communication time,similar,embedding,0.9992963075637817,
40,completion time,239,first time,similar,embedding,0.999109148979187,
40,completion time,401,configure time,similar,embedding,0.9987283945083618,
40,completion time,860,fixed time intervals,similar,embedding,0.9986638426780701,
40,completion time,1791,Network Time Protocol,similar,embedding,0.9985796213150024,
40,completion time,587,different points,similar,embedding,0.9981390237808228,
40,completion time,249,old records,similar,embedding,0.997921347618103,
40,completion time,494,archive instance,similar,embedding,0.9978955984115601,
40,completion time,1801,available swap space,similar,embedding,0.997796356678009,
40,completion time,93,unexpected results,similar,embedding,0.9977015852928162,
41,exit status,739,EXIT,similar,embedding,1.0,
41,exit status,1428,reconfiguration exits,similar,embedding,0.9985418319702148,
41,exit status,1793,incorrect file permissions,similar,embedding,0.997614324092865,
41,exit status,2003,old EGO XML configuration files,similar,embedding,0.9971151351928711,
41,exit status,1688,such file,similar,embedding,0.9970475435256958,
41,exit status,1492,file permission mode -rw-------,similar,embedding,0.9969809055328369,
41,exit status,1980,configuration file paths,similar,embedding,0.9968225359916687,
41,exit status,1033,res,similar,embedding,0.9967570304870605,
41,exit status,2005,old EGO password file,similar,embedding,0.9967185258865356,
41,exit status,1344,wrapper files,similar,embedding,0.996640145778656,
43,only basic job information,35,job completion information,similar,embedding,0.9979543089866638,
43,only basic job information,923,remote jobs access,similar,embedding,0.9965835213661194,
43,only basic job information,1899,root job submission,similar,embedding,0.9964606761932373,
43,only basic job information,199,job completion data,similar,embedding,0.9964508414268494,
43,only basic job information,1249,most jobs,similar,embedding,0.9961773157119751,
43,only basic job information,1320,complete job submission,similar,embedding,0.9961665868759155,
43,only basic job information,321,job completion records,similar,embedding,0.995777428150177,
43,only basic job information,1298,own jobs,similar,embedding,0.9957484602928162,
43,only basic job information,1359,easy job submission,similar,embedding,0.9951262474060059,
43,only basic job information,1511,interactive job execution,similar,embedding,0.9950844049453735,
44,minimal overhead,316,minimal security,similar,embedding,0.9960411787033081,
44,minimal overhead,1004,attributes,similar,embedding,0.9944160580635071,
44,minimal overhead,1917,token processing,similar,embedding,0.9942807555198669,
44,minimal overhead,2018,guide,similar,embedding,0.9941418170928955,
44,minimal overhead,1180,few seconds,similar,embedding,0.9941201210021973,
44,minimal overhead,1238,SCHEDULING POLICIES,similar,embedding,0.9939513206481934,
44,minimal overhead,218,Upgrade Guide,similar,embedding,0.9939258098602295,
44,minimal overhead,1225,owners,similar,embedding,0.9939045310020447,
44,minimal overhead,306,insensitive collation,similar,embedding,0.9938074350357056,
44,minimal overhead,824,Intel_EM64 T,similar,embedding,0.9938037395477295,
