id,child_canonical_id,child_canonical_term,parent_head_text,parent_canonical_id,parent_canonical_term,method,score,created_at
159,1448,compute node,node,409,node,head_parent_candidates,1.0,2025-12-17T15:05:15Z
160,1452,slurm oci container implementation,implementation,2178,implementation,head_parent_candidates,1.0,2025-12-17T15:05:15Z
161,1456,execution node,node,409,node,head_parent_candidates,1.0,2025-12-17T15:05:15Z
162,1486,cpu time,time,42,time,head_parent_candidates,1.0,2025-12-17T15:05:15Z
163,1517,oci support,support,2440,support,head_parent_candidates,1.0,2025-12-17T15:05:15Z
164,1554,wrapper script,script,197,script,head_parent_candidates,1.0,2025-12-17T15:05:15Z
165,1576,interactive step,step,432,step,head_parent_candidates,1.0,2025-12-17T15:05:15Z
166,1577,batch step,step,432,step,head_parent_candidates,1.0,2025-12-17T15:05:15Z
167,1594,munge authentication,authentication,1807,authentication,head_parent_candidates,1.0,2025-12-17T15:05:15Z
168,1603,installation location,location,1224,location,head_parent_candidates,1.0,2025-12-17T15:05:15Z
169,1604,jwt authentication,authentication,1807,authentication,head_parent_candidates,1.0,2025-12-17T15:05:15Z
170,1650,correct path,path,1458,path,head_parent_candidates,1.0,2025-12-17T15:05:15Z
171,1694,slurm support,support,2440,support,head_parent_candidates,1.0,2025-12-17T15:05:15Z
172,1774,spank plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
173,1775,configuration file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
174,1804,rest api,api,1208,api,head_parent_candidates,1.0,2025-12-17T15:05:15Z
175,1805,slurmrestd daemon,daemon,1268,daemon,head_parent_candidates,1.0,2025-12-17T15:05:15Z
176,1813,slurmrestd man page,page,1808,page,head_parent_candidates,1.0,2025-12-17T15:05:15Z
177,1837,smd slurm,slurm,82,slurm,head_parent_candidates,1.0,2025-12-17T15:05:15Z
178,1840,slurm slurm,slurm,82,slurm,head_parent_candidates,1.0,2025-12-17T15:05:15Z
179,1841,build time,time,42,time,head_parent_candidates,1.0,2025-12-17T15:05:15Z
180,1844,slurm.conf man page,page,1808,page,head_parent_candidates,1.0,2025-12-17T15:05:15Z
181,1845,run slurmrestd,slurmrestd,1825,slurmrestd,head_parent_candidates,1.0,2025-12-17T15:05:15Z
182,1858,user account,account,10,account,head_parent_candidates,1.0,2025-12-17T15:05:15Z
183,1864,systemctl edit slurmrestd,slurmrestd,1825,slurmrestd,head_parent_candidates,1.0,2025-12-17T15:05:15Z
184,1870,parent directory,directory,1496,directory,head_parent_candidates,1.0,2025-12-17T15:05:15Z
185,1871,service file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
186,1873,unix socket,socket,142,socket,head_parent_candidates,1.0,2025-12-17T15:05:15Z
187,1876,run systemctl edit slurmrestd,slurmrestd,1825,slurmrestd,head_parent_candidates,1.0,2025-12-17T15:05:15Z
188,1884,default slurmrestd.service file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
189,1888,slurmrestd command,command,1336,command,head_parent_candidates,1.0,2025-12-17T15:05:15Z
190,1897,systemctl revert slurmrestd,slurmrestd,1825,slurmrestd,head_parent_candidates,1.0,2025-12-17T15:05:15Z
191,1922,configure slurmrestd,slurmrestd,1825,slurmrestd,head_parent_candidates,1.0,2025-12-17T15:05:15Z
192,1923,authentication method,method,843,method,head_parent_candidates,1.0,2025-12-17T15:05:15Z
193,1924,run mode,mode,724,mode,head_parent_candidates,1.0,2025-12-17T15:05:15Z
194,1935,slurmrestd log,log,213,log,head_parent_candidates,1.0,2025-12-17T15:05:15Z
195,1958,logical processor,processor,2047,processor,head_parent_candidates,1.0,2025-12-17T15:05:15Z
196,1975,task distribution option,option,215,option,head_parent_candidates,1.0,2025-12-17T15:05:15Z
197,1980,consumable resource,resource,830,resource,head_parent_candidates,1.0,2025-12-17T15:05:15Z
198,1982,real memory,memory,116,memory,head_parent_candidates,1.0,2025-12-17T15:05:15Z
199,1986,slurm.conf file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
200,1989,task launch,launch,,launch,head_parent_candidates,1.0,2025-12-17T15:05:15Z
201,1994,srun cpu,cpu,805,cpu,head_parent_candidates,1.0,2025-12-17T15:05:15Z
202,1995,man srun,srun,1227,srun,head_parent_candidates,1.0,2025-12-17T15:05:15Z
203,2007,cyclic distribution,distribution,1976,distribution,head_parent_candidates,1.0,2025-12-17T15:05:15Z
204,2010,distribution method,method,843,method,head_parent_candidates,1.0,2025-12-17T15:05:15Z
205,2023,memory requirement,requirement,1469,requirement,head_parent_candidates,1.0,2025-12-17T15:05:15Z
206,2032,resource selection,selection,1998,selection,head_parent_candidates,1.0,2025-12-17T15:05:15Z
207,2045,resource requirement,requirement,1469,requirement,head_parent_candidates,1.0,2025-12-17T15:05:15Z
208,2061,slurm multi core support,support,2440,support,head_parent_candidates,1.0,2025-12-17T15:05:15Z
209,2074,level flag,flag,357,flag,head_parent_candidates,1.0,2025-12-17T15:05:15Z
210,2078,bind flag,flag,357,flag,head_parent_candidates,1.0,2025-12-17T15:05:15Z
211,2085,default distribution method,method,843,method,head_parent_candidates,1.0,2025-12-17T15:05:15Z
212,2093,bind option,option,215,option,head_parent_candidates,1.0,2025-12-17T15:05:15Z
213,2099,task ids,ids,,ids,head_parent_candidates,1.0,2025-12-17T15:05:15Z
214,2118,nodelist node partition,partition,416,partition,head_parent_candidates,1.0,2025-12-17T15:05:15Z
215,2121,output format,format,464,format,head_parent_candidates,1.0,2025-12-17T15:05:15Z
216,2142,scontrol show job,job,50,job,head_parent_candidates,1.0,2025-12-17T15:05:15Z
217,2150,configuration setting,setting,1301,setting,head_parent_candidates,1.0,2025-12-17T15:05:15Z
218,2151,slurm.conf setting,setting,1301,setting,head_parent_candidates,1.0,2025-12-17T15:05:15Z
219,2153,affinity plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
220,2158,task launch plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
221,2159,resource management,management,4468,management,head_parent_candidates,1.0,2025-12-17T15:05:15Z
222,2162,cpu affinity support,support,2440,support,head_parent_candidates,1.0,2025-12-17T15:05:15Z
223,2164,linux cgroup,cgroup,2163,cgroup,head_parent_candidates,1.0,2025-12-17T15:05:15Z
224,2171,complete description,description,380,description,head_parent_candidates,1.0,2025-12-17T15:05:15Z
225,2173,generic resource,resource,830,resource,head_parent_candidates,1.0,2025-12-17T15:05:15Z
226,2175,optional plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
227,2182,data structure,structure,2190,structure,head_parent_candidates,1.0,2025-12-17T15:05:15Z
228,2183,slurm node,node,409,node,head_parent_candidates,1.0,2025-12-17T15:05:15Z
229,2189,gre type,type,363,type,head_parent_candidates,1.0,2025-12-17T15:05:15Z
230,2199,job information,information,348,information,head_parent_candidates,1.0,2025-12-17T15:05:15Z
231,2207,gre information,information,348,information,head_parent_candidates,1.0,2025-12-17T15:05:15Z
232,2209,slurmctld daemon maintain gre information,information,348,information,head_parent_candidates,1.0,2025-12-17T15:05:15Z
233,2238,slurmd process,process,465,process,head_parent_candidates,1.0,2025-12-17T15:05:15Z
234,2239,user command,command,1336,command,head_parent_candidates,1.0,2025-12-17T15:05:15Z
235,2240,login node,node,409,node,head_parent_candidates,1.0,2025-12-17T15:05:15Z
236,2248,config file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
237,2250,dns srv record,record,210,record,head_parent_candidates,1.0,2025-12-17T15:05:15Z
238,2251,client command,command,1336,command,head_parent_candidates,1.0,2025-12-17T15:05:15Z
239,2275,high priority,priority,13,priority,head_parent_candidates,1.0,2025-12-17T15:05:15Z
240,2276,backup slurmctld,slurmctld,201,slurmctld,head_parent_candidates,1.0,2025-12-17T15:05:15Z
241,2283,slurmctld node,node,409,node,head_parent_candidates,1.0,2025-12-17T15:05:15Z
242,2287,slurmd.service file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
243,2293,epilog script,script,197,script,head_parent_candidates,1.0,2025-12-17T15:05:15Z
244,2297,local slurm config file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
245,2298,default slurm config file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
246,2299,slurm config file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
247,2300,slurm_conf_server environment variable,variable,135,variable,head_parent_candidates,1.0,2025-12-17T15:05:15Z
248,2313,high prioritytier partition,partition,416,partition,head_parent_candidates,1.0,2025-12-17T15:05:15Z
249,2316,gang scheduler,scheduler,335,scheduler,head_parent_candidates,1.0,2025-12-17T15:05:15Z
250,2323,gang scheduling logic,logic,309,logic,head_parent_candidates,1.0,2025-12-17T15:05:15Z
251,2324,schedulertimeslice interval,interval,776,interval,head_parent_candidates,1.0,2025-12-17T15:05:15Z
252,2325,running job,job,50,job,head_parent_candidates,1.0,2025-12-17T15:05:15Z
253,2327,important configuration parameter,parameter,268,parameter,head_parent_candidates,1.0,2025-12-17T15:05:15Z
254,2328,slurm gang scheduler,scheduler,335,scheduler,head_parent_candidates,1.0,2025-12-17T15:05:15Z
255,2329,linear plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
256,2330,cpu resource,resource,830,resource,head_parent_candidates,1.0,2025-12-17T15:05:15Z
257,2331,cons_tre plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
258,2334,memory page,page,1808,page,head_parent_candidates,1.0,2025-12-17T15:05:15Z
259,2336,job request,request,146,request,head_parent_candidates,1.0,2025-12-17T15:05:15Z
260,2338,default memory,memory,116,memory,head_parent_candidates,1.0,2025-12-17T15:05:15Z
261,2340,maximum memory,memory,116,memory,head_parent_candidates,1.0,2025-12-17T15:05:15Z
262,2341,cpu option,option,215,option,head_parent_candidates,1.0,2025-12-17T15:05:15Z
263,2342,job submission time,time,42,time,head_parent_candidates,1.0,2025-12-17T15:05:15Z
264,2345,memory limit,limit,111,limit,head_parent_candidates,1.0,2025-12-17T15:05:15Z
265,2346,jobacctgatherfrequency parameter,parameter,268,parameter,head_parent_candidates,1.0,2025-12-17T15:05:15Z
266,2347,gang option,option,215,option,head_parent_candidates,1.0,2025-12-17T15:05:15Z
267,2351,cluster level,level,22,level,head_parent_candidates,1.0,2025-12-17T15:05:15Z
268,2355,prioritytier partition,partition,416,partition,head_parent_candidates,1.0,2025-12-17T15:05:15Z
269,2362,additional parameter,parameter,268,parameter,head_parent_candidates,1.0,2025-12-17T15:05:15Z
270,2363,compute resource,resource,830,resource,head_parent_candidates,1.0,2025-12-17T15:05:15Z
271,2375,slurm cluster,cluster,272,cluster,head_parent_candidates,1.0,2025-12-17T15:05:15Z
272,2380,job queue,queue,308,queue,head_parent_candidates,1.0,2025-12-17T15:05:15Z
273,2384,scontrol suspend,suspend,1178,suspend,head_parent_candidates,1.0,2025-12-17T15:05:15Z
274,2391,small cluster,cluster,272,cluster,head_parent_candidates,1.0,2025-12-17T15:05:15Z
275,2403,user job,job,50,job,head_parent_candidates,1.0,2025-12-17T15:05:15Z
276,2428,scancel command,command,1336,command,head_parent_candidates,1.0,2025-12-17T15:05:15Z
277,2432,slurm mailing list,list,373,list,head_parent_candidates,1.0,2025-12-17T15:05:15Z
278,2434,slurm release,release,1754,release,head_parent_candidates,1.0,2025-12-17T15:05:15Z
279,2447,http: groups.google.com group slurm user,user,166,user,head_parent_candidates,1.0,2025-12-17T15:05:15Z
280,2449,mpi implementation,implementation,2178,implementation,head_parent_candidates,1.0,2025-12-17T15:05:15Z
281,2452,launch task,task,222,task,head_parent_candidates,1.0,2025-12-17T15:05:15Z
282,2462,slurm parameter control,control,2457,control,head_parent_candidates,1.0,2025-12-17T15:05:15Z
283,2467,mpi job,job,50,job,head_parent_candidates,1.0,2025-12-17T15:05:15Z
284,2475,slurm plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
285,2478,suitable slurm mpi plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
286,2515,building slurm,slurm,82,slurm,head_parent_candidates,1.0,2025-12-17T15:05:15Z
287,2517,configure time,time,42,time,head_parent_candidates,1.0,2025-12-17T15:05:15Z
288,2520,slurm configure script,script,197,script,head_parent_candidates,1.0,2025-12-17T15:05:15Z
289,2548,test environment,environment,175,environment,head_parent_candidates,1.0,2025-12-17T15:05:15Z
290,2551,slurm pmix plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
291,2556,testing slurm,slurm,82,slurm,head_parent_candidates,1.0,2025-12-17T15:05:15Z
292,2583,slurm allocation,allocation,1160,allocation,head_parent_candidates,1.0,2025-12-17T15:05:15Z
293,2585,locked memory,memory,116,memory,head_parent_candidates,1.0,2025-12-17T15:05:15Z
294,2593,slurm job manager,manager,,manager,head_parent_candidates,1.0,2025-12-17T15:05:15Z
295,2594,mpirun command,command,1336,command,head_parent_candidates,1.0,2025-12-17T15:05:15Z
296,2596,hydra process manager,manager,,manager,head_parent_candidates,1.0,2025-12-17T15:05:15Z
297,2601,exclusive allocation,allocation,1160,allocation,head_parent_candidates,1.0,2025-12-17T15:05:15Z
298,2602,pmi 2 library,library,2537,library,head_parent_candidates,1.0,2025-12-17T15:05:15Z
299,2605,default slurm,slurm,82,slurm,head_parent_candidates,1.0,2025-12-17T15:05:15Z
300,2608,slurm bootstrap mechanism,mechanism,1185,mechanism,head_parent_candidates,1.0,2025-12-17T15:05:15Z
