doc_id,chunk_id,rowid_src,candidate_n,kept_edges_n,raw_output,parsed_json,processed_at
doc_4387,doc_4387_chunk_0023,23,0,0,,"{""is_a_edges"": []}",2026-02-03 19:46:32
doc_4387,doc_4387_chunk_0024,24,4,1,"{
  ""is_a_edges"": [
    {
      ""child"": ""task"",
      ""parent"": ""user processes"",
      ""justification"": ""A task is defined as a set of user processes which run in a step.""
    }
  ]
}","{""is_a_edges"": [{""child"": ""task"", ""parent"": ""user processes"", ""justification"": ""A task is defined as a set of user processes which run in a step.""}]}",2026-02-03 19:46:35
doc_4387,doc_4387_chunk_0025,25,1,0,,"{""is_a_edges"": []}",2026-02-03 19:46:35
doc_4387,doc_4387_chunk_0026,26,0,0,,"{""is_a_edges"": []}",2026-02-03 19:46:35
doc_7ceb,doc_7ceb_chunk_0001,27,9,0,"{
  ""is_a_edges"": [
    {
      ""child"": ""configuration files"",
      ""parent"": ""LSF conﬁguration"",
      ""justification"": ""The text states that LSF conﬁguration is administered through several conﬁguration ﬁles.""
    },
    {
      ""child"": ""LSF daemons"",
      ""parent"": ""daemons"",
      ""justification"": ""The text mentions starting and stopping LSF daemons, implying they are a type of daemon.""
    },
    {
      ""child"": ""job states"",
      ""parent"": ""LSF jobs"",
      ""justification"": ""The text mentions several states of IBM Spectrum LSF jobs, implying job states are a type of LSF job.""
    }
  ]
}","{""is_a_edges"": [{""child"": ""configuration files"", ""parent"": ""LSF conﬁguration"", ""justification"": ""The text states that LSF conﬁguration is administered through several conﬁguration ﬁles.""}, {""child"": ""LSF daemons"", ""parent"": ""daemons"", ""justification"": ""The text mentions starting and stopping LSF daemons, implying they are a type of daemon.""}, {""child"": ""job states"", ""parent"": ""LSF jobs"", ""justification"": ""The text mentions several states of IBM Spectrum LSF jobs, implying job states are a type of LSF job.""}]}",2026-02-03 19:46:42
doc_7ceb,doc_7ceb_chunk_0002,28,1,0,,"{""is_a_edges"": []}",2026-02-03 19:46:42
doc_7ceb,doc_7ceb_chunk_0003,29,1,0,,"{""is_a_edges"": []}",2026-02-03 19:46:42
doc_7ceb,doc_7ceb_chunk_0004,30,4,0,"{
  ""is_a_edges"": [
    {
      ""child"": ""job"",
      ""parent"": ""unit of work"",
      ""justification"": ""The text defines a job as a unit of work that runs in the LSF system, which implies that it is a type of unit of work.""
    }
  ]
}","{""is_a_edges"": [{""child"": ""job"", ""parent"": ""unit of work"", ""justification"": ""The text defines a job as a unit of work that runs in the LSF system, which implies that it is a type of unit of work.""}]}",2026-02-03 19:46:45
doc_7ceb,doc_7ceb_chunk_0005,31,3,1,"{
  ""is_a_edges"": [
    {
      ""child"": ""host type"",
      ""parent"": ""host types"",
      ""justification"": ""The text defines host type as a specific type of host types.""
    }
  ]
}","{""is_a_edges"": [{""child"": ""host type"", ""parent"": ""host types"", ""justification"": ""The text defines host type as a specific type of host types.""}]}",2026-02-03 19:46:47
doc_7ceb,doc_7ceb_chunk_0006,32,2,0,"{
  ""is_a_edges"": [
    {
      ""child"": ""PIM"",
      ""parent"": ""load indices"",
      ""justification"": ""The text states that job-level resource usage is collected through PIM, implying that PIM is a type of load index.""
    }
  ]
}","{""is_a_edges"": [{""child"": ""PIM"", ""parent"": ""load indices"", ""justification"": ""The text states that job-level resource usage is collected through PIM, implying that PIM is a type of load index.""}]}",2026-02-03 19:46:50
doc_7ceb,doc_7ceb_chunk_0007,33,2,1,"{
  ""is_a_edges"": [
    {
      ""child"": ""pending jobs"",
      ""parent"": ""hosts"",
      ""justification"": ""The text states that pending jobs cannot be started on a host if its load is beyond any defined loadSched, implying that pending jobs are a type of job that can be present on a host.""
    }
  ]
}","{""is_a_edges"": [{""child"": ""pending jobs"", ""parent"": ""hosts"", ""justification"": ""The text states that pending jobs cannot be started on a host if its load is beyond any defined loadSched, implying that pending jobs are a type of job that can be present on a host.""}]}",2026-02-03 19:46:54
doc_7ceb,doc_7ceb_chunk_0008,34,3,1,"{
  ""is_a_edges"": [
    {
      ""child"": ""candidate hosts"",
      ""parent"": ""host"",
      ""justification"": ""The text states that candidate hosts are a set of hosts that match the resource requirements for a job.""
    }
  ]
}","{""is_a_edges"": [{""child"": ""candidate hosts"", ""parent"": ""host"", ""justification"": ""The text states that candidate hosts are a set of hosts that match the resource requirements for a job.""}]}",2026-02-03 19:46:56
doc_7ceb,doc_7ceb_chunk_0009,35,2,1,"{
  ""is_a_edges"": [
    {
      ""child"": ""batch job"",
      ""parent"": ""Hosts"",
      ""justification"": ""The text states that batch jobs are dispatched to a host, implying that a batch job is a type of activity or event that occurs on a host.""
    }
  ]
}","{""is_a_edges"": [{""child"": ""batch job"", ""parent"": ""Hosts"", ""justification"": ""The text states that batch jobs are dispatched to a host, implying that a batch job is a type of activity or event that occurs on a host.""}]}",2026-02-03 19:46:59
doc_7ceb,doc_7ceb_chunk_0010,36,0,0,,"{""is_a_edges"": []}",2026-02-03 19:46:59
doc_7ceb,doc_7ceb_chunk_0011,37,1,0,,"{""is_a_edges"": []}",2026-02-03 19:46:59
doc_7ceb,doc_7ceb_chunk_0012,38,1,0,,"{""is_a_edges"": []}",2026-02-03 19:46:59
doc_7ceb,doc_7ceb_chunk_0013,39,0,0,,"{""is_a_edges"": []}",2026-02-03 19:46:59
doc_7ceb,doc_7ceb_chunk_0014,40,1,0,,"{""is_a_edges"": []}",2026-02-03 19:46:59
doc_7ceb,doc_7ceb_chunk_0015,41,0,0,,"{""is_a_edges"": []}",2026-02-03 19:46:59
doc_7ceb,doc_7ceb_chunk_0016,42,3,1,"{
  ""is_a_edges"": [
    {
      ""child"": ""LSF server host"",
      ""parent"": ""LSF cluster"",
      ""justification"": ""The text states that LSF server hosts are part of the LSF cluster.""
    },
    {
      ""child"": ""daemons"",
      ""parent"": ""LSF daemons"",
      ""justification"": ""The text uses the term 'LSF daemons' as a category for the specific daemons (bctrld, sbd, res) mentioned in the text.""
    }
  ]
}","{""is_a_edges"": [{""child"": ""LSF server host"", ""parent"": ""LSF cluster"", ""justification"": ""The text states that LSF server hosts are part of the LSF cluster.""}, {""child"": ""daemons"", ""parent"": ""LSF daemons"", ""justification"": ""The text uses the term 'LSF daemons' as a category for the specific daemons (bctrld, sbd, res) mentioned in the text.""}]}",2026-02-03 19:47:04
doc_7ceb,doc_7ceb_chunk_0017,43,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:04
doc_7ceb,doc_7ceb_chunk_0018,44,1,0,,"{""is_a_edges"": []}",2026-02-03 19:47:04
doc_7ceb,doc_7ceb_chunk_0019,45,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:04
doc_7ceb,doc_7ceb_chunk_0020,46,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:04
doc_7ceb,doc_7ceb_chunk_0021,47,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:04
doc_7ceb,doc_7ceb_chunk_0022,48,2,0,"{
  ""is_a_edges"": [
    {
      ""child"": ""QUEUE_NAME"",
      ""parent"": ""configuration parameter"",
      ""justification"": ""The text mentions QUEUE_NAME as a parameter that defines the name of the queue, implying it is a type of configuration parameter.""
    }
  ]
}","{""is_a_edges"": [{""child"": ""QUEUE_NAME"", ""parent"": ""configuration parameter"", ""justification"": ""The text mentions QUEUE_NAME as a parameter that defines the name of the queue, implying it is a type of configuration parameter.""}]}",2026-02-03 19:47:08
doc_7ceb,doc_7ceb_chunk_0023,49,1,0,,"{""is_a_edges"": []}",2026-02-03 19:47:08
doc_7ceb,doc_7ceb_chunk_0024,50,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:08
doc_7ceb,doc_7ceb_chunk_0025,51,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:08
doc_7ceb,doc_7ceb_chunk_0026,52,1,0,,"{""is_a_edges"": []}",2026-02-03 19:47:08
doc_7ceb,doc_7ceb_chunk_0027,53,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:08
doc_7ceb,doc_7ceb_chunk_0028,54,1,0,,"{""is_a_edges"": []}",2026-02-03 19:47:08
doc_7ceb,doc_7ceb_chunk_0029,55,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:08
doc_7ceb,doc_7ceb_chunk_0030,56,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:08
doc_7ceb,doc_7ceb_chunk_0031,57,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:08
doc_7ceb,doc_7ceb_chunk_0032,58,1,0,,"{""is_a_edges"": []}",2026-02-03 19:47:08
doc_7ceb,doc_7ceb_chunk_0033,59,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:08
doc_7ceb,doc_7ceb_chunk_0034,60,1,0,,"{""is_a_edges"": []}",2026-02-03 19:47:08
doc_7ceb,doc_7ceb_chunk_0035,61,1,0,,"{""is_a_edges"": []}",2026-02-03 19:47:08
doc_7ceb,doc_7ceb_chunk_0036,62,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:08
doc_7ceb,doc_7ceb_chunk_0037,63,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:08
doc_7ceb,doc_7ceb_chunk_0038,64,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:08
doc_7ceb,doc_7ceb_chunk_0039,65,1,0,,"{""is_a_edges"": []}",2026-02-03 19:47:08
doc_7ceb,doc_7ceb_chunk_0040,66,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:08
doc_7ceb,doc_7ceb_chunk_0041,67,1,0,,"{""is_a_edges"": []}",2026-02-03 19:47:08
doc_7ceb,doc_7ceb_chunk_0042,68,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:08
doc_7ceb,doc_7ceb_chunk_0043,69,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:08
doc_7ceb,doc_7ceb_chunk_0044,70,1,0,,"{""is_a_edges"": []}",2026-02-03 19:47:08
doc_7ceb,doc_7ceb_chunk_0045,71,2,1,"{
  ""is_a_edges"": [
    {
      ""child"": ""Resource"",
      ""parent"": ""misc/examples"",
      ""justification"": ""The text explains that defining dynamic shared resources in an ELIM (External Load Information Manager) requires defining examples in the misc/examples directory, implying that Resources are a type of example.""
    }
  ]
}","{""is_a_edges"": [{""child"": ""Resource"", ""parent"": ""misc/examples"", ""justification"": ""The text explains that defining dynamic shared resources in an ELIM (External Load Information Manager) requires defining examples in the misc/examples directory, implying that Resources are a type of example.""}]}",2026-02-03 19:47:11
doc_7ceb,doc_7ceb_chunk_0046,72,1,0,,"{""is_a_edges"": []}",2026-02-03 19:47:11
doc_7ceb,doc_7ceb_chunk_0047,73,1,0,,"{""is_a_edges"": []}",2026-02-03 19:47:11
doc_7ceb,doc_7ceb_chunk_0048,74,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:11
doc_7ceb,doc_7ceb_chunk_0049,75,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:11
doc_7ceb,doc_7ceb_chunk_0050,76,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:11
doc_7ceb,doc_7ceb_chunk_0051,77,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:11
doc_7ceb,doc_7ceb_chunk_0052,78,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:11
doc_7ceb,doc_7ceb_chunk_0053,79,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:11
doc_7ceb,doc_7ceb_chunk_0054,80,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:11
doc_7ceb,doc_7ceb_chunk_0055,81,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:11
doc_7ceb,doc_7ceb_chunk_0056,82,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:11
doc_7ceb,doc_7ceb_chunk_0057,83,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:11
doc_7ceb,doc_7ceb_chunk_0058,84,2,1,"{
  ""is_a_edges"": [
    {
      ""child"": ""binary incompatibility"",
      ""parent"": ""RESOURCES"",
      ""justification"": ""The text implies that 'binary incompatibility' is a type of resource issue, as it mentions that a job from a DEFAULT host type can be migrated to another DEFAULT host type, which suggests that the host type is a resource.""
    }
  ]
}","{""is_a_edges"": [{""child"": ""binary incompatibility"", ""parent"": ""RESOURCES"", ""justification"": ""The text implies that 'binary incompatibility' is a type of resource issue, as it mentions that a job from a DEFAULT host type can be migrated to another DEFAULT host type, which suggests that the host type is a resource.""}]}",2026-02-03 19:47:15
doc_7ceb,doc_7ceb_chunk_0059,85,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:15
doc_7ceb,doc_7ceb_chunk_0060,86,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:15
doc_7ceb,doc_7ceb_chunk_0061,87,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:15
doc_7ceb,doc_7ceb_chunk_0062,88,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:15
doc_7ceb,doc_7ceb_chunk_0063,89,1,0,,"{""is_a_edges"": []}",2026-02-03 19:47:15
doc_7ceb,doc_7ceb_chunk_0064,90,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:15
doc_7ceb,doc_7ceb_chunk_0065,91,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:15
doc_7ceb,doc_7ceb_chunk_0066,92,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:15
doc_7ceb,doc_7ceb_chunk_0067,93,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:15
doc_7ceb,doc_7ceb_chunk_0068,94,1,0,,"{""is_a_edges"": []}",2026-02-03 19:47:15
doc_7ceb,doc_7ceb_chunk_0069,95,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:15
doc_7ceb,doc_7ceb_chunk_0070,96,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:15
doc_84a2,doc_84a2_chunk_0001,97,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:15
doc_84a2,doc_84a2_chunk_0002,98,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:15
doc_84a2,doc_84a2_chunk_0003,99,1,0,,"{""is_a_edges"": []}",2026-02-03 19:47:15
doc_84a2,doc_84a2_chunk_0004,100,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:15
doc_d9be,doc_d9be_chunk_0001,101,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:15
doc_d9be,doc_d9be_chunk_0002,102,2,0,"{
  ""is_a_edges"": [
    {
      ""child"": ""SlurmdParameters"",
      ""parent"": ""configuration parameters"",
      ""justification"": ""The text defines SlurmdParameters as a configuration parameter, as it controls various aspects of CPU resource allocation by the select plugin.""
    }
  ]
}","{""is_a_edges"": [{""child"": ""SlurmdParameters"", ""parent"": ""configuration parameters"", ""justification"": ""The text defines SlurmdParameters as a configuration parameter, as it controls various aspects of CPU resource allocation by the select plugin.""}]}",2026-02-03 19:47:18
doc_d9be,doc_d9be_chunk_0003,103,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:18
doc_d9be,doc_d9be_chunk_0004,104,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:18
doc_d9be,doc_d9be_chunk_0005,105,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:18
doc_d9be,doc_d9be_chunk_0006,106,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:18
doc_d9be,doc_d9be_chunk_0007,107,1,0,,"{""is_a_edges"": []}",2026-02-03 19:47:18
doc_d9be,doc_d9be_chunk_0008,108,4,1,"{
  ""is_a_edges"": [
    {
      ""child"": ""allocation"",
      ""parent"": ""consumable resources"",
      ""justification"": ""The text explicitly states that allocation is a process of managing consumable resources.""
    }
  ]
}","{""is_a_edges"": [{""child"": ""allocation"", ""parent"": ""consumable resources"", ""justification"": ""The text explicitly states that allocation is a process of managing consumable resources.""}]}",2026-02-03 19:47:21
doc_d9be,doc_d9be_chunk_0009,109,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:21
doc_d9be,doc_d9be_chunk_0010,110,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:21
doc_d9be,doc_d9be_chunk_0011,111,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:21
doc_d9be,doc_d9be_chunk_0012,112,1,0,,"{""is_a_edges"": []}",2026-02-03 19:47:21
doc_d9be,doc_d9be_chunk_0013,113,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:21
doc_d9be,doc_d9be_chunk_0014,114,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:21
doc_d9be,doc_d9be_chunk_0015,115,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:21
doc_d9be,doc_d9be_chunk_0016,116,0,0,,"{""is_a_edges"": []}",2026-02-03 19:47:21
