canonical_id,canonical_term,term_type,synonyms_json,abbreviations_json,member_term_ids_json,representative_original,original_terms_json,generic_score,is_generic,generic_reasons_json,freq_total,freq_docs,created_at,updated_at
22,lsf lsb.stream file,,[],[],[22],LSF lsb.stream file,"[""LSF lsb.stream file""]",2.0,0,"[""headword='file' is generic-ish""]",2,1,2026-01-29T16:31:24,2026-01-29T16:31:24
23,action,,"[""actions"", ""default actions""]",[],"[23, 25405]",actions,"[""actions"", ""default actions""]",2.0,0,"[""no domain anchor in variants""]",94,21,2026-01-29T16:31:24,2026-01-29T16:31:24
24,job_finish2 event,,[],[],[24],JOB_FINISH2 event,"[""JOB_FINISH2 event""]",2.0,0,"[""no domain anchor in variants""]",5,2,2026-01-29T16:31:24,2026-01-29T16:31:24
25,fix pack,,[],[],[25],Fix Pack,"[""Fix Pack""]",2.0,0,"[""no domain anchor in variants""]",813,31,2026-01-29T16:31:24,2026-01-29T16:31:24
26,detail job_finish2 event,,"[""details JOB_FINISH2 event""]",[],[26],details JOB_FINISH2 event,"[""details JOB_FINISH2 event""]",2.0,0,"[""no domain anchor in variants""]",4,2,2026-01-29T16:31:24,2026-01-29T16:31:24
27,lsf,,"[""-lsf"", ""default LSF"", ""multiple LSF""]","[""LSF""]","[27, 1468, 17616, 27301]",LSF,"[""-lsf"", ""LSF"", ""default LSF"", ""multiple LSF""]",0.0,0,[],2627,84,2026-01-29T16:31:24,2026-01-29T16:31:24
28,lsf resource connector,,[],[],[28],LSF resource connector,"[""LSF resource connector""]",0.0,0,[],115,9,2026-01-29T16:31:24,2026-01-29T16:31:24
29,log directory,,[],[],[29],log directory,"[""log directory""]",4.0,1,"[""headword='directory' is generic-ish"", ""no domain anchor in variants""]",4,4,2026-01-29T16:31:24,2026-01-29T16:31:24
30,procedure,,[],[],[30],Procedure,"[""Procedure""]",2.0,0,"[""no domain anchor in variants""]",816,68,2026-01-29T16:31:24,2026-01-29T16:31:24
31,lsf management host,,[],[],[31],LSF management host,"[""LSF management host""]",0.0,0,[],37,14,2026-01-29T16:31:24,2026-01-29T16:31:24
33,resource connector,,[],[],[33],resource connector,"[""resource connector""]",2.0,0,"[""no domain anchor in variants""]",75,8,2026-01-29T16:31:24,2026-01-29T16:31:24
34,rc view,,[],[],[34],rc view,"[""rc view""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
35,c,,"[""-c""]",[],[35],-c,"[""-c""]",2.0,0,"[""no domain anchor in variants""]",220,27,2026-01-29T16:31:24,2026-01-29T16:31:24
36,instance,,"[""instances""]",[],[36],instances,"[""instances""]",2.0,0,"[""no domain anchor in variants""]",221,15,2026-01-29T16:31:24,2026-01-29T16:31:24
37,policy,,"[""policies""]",[],[37],policies,"[""policies""]",2.0,0,"[""no domain anchor in variants""]",116,26,2026-01-29T16:31:24,2026-01-29T16:31:24
38,p,,"[""-p""]",[],[38],-p,"[""-p""]",2.0,0,"[""no domain anchor in variants""]",148,22,2026-01-29T16:31:24,2026-01-29T16:31:24
39,provider,,[],[],[39],provider,"[""provider""]",2.0,0,"[""no domain anchor in variants""]",27,8,2026-01-29T16:31:24,2026-01-29T16:31:24
40,option,,"[""Common options"", ""default options""]",[],"[40, 3676, 5670]",option,"[""Common options"", ""default options"", ""option""]",5.0,1,"[""headword='option' is generic-ish"", ""short single-token generic"", ""no domain anchor in variants""]",766,46,2026-01-29T16:31:24,2026-01-29T16:31:24
41,host provider,,"[""multiple host providers""]",[],"[41, 43]",host provider,"[""host provider"", ""multiple host providers""]",2.0,0,"[""no domain anchor in variants""]",7,2,2026-01-29T16:31:24,2026-01-29T16:31:24
42,space,,[],[],[42],space,"[""space""]",2.0,0,"[""no domain anchor in variants""]",193,23,2026-01-29T16:31:24,2026-01-29T16:31:24
45,command,,"[""default command"", ""multiple commands""]",[],"[45, 455, 21547]",command,"[""command"", ""default command"", ""multiple commands""]",2.0,0,"[""no domain anchor in variants""]",1157,54,2026-01-29T16:31:24,2026-01-29T16:31:24
47,host,,"[""default hosts"", ""host-"", ""multiple host"", ""specific host""]",[],"[47, 990, 1003, 1263, 1315]",host,"[""default hosts"", ""host"", ""host-"", ""multiple host"", ""specific host""]",2.0,0,"[""no domain anchor in variants""]",2043,68,2026-01-29T16:31:24,2026-01-29T16:31:24
48,t,,"[""-t""]",[],[48],-t,"[""-t""]",2.0,0,"[""no domain anchor in variants""]",163,21,2026-01-29T16:31:24,2026-01-29T16:31:24
49,daysd,,[],[],[49],daysd,"[""daysd""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
50,hoursh,,[],[],[50],hoursh,"[""hoursh""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
51,minutesm,,[],[],[51],minutesm,"[""minutesm""]",2.0,0,"[""no domain anchor in variants""]",3,3,2026-01-29T16:31:24,2026-01-29T16:31:24
52,early time,,"[""earliest time""]",[],[52],earliest time,"[""earliest time""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
53,error message,,"[""error messages""]",[],[53],error messages,"[""error messages""]",2.0,0,"[""no domain anchor in variants""]",29,12,2026-01-29T16:31:24,2026-01-29T16:31:24
54,day badmin,,"[""days badmin""]",[],[54],days badmin,"[""days badmin""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
55,message time midnight,,"[""messages time midnight""]",[],[55],messages time midnight,"[""messages time midnight""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
56,badmin rc error,,[],[],[56],badmin rc error,"[""badmin rc error""]",2.0,0,"[""no domain anchor in variants""]",3,2,2026-01-29T16:31:24,2026-01-29T16:31:24
57,message today midnight,,"[""messages today midnight""]",[],[57],messages today midnight,"[""messages today midnight""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
58,2d badmin,,[],[],[58],2d badmin,"[""2d badmin""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
59,message,,"[""messages""]",[],[59],messages,"[""messages""]",2.0,0,"[""no domain anchor in variants""]",188,20,2026-01-29T16:31:24,2026-01-29T16:31:24
60,yesterday midnight,,[],[],[60],yesterday midnight,"[""yesterday midnight""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
61,rc_account,config,[],"[""RC_ACCOUNT""]",[61],RC_ACCOUNT,"[""RC_ACCOUNT""]",0.0,0,[],23,6,2026-01-29T16:31:24,2026-01-29T16:31:24
62,configuration,,"[""common configurations"", ""configurations"", ""default configuration""]",[],"[62, 16180, 26523]",configurations,"[""common configurations"", ""configurations"", ""default configuration""]",4.0,1,"[""headword='configuration' is generic-ish"", ""no domain anchor in variants""]",352,32,2026-01-29T16:31:24,2026-01-29T16:31:24
63,change lsb param file,,"[""changes lsb.params file""]",[],[63],changes lsb.params file,"[""changes lsb.params file""]",4.0,1,"[""headword='file' is generic-ish"", ""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
65,badmin reconfig,,[],[],[65],badmin reconfig,"[""badmin reconfig""]",2.0,0,"[""no domain anchor in variants""]",65,17,2026-01-29T16:31:24,2026-01-29T16:31:24
66,rc_account field,,[],[],[66],RC_ACCOUNT field,"[""RC_ACCOUNT field""]",2.0,0,"[""no domain anchor in variants""]",3,1,2026-01-29T16:31:24,2026-01-29T16:31:24
67,job_finish,config,[],"[""JOB_FINISH""]",[67],JOB_FINISH,"[""JOB_FINISH""]",0.0,0,[],8,3,2026-01-29T16:31:24,2026-01-29T16:31:24
68,event,,[],[],[68],event,"[""event""]",2.0,0,"[""no domain anchor in variants""]",49,14,2026-01-29T16:31:24,2026-01-29T16:31:24
69,field,,"[""default field"", ""specific fields""]",[],"[69, 4949, 29063]",field,"[""default field"", ""field"", ""specific fields""]",2.0,0,"[""no domain anchor in variants""]",277,18,2026-01-29T16:31:24,2026-01-29T16:31:24
71,job project,,[],[],[71],job project,"[""job project""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
72,application queue level,,[],[],[72],application queue level,"[""application queue level""]",2.0,0,"[""no domain anchor in variants""]",3,3,2026-01-29T16:31:24,2026-01-29T16:31:24
75,level,,"[""levels"", ""multiple levels""]",[],"[75, 1761]",levels,"[""levels"", ""multiple levels""]",2.0,0,"[""no domain anchor in variants""]",129,21,2026-01-29T16:31:24,2026-01-29T16:31:24
76,configuration file,,"[""configuration files""]",[],[76],configuration files,"[""configuration files""]",4.0,1,"[""headword='file' is generic-ish"", ""no domain anchor in variants""]",137,27,2026-01-29T16:31:24,2026-01-29T16:31:24
77,parameter configuration file,,[],[],[77],parameter configuration file,"[""parameter configuration file""]",4.0,1,"[""headword='file' is generic-ish"", ""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
78,change configuration file,,"[""changes configuration files""]",[],[78],changes configuration files,"[""changes configuration files""]",4.0,1,"[""headword='file' is generic-ish"", ""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
81,effect,,[],[],[81],effect,"[""effect""]",2.0,0,"[""no domain anchor in variants""]",99,23,2026-01-29T16:31:24,2026-01-29T16:31:24
82,tip,,[],[],[82],Tip,"[""Tip""]",2.0,0,"[""no domain anchor in variants""]",45,18,2026-01-29T16:31:24,2026-01-29T16:31:24
83,detail,,[],[],[83],detail,"[""detail""]",2.0,0,"[""no domain anchor in variants""]",75,23,2026-01-29T16:31:24,2026-01-29T16:31:24
84,vm_type field,,[],[],[84],VM_TYPE field,"[""VM_TYPE field""]",2.0,0,"[""no domain anchor in variants""]",3,1,2026-01-29T16:31:24,2026-01-29T16:31:24
85,lsf shared file,,"[""lsf.shared file""]",[],[85],lsf.shared file,"[""lsf.shared file""]",2.0,0,"[""headword='file' is generic-ish""]",40,15,2026-01-29T16:31:24,2026-01-29T16:31:24
86,string resource,,[],[],[86],String resource,"[""String resource""]",2.0,0,"[""no domain anchor in variants""]",5,3,2026-01-29T16:31:24,2026-01-29T16:31:24
87,vm_type,,[],[],[87],vm_type,"[""vm_type""]",2.0,0,"[""no domain anchor in variants""]",7,2,2026-01-29T16:31:24,2026-01-29T16:31:24
88,resource,,"[""default resource"", ""multiple resources"", ""specific resource""]",[],"[88, 4254, 4873, 9174]",Resource,"[""Resource"", ""default resource"", ""multiple resources"", ""specific resource""]",2.0,0,"[""no domain anchor in variants""]",850,47,2026-01-29T16:31:24,2026-01-29T16:31:24
89,resourcename type interval,,[],[],[89],RESOURCENAME TYPE INTERVAL,"[""RESOURCENAME TYPE INTERVAL""]",2.0,0,"[""no domain anchor in variants""]",29,15,2026-01-29T16:31:24,2026-01-29T16:31:24
90,description,,[],"[""DESCRIPTION""]",[90],DESCRIPTION,"[""DESCRIPTION""]",2.0,0,"[""no domain anchor in variants""]",1860,35,2026-01-29T16:31:24,2026-01-29T16:31:24
91,keyword,,"[""Keywords"", ""default keyword"", ""multiple keywords""]",[],"[91, 7434, 9062]",Keywords,"[""Keywords"", ""default keyword"", ""multiple keywords""]",2.0,0,"[""no domain anchor in variants""]",158,25,2026-01-29T16:31:24,2026-01-29T16:31:24
93,mbatchd daemon,,[],[],[93],mbatchd daemon,"[""mbatchd daemon""]",2.0,0,"[""no domain anchor in variants""]",114,20,2026-01-29T16:31:24,2026-01-29T16:31:24
95,badmin mbdrestart,,[],[],[95],badmin mbdrestart,"[""badmin mbdrestart""]",2.0,0,"[""no domain anchor in variants""]",73,22,2026-01-29T16:31:24,2026-01-29T16:31:24
96,resource connector host,,[],[],[96],resource connector host,"[""resource connector host""]",2.0,0,"[""no domain anchor in variants""]",12,5,2026-01-29T16:31:24,2026-01-29T16:31:24
97,lsf_local_resources parameter,,[],[],[97],LSF_LOCAL_RESOURCES parameter,"[""LSF_LOCAL_RESOURCES parameter""]",2.0,0,"[""headword='parameter' is generic-ish""]",5,3,2026-01-29T16:31:24,2026-01-29T16:31:24
98,lsf conf file,,"[""default lsf.conf file"", ""lsf.conf file""]",[],"[98, 17643]",lsf.conf file,"[""default lsf.conf file"", ""lsf.conf file""]",2.0,0,"[""headword='file' is generic-ish""]",170,29,2026-01-29T16:31:24,2026-01-29T16:31:24
99,line file,,"[""lines file""]",[],[99],lines file,"[""lines file""]",4.0,1,"[""headword='file' is generic-ish"", ""no domain anchor in variants""]",11,7,2026-01-29T16:31:24,2026-01-29T16:31:24
100,n,,"[""-n""]",[],[100],-n,"[""-n""]",2.0,0,"[""no domain anchor in variants""]",349,31,2026-01-29T16:31:24,2026-01-29T16:31:24
101,i,,"[""-i""]",[],[101],-i,"[""-i""]",2.0,0,"[""no domain anchor in variants""]",92,20,2026-01-29T16:31:24,2026-01-29T16:31:24
102,lsf_conf_file,config,[],"[""LSF_CONF_FILE""]",[102],LSF_CONF_FILE,"[""LSF_CONF_FILE""]",0.0,0,[],10,4,2026-01-29T16:31:24,2026-01-29T16:31:24
103,method,,[],[],[103],method,"[""method""]",2.0,0,"[""no domain anchor in variants""]",52,19,2026-01-29T16:31:24,2026-01-29T16:31:24
104,cloud provider,,[],[],[104],cloud provider,"[""cloud provider""]",2.0,0,"[""no domain anchor in variants""]",7,4,2026-01-29T16:31:24,2026-01-29T16:31:24
107,d,,"[""-d""]",[],[107],-d,"[""-d""]",2.0,0,"[""no domain anchor in variants""]",106,21,2026-01-29T16:31:24,2026-01-29T16:31:24
108,f,,"[""-f""]",[],[108],-f,"[""-f""]",2.0,0,"[""no domain anchor in variants""]",286,36,2026-01-29T16:31:24,2026-01-29T16:31:24
109,vm_type*vm_type,,[],[],[109],vm_type*vm_type,"[""vm_type*vm_type""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
110,echo update lsf_local_resource,,"[""echo Update LSF_LOCAL_RESOURCES""]",[],[110],echo Update LSF_LOCAL_RESOURCES,"[""echo Update LSF_LOCAL_RESOURCES""]",0.0,0,[],1,1,2026-01-29T16:31:24,2026-01-29T16:31:24
111,resourcemap,,[],[],[111],resourcemap,"[""resourcemap""]",2.0,0,"[""no domain anchor in variants""]",31,12,2026-01-29T16:31:24,2026-01-29T16:31:24
112,logfile,,[],[],[112],logfile,"[""logfile""]",2.0,0,"[""no domain anchor in variants""]",14,4,2026-01-29T16:31:24,2026-01-29T16:31:24
113,remotedatamanager section,,"[""RemoteDataManagers section""]",[],[113],RemoteDataManagers section,"[""RemoteDataManagers section""]",2.0,0,"[""no domain anchor in variants""]",13,6,2026-01-29T16:31:24,2026-01-29T16:31:24
114,connection,,[],[],[114],connection,"[""connection""]",2.0,0,"[""no domain anchor in variants""]",29,16,2026-01-29T16:31:24,2026-01-29T16:31:24
115,availability remote file,,"[""availability remote files""]",[],[115],availability remote files,"[""availability remote files""]",4.0,1,"[""headword='file' is generic-ish"", ""no domain anchor in variants""]",3,3,2026-01-29T16:31:24,2026-01-29T16:31:24
116,local cluster,,"[""default local cluster""]",[],"[116, 140]",local cluster,"[""default local cluster"", ""local cluster""]",2.0,0,"[""no domain anchor in variants""]",38,7,2026-01-29T16:31:24,2026-01-29T16:31:24
117,information cluster,,"[""information clusters""]",[],[117],information clusters,"[""information clusters""]",2.0,0,"[""no domain anchor in variants""]",5,3,2026-01-29T16:31:24,2026-01-29T16:31:24
118,remotedatamanager,,"[""RemoteDataManagers""]",[],[118],RemoteDataManagers,"[""RemoteDataManagers""]",2.0,0,"[""no domain anchor in variants""]",11,4,2026-01-29T16:31:24,2026-01-29T16:31:24
119,section,,[],[],[119],section,"[""section""]",2.0,0,"[""no domain anchor in variants""]",103,21,2026-01-29T16:31:24,2026-01-29T16:31:24
120,cluster local cluster,,"[""clusters local cluster""]",[],[120],clusters local cluster,"[""clusters local cluster""]",2.0,0,"[""no domain anchor in variants""]",5,4,2026-01-29T16:31:24,2026-01-29T16:31:24
121,list cluster,,"[""list clusters""]",[],[121],list clusters,"[""list clusters""]",2.0,0,"[""no domain anchor in variants""]",7,4,2026-01-29T16:31:24,2026-01-29T16:31:24
122,duplicate cluster,,[],[],[122],Duplicate cluster,"[""Duplicate cluster""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
123,cluster list,,[],[],[123],cluster list,"[""cluster list""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
124,bdata connection command,,"[""bdata connections command""]",[],[124],bdata connections command,"[""bdata connections command""]",2.0,0,"[""no domain anchor in variants""]",4,4,2026-01-29T16:31:24,2026-01-29T16:31:24
125,manager,,[],[],[125],manager,"[""manager""]",2.0,0,"[""no domain anchor in variants""]",20,12,2026-01-29T16:31:24,2026-01-29T16:31:24
126,line,,"[""Multiple lines""]",[],"[126, 2728]",line,"[""Multiple lines"", ""line""]",2.0,0,"[""no domain anchor in variants""]",137,26,2026-01-29T16:31:24,2026-01-29T16:31:24
127,clustername,,[],"[""CLUSTERNAME""]",[127],CLUSTERNAME,"[""CLUSTERNAME""]",2.0,0,"[""no domain anchor in variants""]",11,4,2026-01-29T16:31:24,2026-01-29T16:31:24
128,server,,"[""SERVERS""]","[""SERVERS""]",[128],SERVERS,"[""SERVERS""]",2.0,0,"[""no domain anchor in variants""]",61,21,2026-01-29T16:31:24,2026-01-29T16:31:24
129,port,,"[""common ports"", ""default ports""]","[""PORT""]","[129, 17063, 23645]",PORT,"[""PORT"", ""common ports"", ""default ports""]",2.0,0,"[""no domain anchor in variants""]",62,18,2026-01-29T16:31:24,2026-01-29T16:31:24
130,subsequent line,,"[""Subsequent lines""]",[],[130],Subsequent lines,"[""Subsequent lines""]",2.0,0,"[""no domain anchor in variants""]",17,3,2026-01-29T16:31:24,2026-01-29T16:31:24
131,remotedatamanager section format,,"[""RemoteDataManagers section format""]",[],[131],RemoteDataManagers section format,"[""RemoteDataManagers section format""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
132,clustername server port,,"[""CLUSTERNAME SERVERS PORT""]",[],[132],CLUSTERNAME SERVERS PORT,"[""CLUSTERNAME SERVERS PORT""]",2.0,0,"[""no domain anchor in variants""]",3,3,2026-01-29T16:31:24,2026-01-29T16:31:24
133,cluster1 host11 host,,[],[],[133],cluster1 host11 host,"[""cluster1 host11 host""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
134,host1n,,[],[],[134],host1n,"[""host1n""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
135,cluster,,"[""-clusters"", ""default clusters"", ""multiple clusters"", ""specific cluster""]",[],"[135, 5564, 8005, 17208, 17210]",cluster,"[""-clusters"", ""cluster"", ""default clusters"", ""multiple clusters"", ""specific cluster""]",2.0,0,"[""no domain anchor in variants""]",928,59,2026-01-29T16:31:24,2026-01-29T16:31:24
136,host22 host2n,,[],[],[136],host22 host2n,"[""host22 host2n""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
137,clusterm hostm1 hostm,,[],[],[137],clusterM hostM1 hostM,"[""clusterM hostM1 hostM""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
138,hostmn,,[],[],[138],hostMn,"[""hostMn""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
139,remotedatamanager parameter,,"[""RemoteDataManagers parameters""]",[],[139],RemoteDataManagers parameters,"[""RemoteDataManagers parameters""]",4.0,1,"[""headword='parameter' is generic-ish"", ""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
141,lsf data manager,,"[""LSF data managers""]",[],[141],LSF data managers,"[""LSF data managers""]",0.0,0,[],146,16,2026-01-29T16:31:24,2026-01-29T16:31:24
142,list server,,"[""list servers""]",[],[142],list servers,"[""list servers""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
143,port number cluster,,[],[],[143],port number cluster,"[""port number cluster""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
144,configure,,[],[],[144],Configure,"[""Configure""]",2.0,0,"[""no domain anchor in variants""]",46,20,2026-01-29T16:31:24,2026-01-29T16:31:24
145,host factory,,[],[],[145],host factory,"[""host factory""]",2.0,0,"[""no domain anchor in variants""]",3,2,2026-01-29T16:31:24,2026-01-29T16:31:24
146,lsf cluster,,"[""LSF clusters"", ""default LSF cluster"", ""lsf.cluster"", ""multiple LSF clusters""]",[],"[146, 7902, 17032, 17554]",lsf.cluster,"[""LSF clusters"", ""default LSF cluster"", ""lsf.cluster"", ""multiple LSF clusters""]",0.0,0,[],171,33,2026-01-29T16:31:24,2026-01-29T16:31:24
147,resource provider,,"[""resource providers""]",[],[147],resource providers,"[""resource providers""]",2.0,0,"[""no domain anchor in variants""]",23,7,2026-01-29T16:31:24,2026-01-29T16:31:24
148,configure lsf,,[],[],[148],Configure LSF,"[""Configure LSF""]",0.0,0,[],11,9,2026-01-29T16:31:24,2026-01-29T16:31:24
149,reference,,[],[],[149],Reference,"[""Reference""]",2.0,0,"[""no domain anchor in variants""]",249,20,2026-01-29T16:31:24,2026-01-29T16:31:24
150,ibm cloud gen,,[],[],[150],IBM Cloud Gen,"[""IBM Cloud Gen""]",2.0,0,"[""no domain anchor in variants""]",22,5,2026-01-29T16:31:24,2026-01-29T16:31:24
152,file,,"[""common file"", ""default file"", ""files"", ""multiple files""]",[],"[152, 6915, 13298, 18712]",files,"[""common file"", ""default file"", ""files"", ""multiple files""]",5.0,1,"[""headword='file' is generic-ish"", ""short single-token generic"", ""no domain anchor in variants""]",797,56,2026-01-29T16:31:24,2026-01-29T16:31:24
154,aws provider,,[],[],[154],AWS provider,"[""AWS provider""]",2.0,0,"[""no domain anchor in variants""]",3,3,2026-01-29T16:31:24,2026-01-29T16:31:24
155,microsoft azure,,[],[],[155],Microsoft Azure,"[""Microsoft Azure""]",2.0,0,"[""no domain anchor in variants""]",16,3,2026-01-29T16:31:24,2026-01-29T16:31:24
156,microsoft azure provider,,[],[],[156],Microsoft Azure provider,"[""Microsoft Azure provider""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
157,google compute cloud,,[],[],[157],Google Compute Cloud,"[""Google Compute Cloud""]",2.0,0,"[""no domain anchor in variants""]",5,4,2026-01-29T16:31:24,2026-01-29T16:31:24
158,googleprov_config json,,"[""googleprov_config.json""]",[],[158],googleprov_config.json,"[""googleprov_config.json""]",2.0,0,"[""no domain anchor in variants""]",8,4,2026-01-29T16:31:24,2026-01-29T16:31:24
160,openstack,,[],[],[160],OpenStack,"[""OpenStack""]",2.0,0,"[""no domain anchor in variants""]",14,4,2026-01-29T16:31:24,2026-01-29T16:31:24
161,osprov_config json,,"[""osprov_config.json""]",[],[161],osprov_config.json,"[""osprov_config.json""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
162,openstack provider,,[],[],[162],OpenStack provider,"[""OpenStack provider""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
164,lsf fix pack,,[],[],[164],LSF Fix Pack,"[""LSF Fix Pack""]",0.0,0,[],6,4,2026-01-29T16:31:24,2026-01-29T16:31:24
165,host resource provider,,"[""hosts resource provider""]",[],[165],hosts resource provider,"[""hosts resource provider""]",2.0,0,"[""no domain anchor in variants""]",3,2,2026-01-29T16:31:24,2026-01-29T16:31:24
166,workload,,[],[],[166],workload,"[""workload""]",2.0,0,"[""no domain anchor in variants""]",30,16,2026-01-29T16:31:24,2026-01-29T16:31:24
167,lsf cluster host,,"[""LSF cluster hosts""]",[],[167],LSF cluster hosts,"[""LSF cluster hosts""]",0.0,0,[],3,3,2026-01-29T16:31:24,2026-01-29T16:31:24
168,lsf host,,"[""LSF hosts""]",[],[168],LSF hosts,"[""LSF hosts""]",0.0,0,[],44,19,2026-01-29T16:31:24,2026-01-29T16:31:24
169,daemon,,"[""daemons""]",[],[169],daemons,"[""daemons""]",2.0,0,"[""no domain anchor in variants""]",147,24,2026-01-29T16:31:24,2026-01-29T16:31:24
170,requirement,,"[""Requirements""]",[],[170],Requirements,"[""Requirements""]",2.0,0,"[""no domain anchor in variants""]",97,25,2026-01-29T16:31:24,2026-01-29T16:31:24
